T,Y,x_n_toks,x_n_chars,x_avg_word,x_qmark,x_bang,x_hedge,x_formal,x_i_count,x_newlines,x_upper,x_refuse,x_please,x_thank,batch,stream
0,0,0.44,0.58125,0.421591,0,0,0,0,0,0,0.00645161,0,0,0,0,beavertails
0,0,0.165,0.2375,0.466667,0,0,0,0.2,0,0,0.0105263,0,0,0,0,beavertails
0,0,0.035,0.05,0.442857,0,0,0,0,0,0,0.025,0,0,0,0,beavertails
0,1,0.285,0.39625,0.450877,0,0,0,0,0,0,0.0126183,0,0,0,0,beavertails
0,1,0.06,0.08875,0.491667,0,0,0,0,0,0,0.0140845,0,0,0,0,beavertails
0,0,0.455,0.6525,0.468132,0,0,0,0,0,0,0.00766284,0,0,0,0,beavertails
0,1,0.315,0.48375,0.506349,0,0,0,0,0,0,0.00775194,0,0,0,0,beavertails
0,0,0.505,0.78625,0.510891,0,0,0,0,0,0,0.0413355,0,0,0,0,beavertails
0,0,0.33,0.50375,0.501515,0,0,0,0,0,0,0.00992556,0,0,0,0,beavertails
0,1,0.355,0.5325,0.484507,0,0,0,0,0,0,0.00938967,0,0,0,0,beavertails
0,1,0.24,0.38125,0.527083,0,0,0,0,0,0,0.00655738,0,0,0,0,beavertails
0,1,0.72,1.10875,0.509722,0,0,0,0,0,0,0.00901917,0,0,0,0,beavertails
0,1,0.495,0.68875,0.444444,0.2,0,0,0,0.1,0,0.0108893,0,0,0,0,beavertails
0,0,0.39,0.61875,0.526923,0,0,0,0,0,0,0.00606061,0,0,0,0,beavertails
0,1,0.605,0.87,0.464463,0,0,0,0,0,0,0.00862069,0,0,0,0,beavertails
0,0,0.2,0.32125,0.53,0,0,0.2,0,0,0,0.0116732,0,0,0,0,beavertails
0,0,0.595,0.85125,0.464706,0,0,0,0,0,0,0.00881057,0,0,0,0,beavertails
0,1,0.25,0.34875,0.446,0,0,0,0,0,0,0.0107527,0,0,0,0,beavertails
0,0,0.48,0.6575,0.436458,0.4,0.2,0.2,0,0,0,0.0114068,0,0,0,0,beavertails
0,1,1.24,1.99875,0.512903,0,0,0,0,0,0,0.0337711,0,0,0,0,beavertails
0,0,0.38,0.48125,0.394737,0,0,0,0,0,0,0.0103896,0,0,0,0,beavertails
0,1,0.83,1.155,0.446386,0,0,0,0,0,0,0.0238095,0,0,0,0,beavertails
0,0,0.18,0.2725,0.502778,0,0,0,0,0,0,0.00917431,0,0,0,0,beavertails
0,0,0.39,0.62875,0.532051,0,0,0,0,0,0,0.00795229,0,0,0,0,beavertails
0,0,0.405,0.60375,0.481481,0,0,0,0,0,0,0.010352,0,0,0,0,beavertails
0,1,0.3,0.4425,0.463333,0,0,0,0.2,0,0,0.00847458,0,0,0,0,beavertails
0,0,0.385,0.56125,0.472727,0,0,0,0,0,0,0.00668151,0,0,0,0,beavertails
0,0,0.255,0.385,0.496078,0,0,0,0,0,0,0.00649351,0,0,0,0,beavertails
0,0,0.04,0.065,0.3875,0,0,0,0,0,0,0.134615,0,0,0,0,beavertails
0,0,0.345,0.54625,0.528986,0,0,0,0,0,0,0.00686499,0,0,0,0,beavertails
0,1,0.325,0.43375,0.427692,0,0,0,0,0,0,0.0201729,0,0,0,0,beavertails
0,0,0.44,0.71125,0.5375,0,0,0,0,0,0,0.00702988,0,0,0,0,beavertails
0,1,0.025,0.03625,0.48,0.2,0,0,0,0,0,0.0344828,0,0,0,0,beavertails
0,0,0.17,0.2525,0.485294,0,0,0,0,0,0,0.00990099,0,0,0,0,beavertails
0,1,0.545,0.79625,0.475229,0,0,0,0,0,0,0.00784929,0,0,0,0,beavertails
0,1,0.235,0.335,0.457447,0,0,0,0,0.1,0,0.0149254,0,0,0,0,beavertails
0,1,0.2,0.36875,0.6275,0,0,0,0,0,0,0.00338983,0,0,0,0,beavertails
0,0,0.355,0.5,0.45493,0,0,0,0,0,0,0.01,0,0,0,0,beavertails
0,0,0.055,0.05875,0.318182,0,0,0,0,0.1,0,0.0425532,0,0,0,0,beavertails
0,0,0.4,0.555,0.4475,0,0,0,0,0,0,0.0112613,0,0,0,0,beavertails
0,0,0.275,0.4075,0.485455,0,0,0,0,0,0,0.0245399,0,0,0,0,beavertails
0,0,0.355,0.555,0.51831,0,0,0,0,0,0,0.00675676,0,0,0,0,beavertails
0,0,0.425,0.56875,0.42,0,0,0,0,0,0.5,0.0131868,0,0,0,0,beavertails
0,1,0.415,0.64625,0.516867,0,0,0,0,0,0,0.00967118,0,0,0,0,beavertails
0,1,0.155,0.22625,0.477419,0,0,0,0,0,0,0.00552486,0,0,0,0,beavertails
0,1,0.375,0.625,0.558667,0,0,0,0,0,0,0.008,0,0,0,0,beavertails
0,1,0.07,0.095,0.435714,0,0,0,0,0,0,0.0131579,0,0,0,0,beavertails
0,1,0.215,0.32125,0.488372,0,0,0,0.2,0,0,0.0194553,0,0.25,0,0,beavertails
0,0,0.045,0.05,0.311111,0,0,0,0,0.1,0,0.075,0,0,0,0,beavertails
0,0,0.345,0.53875,0.514493,0,0,0,0,0.1,0,0.0116009,0,0,0,0,beavertails
0,0,0.06,0.095,0.533333,0,0,0,0,0,0,0.0131579,0,0,0,0,beavertails
0,0,0.075,0.08625,0.353333,0,0,0,0,0,0,0.0144928,0,0,0,0,beavertails
0,1,0.495,0.6525,0.421212,0,0,0,0,0,0,0.00574713,0,0,0,0,beavertails
0,1,0.065,0.10625,0.546154,0,0,0,0,0,0,0.0352941,0,0,0,0,beavertails
0,0,0.485,0.71625,0.47732,0,0,0,0.6,0,0,0.008726,0,0,0,0,beavertails
0,1,0.435,0.61,0.450575,0,0,0.4,0.2,0.2,0,0.0204918,0,0,0,0,beavertails
0,0,0.035,0.045,0.4,0,0,0,0,0,0,0.0555556,0,0,0.25,0,beavertails
0,0,0.34,0.555,0.545588,0,0,0,0,0,0,0.00675676,0,0,0,0,beavertails
0,0,0.5,0.72,0.446,0,0,0,0,0,0.6,0.0121528,0,0,0,0,beavertails
0,0,0.275,0.4175,0.503636,0,0,0.2,0,0,0,0.0179641,0,0,0,0,beavertails
0,1,0.185,0.29,0.521622,0,0,0,0,0,0,0.012931,0,0,0,0,beavertails
0,0,0.12,0.18875,0.479167,0,0,0,0,0,0,0.0794702,0,0,0,0,beavertails
0,0,0.58,0.88,0.49569,0,0,0,0,0,0,0.0170455,0,0,0,1,beavertails
0,0,0.095,0.1175,0.384211,0,0,0,0,0,0,0.0106383,0,0,0,1,beavertails
0,1,0.235,0.36375,0.504255,0,0,0,0,0,0,0.00687285,0,0,0,1,beavertails
0,0,0.495,0.67875,0.440404,0,0,0,0,0,0,0.0110497,0,0,0,1,beavertails
0,1,0.315,0.49875,0.522222,0,0,0,0.2,0,0,0.0175439,0,0,0,1,beavertails
0,1,0.38,0.4975,0.415789,0,0,0,0,0,0,0.00502513,0,0,0,1,beavertails
0,1,0.035,0.04375,0.385714,0.4,0,0,0,0,0,0.0571429,0,0,0,1,beavertails
0,1,0.56,0.82625,0.45625,0,0,0,0,0,0,0.0242057,0,0,0,1,beavertails
0,1,0.13,0.18375,0.446154,0,0,0,0,0.1,0,0.0204082,0,0,0,1,beavertails
0,0,0.42,0.62375,0.485714,0.2,0,0.2,0,0.1,0,0.012024,0,0,0,1,beavertails
0,0,0.27,0.38,0.459259,0,0,0,0,0,0,0.00328947,0,0,0,1,beavertails
0,0,0.38,0.595,0.522368,0,0,0,0,0,0,0.00630252,0,0,0,1,beavertails
0,0,0.36,0.48875,0.436111,0,0,0.2,0.2,0,0,0.0102302,0,0,0,1,beavertails
0,0,0.26,0.38625,0.488462,0,0,0,0.2,0,0,0.00647249,0,0,0,1,beavertails
0,0,0.82,1.1425,0.44878,0,0,0.2,0,0,0,0.00875274,0,0,0,1,beavertails
0,0,0.225,0.27875,0.384444,0,0,0,0,0.4,0,0.0313901,0,0,0,1,beavertails
0,0,0.215,0.28875,0.418605,0,0,0,0,0,0,0.00865801,0,0,0,1,beavertails
0,0,0.485,0.765,0.521649,0,0,0,0.2,0,0,0.00816993,0,0,0,1,beavertails
0,1,0.25,0.335,0.428,0,0,0,0,0,0,0.0186567,0,0,0,1,beavertails
0,1,0.22,0.34375,0.5,0,0,0,0,0,0,0.0654545,0,0,0,1,beavertails
0,0,0.585,0.94125,0.537607,0,0,0,0,0,0,0.00796813,0,0,0,1,beavertails
0,1,0.045,0.05625,0.4,0,0,0,0,0,0,0.0222222,0,0,0,1,beavertails
0,0,0.17,0.22,0.414706,0,0,0,0,0,0,0.00568182,0,0,0,1,beavertails
0,0,0.615,0.8475,0.437398,0,0,0,0,0,0,0.0132743,0,0,0,1,beavertails
0,1,0.39,0.6,0.501282,0.4,0.2,0.2,0,0,0,0.0125,0,0,0,1,beavertails
0,1,0.81,1.15625,0.46358,0,0,0,0.2,0,0,0.0140541,0,0,0,1,beavertails
0,1,0.06,0.07,0.358333,0,0,0,0,0.1,0,0.0714286,0.333333,0,0,1,beavertails
0,0,0.255,0.4075,0.531373,0,0,0,0,0,0,0.0153374,0,0,0,1,beavertails
0,1,0.1,0.12875,0.39,0.2,0,0,0,0.1,0,0.0291262,0,0,0,1,beavertails
0,0,0.4,0.56,0.445,0,0,0.2,0,0.1,0,0.0111607,0,0,0,1,beavertails
0,1,0.235,0.38125,0.531915,0,0,0,0,0,0,0.00983607,0,0,0,1,beavertails
0,0,0.12,0.15875,0.420833,0,0.2,0.2,0,0,0,0.015748,0,0,0,1,beavertails
0,0,0.43,0.6975,0.519767,0,0,0,0,0,0,0.0250896,0,0,0,1,beavertails
0,1,0.195,0.2925,0.487179,0,0,0,0,0,0,0.0299145,0,0,0,1,beavertails
0,1,0.035,0.05,0.457143,0,0,0,0,0.1,0,0.05,0.333333,0,0,1,beavertails
0,0,0.81,1.0775,0.42037,0,0,0,0,0,0,0.0104408,0,0,0,1,beavertails
0,1,0.275,0.4075,0.489091,0,0,0,0,0,0,0.00613497,0,0,0,1,beavertails
0,1,0.245,0.3075,0.395918,0,0,0,0,0,0,0.00813008,0,0,0,1,beavertails
0,1,0.535,0.8475,0.526168,0,0,0.2,0,0,0,0.00737463,0,0,0,1,beavertails
0,0,0.43,0.6975,0.538372,0,0,0,0.2,0,0,0.0107527,0,0,0,1,beavertails
0,1,0.09,0.1275,0.461111,0,0,0,0,0,0,0.00980392,0,0,0,1,beavertails
0,1,0.15,0.215,0.463333,0,0,0,0,0.1,0,0.0232558,0,0,0,1,beavertails
0,0,0.505,0.79625,0.519802,0,0,0,0,0,0,0.00784929,0,0,0,1,beavertails
0,1,0.245,0.365,0.485714,0,0,0,0,0,0,0.0616438,0,0,0,1,beavertails
0,0,0.34,0.465,0.414706,0,0,0,0,0,0,0.0268817,0,0,0,1,beavertails
0,0,0.315,0.4325,0.436508,0,0,0,0,0.1,0,0.0202312,0,0,0,1,beavertails
0,1,0.055,0.07125,0.409091,0,0,0,0,0,0,0.0350877,0,0,0,1,beavertails
0,0,0.12,0.13375,0.345833,0,0,0,0,0,0,0.00934579,0,0,0,1,beavertails
0,1,0.105,0.1525,0.480952,0,0,0,0,0,0,0.00819672,0,0,0,1,beavertails
0,1,0.1,0.16,0.53,0,0,0,0,0,0,0.015625,0,0,0,1,beavertails
0,1,0.37,0.5875,0.525676,0,0,0.2,0,0,0,0.00638298,0,0,0,1,beavertails
0,1,0.29,0.41,0.456897,0,0,0,0,0,0,0.00914634,0,0,0,1,beavertails
0,1,0.055,0.09,0.536364,0.2,0.2,0,0,0,0,0.0416667,0,0,0,1,beavertails
0,1,0.23,0.33625,0.471739,0,0,0,0.2,0,0,0.00743494,0,0,0,1,beavertails
0,1,0.47,0.71125,0.495745,0,0,0.4,0.2,0.1,0,0.0439367,0,0,0,1,beavertails
0,0,0.43,0.6475,0.49186,0,0.2,0,0.2,0,0,0.00965251,0,0,0,1,beavertails
0,1,0.08,0.085,0.31875,0,0,0,0,0.2,0,0.0441176,0,0,0,1,beavertails
0,0,0.36,0.54625,0.502778,0,0,0,0,0,0,0.00686499,0,0,0,1,beavertails
0,0,0.365,0.475,0.415068,0,0,0,0,0,0,0.00789474,0,0,0,1,beavertails
0,1,0.295,0.37875,0.40339,0,0,0,0,0,0,0.00990099,0,0,0,1,beavertails
0,1,0.395,0.53375,0.436709,0,0,0,0,0,0,0.00702576,0,0,0,1,beavertails
0,0,0.33,0.4225,0.406061,0,0,0,0,0,0,0.00887574,0,0,0,1,beavertails
0,0,0.105,0.14125,0.4,0,0.2,0,0,0,0,0.0176991,0,0,0,1,beavertails
0,0,0.37,0.585,0.527027,0,0,0,0,0,0,0.00641026,0,0,0,1,beavertails
0,0,0.15,0.2475,0.55,0,0,0,0,0,0,0.00505051,0,0,0,1,beavertails
0,0,0.035,0.04625,0.414286,0,0,0,0,0,0,0.0540541,0,0,0,1,beavertails
0,0,0.19,0.3225,0.465789,0,0,0,0,0,0,0.0232558,0,0,0,1,beavertails
0,0,0.06,0.065,0.325,0.2,0,0,0,0,0,0.0384615,0,0,0,1,beavertails
0,1,0.19,0.23875,0.392105,0,0,0.2,0,0.1,0,0.026178,0.333333,0,0,1,beavertails
0,0,0.235,0.415,0.602128,0,0,0,0,0,0,0.00903614,0,0,0,1,beavertails
0,0,0.105,0.1625,0.5,0,0,0,0,0,0,0.0692308,0,0,0,1,beavertails
0,1,0.42,0.605,0.471429,0,0,0,0,0,0,0.0165289,0,0,0,1,beavertails
0,1,0.25,0.36125,0.464,0,0,0,0.2,0,0,0.0138408,0,0,0,1,beavertails
0,0,0.29,0.40125,0.444828,0,0,0.4,0.2,0,0,0.0124611,0,0,0,1,beavertails
0,0,0.5,0.7,0.453,0,0,0,0,0,0,0.0107143,0,0,0,1,beavertails
0,1,0.065,0.09,0.438462,0,0,0,0,0,0,0.0277778,0,0,0,1,beavertails
0,0,0.48,0.64375,0.427083,0,0,0,0,0,0,0.0194175,0,0,0,1,beavertails
0,0,0.65,0.87875,0.431538,0,0,0,0,0,0.4,0.00853485,0,0,0,1,beavertails
0,0,0.295,0.4475,0.494915,0,0,0,0,0,0,0.0111732,0,0,0,1,beavertails
0,1,0.02,0.0325,0.55,0,0,0,0,0,0,0.0384615,0,0,0,1,beavertails
0,0,0.42,0.5925,0.458333,0,0,0,0,0,0,0.0147679,0,0,0,2,beavertails
0,0,0.305,0.3975,0.413115,0,0,0,0,0,0,0.00943396,0,0,0,2,beavertails
0,1,0.05,0.0575,0.34,0,0,0,0,0.1,0,0.0652174,0,0,0,2,beavertails
0,0,0.085,0.1625,0.570588,0,0,0,0,0,0,0.0846154,0,0,0,2,beavertails
0,0,0.5,0.74875,0.489,0,0,0,0,0.1,0,0.0116861,0,0,0,2,beavertails
0,0,0.65,0.8825,0.436154,0,0,0,0,0,0,0.00849858,0,0,0,2,beavertails
0,1,0.075,0.10875,0.473333,0,0,0,0,0,0,0.0114943,0,0,0,2,beavertails
0,0,0.235,0.3675,0.512766,0,0,0,0,0,0,0.00680272,0,0,0,2,beavertails
0,0,0.225,0.33625,0.488889,0,0,0,0,0,0,0.00743494,0,0,0,2,beavertails
0,1,0.47,0.68125,0.470213,0,0,0,0,0,0,0.00733945,0,0,0,2,beavertails
0,1,0.235,0.325,0.442553,0,0,0,0,0,0,0.0115385,0,0,0,2,beavertails
0,0,0.15,0.27125,0.603333,0,0,0,0,0,0,0.00921659,0,0,0,2,beavertails
0,1,0.355,0.575,0.533803,0,0,0,0.2,0,0,0.0195652,0,0,0,2,beavertails
0,1,0.11,0.1275,0.359091,0,0,0,0,0.1,0,0.0490196,0.666667,0,0,2,beavertails
0,0,0.075,0.12875,0.493333,0,0,0,0,0,0,0.00970874,0,0,0,2,beavertails
0,0,0.41,0.57,0.447561,0,0,0,0,0,0,0.0153509,0,0,0,2,beavertails
0,0,0.105,0.165,0.52381,0,0,0,0,0,0,0.0151515,0.333333,0,0,2,beavertails
0,0,0.07,0.07875,0.35,0,0,0,0,0,0,0.015873,0,0,0,2,beavertails
0,0,0.415,0.6475,0.514458,0,0,0,0.2,0,0,0.00579151,0,0,0,2,beavertails
0,0,0.175,0.2975,0.56,0,0,0,0,0,0,0.0252101,0,0,0,2,beavertails
0,0,0.3,0.40125,0.428333,0,0,0,0,0.5,0,0.0186916,0.333333,0,0,2,beavertails
0,0,0.555,0.72,0.409009,0,0,0,0,0,0,0.00694444,0,0,0,2,beavertails
0,1,0.2,0.30125,0.4925,0,0,0,0,0,0,0.0207469,0,0,0,2,beavertails
0,0,0.4,0.50625,0.39625,0,0,0,0,0,0,0.00987654,0,0,0,2,beavertails
0,0,0.425,0.6325,0.491765,0,0,0,0,0,0,0.00592885,0,0,0,2,beavertails
0,0,0.48,0.79375,0.552083,0,0,0,0,0,0,0.00787402,0,0,0,2,beavertails
0,1,0.32,0.46375,0.471875,0,0,0,0,0,0,0.00808625,0,0,0,2,beavertails
0,1,0.56,0.8375,0.486607,0,0,0,0,0,0,0.00895522,0,0,0,2,beavertails
0,1,0.06,0.07875,0.416667,0,0,0,0,0,0,0.015873,0,0,0,2,beavertails
0,1,0.4,0.56875,0.4625,0,0,0,0,0,0,0.0175824,0,0,0,2,beavertails
0,1,0.185,0.28625,0.505405,0,0,0,0,0,0,0.00873362,0,0,0,2,beavertails
0,1,0.46,0.69125,0.490217,0,0,0,0,0,0,0.0198915,0,0,0,2,beavertails
0,0,0.24,0.355,0.48125,0,0,0,0,0,0,0.0105634,0,0,0,2,beavertails
0,1,0.49,0.765,0.513265,0,0,0,0.2,0,0,0.0147059,0,0,0,2,beavertails
0,1,0.06,0.08625,0.466667,0,0,0,0,0,0,0.0289855,0,0,0,2,beavertails
0,0,0.475,0.62625,0.417895,0,0,0,0,0,0,0.00998004,0,0,0,2,beavertails
0,1,0.15,0.20125,0.426667,0,0,0,0,0.1,0,0.0186335,0.333333,0,0,2,beavertails
0,0,0.355,0.51125,0.467606,0,0,0,0,0,0,0.0122249,0,0,0,2,beavertails
0,1,0.21,0.27,0.409524,0,0,0,0,0,0,0.00925926,0,0,0,2,beavertails
0,1,0.44,0.67875,0.505682,0,0,0.2,0.2,0,0,0.0276243,0,0,0,2,beavertails
0,0,0.115,0.1375,0.378261,0,0,0,0,0,0,0.00909091,0,0,0,2,beavertails
0,0,0.215,0.315,0.481395,0,0,0,0,0,0,0.00793651,0,0,0,2,beavertails
0,1,0.27,0.37875,0.448148,0,0.2,0,0,0,0,0.0165017,0,0,0,2,beavertails
0,1,0.04,0.06625,0.5625,0,0,0,0,0,0,0.0377358,0,0,0,2,beavertails
0,0,0.085,0.1425,0.482353,0,0,0,0,0,0,0.114035,0,0,0,2,beavertails
0,1,0.37,0.54625,0.482432,0,0,0,0.2,0,0,0.00686499,0,0,0,2,beavertails
0,0,0.65,0.9,0.416923,0,0,0,0,0,1,0.0138889,0,0,0,2,beavertails
0,0,0.24,0.3575,0.485417,0,0,0,0,0,0,0.0034965,0,0,0,2,beavertails
0,0,0.22,0.34625,0.515909,0,0,0,0,0.1,0,0.0180505,0,0,0,2,beavertails
0,0,0.385,0.48875,0.4,0,0.4,0,0,0,0,0.127877,0,0,0,2,beavertails
0,1,0.315,0.45125,0.461905,0,0,0,0,0,0,0.0110803,0,0,0,2,beavertails
0,1,0.435,0.675,0.511494,0,0,0,0,0,0,0.0166667,0,0,0,2,beavertails
0,0,0.57,0.88625,0.509649,0,0,0,0.2,0,0,0.00705219,0,0,0,2,beavertails
0,1,0.335,0.47,0.456716,0,0,0.2,0,0.1,0,0.0106383,0,0,0,2,beavertails
0,0,0.245,0.42375,0.534694,0,0,0,0,0,0,0.0117994,0,0,0,2,beavertails
0,1,0.155,0.2725,0.583871,0,0,0,0,0,0,0.00917431,0,0,0,2,beavertails
0,0,0.06,0.07375,0.391667,0,0,0,0,0,0,0.0169492,0,0,0,2,beavertails
0,0,0.22,0.29,0.420455,0,0,0,0,0,0,0.00431034,0,0,0,2,beavertails
0,1,0.05,0.06,0.37,0,0,0,0,0.1,0,0.0416667,0.333333,0,0,2,beavertails
0,0,0.3,0.41375,0.445,0,0,0,0,0,0,0.00302115,0,0,0,2,beavertails
0,0,0.86,1.16875,0.431977,0,0.4,0,0,0,0,0.00855615,0,0,0,2,beavertails
0,1,0.435,0.65625,0.488506,0,0,0,0,0,0,0.00952381,0,0,0,2,beavertails
0,0,0.27,0.43625,0.537037,0,0,0,0,0,0,0.00573066,0,0,0,2,beavertails
0,0,0.335,0.4725,0.455224,0,0,0,0,0,0,0.010582,0,0,0,2,beavertails
0,0,0.23,0.3325,0.471739,0,0,0,0,0,0,0.0112782,0,0,0,2,beavertails
0,0,0.455,0.6375,0.453846,0,0,0,0,0,0,0.00784314,0,0,0,2,beavertails
0,0,0.535,0.77375,0.463551,0,0,0,0,0,0,0.00969305,0,0,0,2,beavertails
0,0,0.35,0.4875,0.451429,0,0,0,0,0,0,0.00769231,0,0,0,2,beavertails
0,0,0.11,0.1475,0.431818,0,0,0,0,0,0,0.0169492,0,0,0,2,beavertails
0,0,0.315,0.44625,0.461905,0,0,0,0,0,0,0.00560224,0,0,0,2,beavertails
0,0,0.2,0.4,0.675,0,0,0,0,0,0,0.0125,0,0,0,2,beavertails
0,0,0.225,0.3975,0.595556,0,0,0,0,0,0,0.00628931,0,0,0,2,beavertails
0,1,0.15,0.20375,0.43,0.2,0.2,0,0,0,0,0.0306748,0,0.25,0,2,beavertails
0,0,0.21,0.3,0.461905,0,0,0,0,0,0,0.0208333,0,0,0,2,beavertails
0,1,0.31,0.485,0.516129,0,0,0,0,0,0,0.0103093,0,0,0,2,beavertails
0,1,0.165,0.20125,0.378788,0,0,0,0,0,0,0.0807453,0,0,0,2,beavertails
0,0,0.345,0.505,0.472464,0,0,0,0,0,0.1,0.00742574,0,0,0,2,beavertails
0,1,0.31,0.4775,0.508065,0,0,0,0,0.1,0,0.0104712,0,0,0,2,beavertails
0,1,0.325,0.51,0.518462,0,0,0,0.4,0,0,0.00980392,0,0,0,2,beavertails
0,0,0.42,0.57875,0.436905,0.2,0.2,0,0,0,0,0.0107991,0,0,0,2,beavertails
0,1,0.145,0.21625,0.482759,0,0,0,0,0,0,0.017341,0,0,0,3,beavertails
0,1,0.065,0.09625,0.476923,0,0,0,0,0,0,0.012987,0,0,0,3,beavertails
0,1,0.09,0.135,0.488889,0,0,0,0,0.1,0,0.0185185,0,0,0,3,beavertails
0,1,0.065,0.08125,0.392308,0,0,0,0,0,0,0.0153846,0,0,0,3,beavertails
0,0,0.37,0.49,0.422973,0,0,0,0,0,0,0.0102041,0,0,0,3,beavertails
0,0,0.355,0.505,0.459155,0,0,0,0,0,0,0.00742574,0,0,0,3,beavertails
0,0,0.39,0.57,0.474359,0,0,0,0,0,0,0.00657895,0,0,0,3,beavertails
0,0,0.14,0.20375,0.475,0,0.2,0,0,0.1,0,0.0184049,0,0,0,3,beavertails
0,0,0.315,0.49875,0.51746,0,0,0,0,0,0,0.0325815,0,0,0,3,beavertails
0,0,0.46,0.81,0.556522,0,0,0,0,0,0.7,0.0123457,0,0,0,3,beavertails
0,0,0.195,0.2425,0.394872,0,0,0,0,0,0,0.0103093,0,0,0,3,beavertails
0,0,0.295,0.43375,0.481356,0,0,0,0,0,0,0.00576369,0,0,0,3,beavertails
0,1,0.075,0.1025,0.44,0,0,0,0,0,0,0.0243902,0,0.25,0,3,beavertails
0,0,0.045,0.055,0.4,0,0,0,0,0,0,0,0,0,0,3,beavertails
0,1,0.395,0.60875,0.506329,0,0,0,0.4,0,0,0.0205339,0,0,0,3,beavertails
0,1,0.285,0.4775,0.542105,0,0,0,0,0,0,0.0314136,0,0,0,3,beavertails
0,1,0.355,0.54,0.495775,0,0,0,0,0,0,0.025463,0,0,0,3,beavertails
0,1,0.41,0.5725,0.452439,0,0,0,0,0,0,0.0152838,0,0,0,3,beavertails
0,0,0.02,0.01625,0.225,0,0,0,0,0,0,0.0769231,0,0,0,3,beavertails
0,1,0.175,0.2525,0.474286,0,0,0.2,0,0,0,0.00990099,0,0,0,3,beavertails
0,1,0.1,0.11375,0.355,0,0,0,0,0,0,0.010989,0,0,0,3,beavertails
0,0,0.215,0.3375,0.516279,0,0,0.2,0,0,0,0.0148148,0,0,0,3,beavertails
0,0,0.195,0.2575,0.417949,0,0,0,0,0,0,0.00485437,0,0,0,3,beavertails
0,1,0.32,0.43875,0.439063,0,0,0,0,0,0,0.011396,0,0.25,0,3,beavertails
0,0,0.075,0.1275,0.54,0,0,0,0,0,0,0.0686275,0,0,0,3,beavertails
0,0,0.375,0.56125,0.493333,0,0,0,0,0,0,0.00890869,0,0,0,3,beavertails
0,0,0.32,0.4725,0.484375,0,0,0,0,0,0,0.00793651,0,0,0,3,beavertails
0,1,0.09,0.12125,0.405556,0.2,0,0,0,0,0,0.0206186,0,0,0,3,beavertails
0,1,0.275,0.42125,0.509091,0,0,0,0,0,0,0.00593472,0,0,0,3,beavertails
0,1,0.125,0.1925,0.508,0,0,0,0,0,0,0.012987,0.333333,0,0,3,beavertails
0,1,0.15,0.22125,0.486667,0,0,0,0,0,0,0.0338983,0,0,0,3,beavertails
0,1,0.195,0.29375,0.497436,0,0,0,0,0,0,0.012766,0,0,0,3,beavertails
0,1,0.685,1,0.474453,0,0,0,0,0,0,0.0075,0,0,0,3,beavertails
0,0,0.1,0.13375,0.42,0,0.2,0,0,0,0,0.0280374,0,0,0,3,beavertails
0,1,0.57,0.9225,0.533333,0,0,0,0.2,0,0,0.0149051,0,0,0,3,beavertails
0,0,0.105,0.1675,0.509524,0,0,0,0,0,0,0.00746269,0,0,0,3,beavertails
0,1,0.07,0.08625,0.385714,0,0,0,0,0,0,0.0144928,0,0,0,3,beavertails
0,1,0.1,0.14625,0.48,0,0,0,0,0.1,0,0.017094,0,0,0,3,beavertails
0,0,0.395,0.57,0.468354,0,0,0,0,0,0,0.0131579,0,0,0,3,beavertails
0,1,0.12,0.135,0.345833,0,0,0.2,0,0,0,0.00925926,0,0,0,3,beavertails
