y,batch,episode,step,x_n_toks,x_n_chars,x_avg_word,x_qmark,x_bang,x_hedge,x_formal,x_i_count,x_newlines,x_upper,x_refuse,x_please,x_thank,x_step
0,0,15,2,0.085,0.11625,0.447059,0,0,0,0,0,0,0.0215054,0,0,0,0.25
0,0,15,3,0.07,0.0725,0.307143,0,0,0,0,0,0,0.0344828,0,0,0,0.375
1,0,16,0,0.26,0.3425,0.407692,0.2,0,0,0,0.2,0,0.0255474,0,0,0,0
0,0,16,1,0.065,0.08125,0.384615,0,0,0,0,0,0,0.0307692,0,0,0,0.125
0,0,17,0,0.06,0.07125,0.358333,0,0.2,0.2,0,0,0,0.0350877,0,0,0,0
0,0,17,1,0.03,0.03875,0.383333,0.4,0,0,0,0,0,0.0645161,0,0,0,0.125
0,0,18,0,0.03,0.02875,0.3,0,0,0,0,0,0,0.0434783,0,0,0,0
0,0,18,1,0.075,0.08875,0.38,0,0,0,0,0,0,0.0140845,0,0,0,0.125
0,0,18,2,0.005,0.0025,0.2,0,0,0,0,0,0,0.5,0,0,0,0.25
1,0,19,0,0.185,0.22,0.356757,0.6,0,0,0,0.1,0,0.0340909,0,0,0,0
1,0,19,1,0.23,0.27125,0.358696,0,0,0,0,0.1,0,0.0184332,0,0,0,0.125
0,0,19,2,0.04,0.04625,0.3625,0.2,0,0.2,0,0,0,0.027027,0,0,0,0.25
0,0,20,0,0.105,0.1275,0.380952,0,0,0,0,0.1,0,0.0490196,0,0,0,0
0,0,20,1,0.14,0.18,0.407143,0.2,0,0.2,0,0,0,0.0277778,0,0,0,0.125
0,0,21,0,0.06,0.07,0.358333,0,0,0,0,0,0,0.0178571,0,0,0,0
0,0,21,1,0.055,0.07625,0.454545,0,0,0,0,0,0,0.0163934,0,0,0,0.125
1,0,21,2,0.22,0.29875,0.434091,0,0,0.2,0,0,0,0.0083682,0,0.25,0,0.25
1,0,22,0,0.345,0.47375,0.431884,0,0,0,0,0,0,0.0184697,0,0,0,0
0,0,22,1,0.045,0.04375,0.277778,0,0,0,0,0.1,0,0.0571429,0,0,0,0.125
0,0,22,2,0.075,0.08625,0.346667,0.2,0,0,0,0,0,0.0289855,0,0,0,0.25
0,0,22,3,0.085,0.1025,0.364706,0,0,0,0,0,0,0.0365854,0,0,0,0.375
0,0,23,0,0.03,0.03625,0.35,0.2,0.2,0,0,0.1,0,0.137931,0,0,0,0
0,0,23,1,0.065,0.0825,0.407692,0,0,0,0,0,0,0.0151515,0,0,0,0.125
0,0,23,2,0.03,0.0375,0.4,0.2,0,0,0,0,0,0.0333333,0,0,0,0.25
0,0,23,3,0.055,0.07125,0.4,0.4,0,0,0,0,0,0.0350877,0,0,0,0.375
0,0,23,4,0.1,0.1425,0.465,0,0,0,0,0,0,0.0175439,0,0,0,0.5
0,0,24,0,0.085,0.10625,0.376471,0.2,0,0,0,0,0,0.0352941,0,0,0,0
0,0,24,1,0.055,0.06875,0.4,0.2,0,0,0,0,0,0.0181818,0,0,0,0.125
1,0,25,0,0.42,0.52875,0.390476,0,0,0,0,0,0,0.0118203,0,0,0,0
1,0,25,1,0.945,1.28125,0.424339,0,0,0.2,0,0,0,0.0204878,0,0,0,0.125
0,0,26,0,0.075,0.09125,0.38,0.4,0,0,0,0,0,0.0958904,0,0,0,0
1,0,26,1,0.18,0.29375,0.525,0,0,0,0,0,0.3,0.0595745,0,0,0,0.125
0,0,27,0,0.12,0.15125,0.3875,0,0,0.4,0,0,0,0.0165289,0,0,0,0
0,0,27,1,0.115,0.1475,0.4,0,0,0.4,0,0,0,0.0169492,0,0,0,0.125
1,0,27,2,0.215,0.27375,0.395349,0,0,0.2,0,0,0,0.0136986,0,0,0,0.25
0,0,27,3,0.045,0.0675,0.488889,0,0.2,0,0,0,0,0.037037,0,0,0,0.375
0,0,28,0,0.09,0.1075,0.366667,0.4,0,0,0,0,0,0.0232558,0,0,0,0
0,0,28,1,0.04,0.04375,0.3375,0.2,0,0,0,0,0,0.0285714,0,0,0,0.125
0,1,28,2,0.035,0.035,0.3,0.2,0,0,0,0,0,0.0357143,0,0,0,0.25
0,1,28,3,0.065,0.1025,0.523077,0.2,0,0,0,0,0,0.0731707,0,0,0,0.375
0,1,29,0,0.07,0.085,0.378571,0,0,0,0,0,0,0.0147059,0,0,0,0
1,1,29,1,0.205,0.25125,0.385366,0,0,0,0,0.2,0,0.0199005,0,0,0,0.125
0,1,30,0,0.095,0.1225,0.394737,0.6,0,0.2,0,0,0,0.0306122,0,0,0,0
0,1,30,1,0.095,0.1125,0.368421,0,0,0,0,0.1,0,0.0222222,0,0,0,0.125
0,1,30,2,0.09,0.095,0.327778,0,0,0,0,0,0,0.0131579,0,0,0,0.25
1,1,30,3,0.24,0.275,0.35,0,0,0,0,0.4,0,0.0318182,0,0,0,0.375
1,1,31,0,0.355,0.4775,0.422535,0,0.4,0.2,0,0,0,0.013089,0,0,0,0
1,1,31,1,0.395,0.48375,0.368354,0,0,0.2,0,0.4,0,0.0232558,0,0,0,0.125
1,1,31,2,0.22,0.2975,0.420455,0,0,0,0,0,0,0.012605,0,0,0,0.25
1,1,32,0,0.16,0.1975,0.384375,0,0,0,0,0,0,0.0126582,0,0,0,0
1,1,32,1,0.355,0.54875,0.504225,0,0,0,0,0,0,0.0182232,0,0,0,0.125
1,1,33,0,0.335,0.4525,0.420896,0.8,0,0,0,0,0,0.0220994,0,0,0,0
1,1,33,1,0.255,0.32625,0.401961,0.4,0,0,0,0,0,0.0114943,0,0,0,0.125
1,1,33,2,0.29,0.42625,0.47069,0,0,0,0,0,0,0.00879765,0,0,0,0.25
0,1,34,0,0.095,0.1225,0.394737,0.2,0,0,0,0.1,0,0.0204082,0,0,0,0
0,1,34,1,0.02,0.0225,0.35,0.2,0,0,0,0,0,0.0555556,0,0,0,0.125
0,1,34,2,0.135,0.17625,0.4,0.2,0,0,0,0,0,0.0141844,0,0,0,0.25
1,1,34,3,0.185,0.25375,0.435135,0,0,0,0,0,0,0.00985222,0,0,0,0.375
0,1,35,0,0.005,0.00875,0.5,0,0,0,0,0,0,0,0,0,0,0
1,1,35,1,0.655,0.8175,0.38626,0,0.2,0,0,0.1,0,0.0107034,0,0,0,0.125
0,1,35,2,0.005,0.00875,0.5,0,0,0,0,0,0,0,0,0,0,0.25
0,1,36,0,0.085,0.09625,0.352941,0,0,0,0,0,0,0.012987,0,0,0,0
0,1,36,1,0.09,0.12,0.411111,0,0,0,0,0,0,0.03125,0,0,0,0.125
1,1,36,2,0.245,0.32625,0.422449,0,0,0.2,0,0,0,0.00766284,0,0,0,0.25
1,1,37,0,0.185,0.23375,0.378378,0,0,0,0,0,0,0.026738,0,0,0,0
0,1,37,1,0.135,0.205,0.47037,0,0,0,0,0,0,0.0609756,0,0,0,0.125
0,1,37,2,0.15,0.185,0.383333,0.2,0,0,0,0,0,0.027027,0,0,0,0.25
1,1,38,0,0.255,0.29875,0.35098,0,0.2,0.2,0,0.1,0,0.0125523,0,0,0,0
0,1,38,1,0.02,0.02375,0.375,0.2,0,0,0,0,0,0.0526316,0,0,0,0.125
0,1,39,0,0.125,0.1625,0.412,0,0,0,0,0.2,0,0.0230769,0,0,0,0
1,1,39,1,0.19,0.2425,0.4,0,0,0,0,0,0,0.0103093,0,0,0,0.125
1,1,39,2,0.335,0.46,0.440299,0,0,0,0,0.1,0,0.013587,0,0,0,0.25
0,1,40,0,0.025,0.03625,0.48,0.2,0,0,0,0,0,0.0344828,0,0,0,0
0,1,40,1,0.155,0.16,0.306452,0.6,0,0,0,0,0,0.0234375,0,0,0,0.125
0,1,40,2,0.17,0.2225,0.411765,0,0,0,0,0,0,0.0674157,0,0,0,0.25
0,1,40,3,0.11,0.14125,0.404545,0.6,0,0,0,0,0,0.0265487,0,0,0,0.375
1,1,41,0,0.145,0.18125,0.393103,0.2,0,0.2,0,0,0,0.0137931,0,0,0,0
0,1,41,1,0.14,0.16625,0.360714,0.6,0,0,0,0,0,0.0225564,0,0,0,0.125
0,1,41,2,0.08,0.09875,0.38125,0.4,0,0,0,0,0,0.0253165,0,0,0,0.25
0,1,41,3,0.105,0.11375,0.319048,0.2,0,0,0,0,0,0.032967,0,0,0,0.375
1,1,41,4,0.17,0.195,0.347059,0,0,0,0,0,0,0.0192308,0,0,0,0.5
1,1,42,0,0.22,0.33625,0.488636,0,0,0,0,0.1,0,0.0483271,0,0,0,0
0,1,42,1,0.045,0.05125,0.355556,0,0,0,0,0,0,0.0243902,0,0,0,0.125
0,1,43,0,0.05,0.06625,0.43,0.2,0,0,0,0,0,0.0188679,0,0,0,0
1,1,43,1,0.22,0.31375,0.454545,0,0,0,0,0.1,0,0.0239044,0,0,0,0.125
1,1,44,0,0.44,0.5375,0.373864,0.2,0,0,0.2,0.2,0,0.0395349,0,0,0,0
1,1,44,1,0.205,0.2725,0.397561,0,0,0,0,0.1,0,0.0504587,0,0,0,0.125
0,1,45,0,0.055,0.06,0.327273,0.2,0,0,0,0,0,0.0208333,0,0,0,0
1,1,45,1,0.23,0.27625,0.373913,0,0,0.2,0,0,0,0.00904977,0,0,0,0.125
0,1,45,2,0.035,0.03375,0.285714,0.2,0,0,0,0,0,0.037037,0,0,0,0.25
0,1,46,0,0.12,0.1725,0.441667,0,0,0,0,0,0,0.0144928,0,0,0,0
1,1,46,1,0.195,0.26,0.407692,0,0,0.2,0,0.4,0,0.0384615,0,0,0,0.125
1,1,47,0,0.325,0.39125,0.372308,0,0.2,0.2,0,0.1,0,0.0191693,0,0,0,0
0,1,47,1,0.145,0.17,0.351724,0.2,0,0,0,0,0,0.0220588,0,0,0,0.125
1,1,47,2,0.34,0.41875,0.382353,0.2,0,0,0,0,0,0.0119403,0,0,0,0.25
1,1,47,3,0.315,0.35625,0.342857,0.2,0,0.2,0,0,0,0.0140351,0,0,0,0.375
0,1,48,0,0.14,0.1725,0.378571,0.2,0,0,0,0,0,0.0144928,0,0,0,0
0,1,48,1,0.04,0.04375,0.325,0.2,0,0,0,0,0,0.0571429,0,0,0,0.125
0,1,48,2,0.04,0.0425,0.325,0.2,0,0,0,0,0,0.0294118,0,0,0,0.25
0,1,49,0,0.105,0.11875,0.342857,0,0,0,0,0.1,0,0.0315789,0,0,0,0
0,1,49,1,0.1,0.12625,0.395,0,0,0,0,0.1,0,0.029703,0,0,0,0.125
0,1,49,2,0.115,0.1525,0.421739,0,0,0,0,0.1,0,0.0163934,0,0,0,0.25
0,1,49,3,0.105,0.12375,0.361905,0,0,0,0,0.1,0,0.020202,0,0,0,0.375
0,1,50,0,0.06,0.0775,0.4,0.2,0,0,0,0.1,0,0.0483871,0,0,0,0
0,1,50,1,0.04,0.05,0.375,0.2,0,0,0,0,0,0.025,0,0,0,0.125
0,1,50,2,0.03,0.0325,0.3,0.2,0,0,0,0,0,0.0384615,0,0,0,0.25
0,1,51,0,0.025,0.02625,0.32,0.2,0,0,0,0,0,0.047619,0,0,0,0
0,1,51,1,0.09,0.11125,0.372222,0.2,0,0,0,0,0,0.134831,0,0,0,0.125
0,1,51,2,0.1,0.125,0.39,0.2,0,0,0,0,0,0.04,0,0,0,0.25
0,1,51,3,0.02,0.045,0.65,0,0,0,0,0,0,0.111111,0,0,0,0.375
0,1,51,4,0.095,0.12125,0.4,0,0,0,0,0,0,0.0206186,0,0.25,0,0.5
0,1,52,0,0.105,0.13625,0.4,0.2,0,0,0,0,0,0.0275229,0,0,0,0
1,1,52,1,0.225,0.285,0.391111,0.2,0,0,0,0.2,0,0.0307018,0.333333,0,0,0.125
1,1,53,0,0.38,0.52,0.434211,0.2,0,0.6,0,0,0,0.0144231,0,0,0,0
1,1,53,1,0.22,0.335,0.5,0,0,0,0,0.1,0,0.011194,0,0,0,0.125
1,1,54,0,0.165,0.2025,0.375758,0.2,0,0.4,0,0.1,0,0.0185185,0,0,0,0
1,1,54,1,0.25,0.35125,0.438,0.2,0.2,0,0,0,0.8,0.024911,0,0,0,0.125
0,1,55,0,0.07,0.07875,0.335714,0.2,0,0.2,0,0,0,0.047619,0,0,0,0
1,2,55,1,0.14,0.18625,0.417857,0.4,0,0,0,0,0,0.0134228,0,0,0,0.125
1,2,55,2,0.58,0.81375,0.44569,0,0,0,0,0.2,0,0.0168971,0,0,0,0.25
1,2,55,3,0.27,0.365,0.433333,0,0,0,0,0,0,0.010274,0,0,0,0.375
0,2,56,0,0.09,0.13125,0.477778,0,0,0,0,0,0,0.0190476,0,0,0,0
1,2,56,1,0.145,0.2175,0.489655,0,0,0,0,0,0,0.0172414,0,0,0,0.125
0,2,56,2,0.02,0.0225,0.35,0,0,0,0,0,0,0.0555556,0,0,0,0.25
0,2,57,0,0.095,0.12,0.4,0.2,0,0,0,0,0,0.0520833,0,0.25,0,0
1,2,57,1,0.29,0.35,0.355172,0.2,0,0,0,0.2,0,0.0178571,0,0,0,0.125
0,2,57,2,0.12,0.145,0.366667,0.2,0,0,0,0,0,0.0258621,0,0,0,0.25
1,2,57,3,0.335,0.4125,0.377612,0.2,0.2,0,0,0.7,0,0.0393939,0,0,0,0.375
1,2,57,4,0.49,0.58625,0.371429,0,0,0.4,0,0.2,0,0.0170576,0,0,0,0.5
0,2,58,0,0.055,0.06875,0.4,0.2,0,0,0,0,0,0.0181818,0,0,0,0
0,2,58,1,0.04,0.0475,0.35,0.2,0,0,0,0,0,0.0263158,0,0,0,0.125
1,2,58,2,0.31,0.4025,0.406452,0,0,0.2,0,0,0,0.00931677,0,0,0,0.25
1,2,58,3,0.56,0.67625,0.370536,0.2,0,0.2,0,0,0,0.00739372,0,0,0,0.375
0,2,58,4,0.015,0.01875,0.4,0,0,0,0,0,0,0.0666667,0,0,0,0.5
1,2,59,0,0.305,0.42,0.396721,0,0,0,0,0,0.8,0.014881,0,0,0,0
0,2,59,1,0.05,0.07,0.46,0,0,0,0,0,0,0.0178571,0,0,0,0.125
1,2,60,0,0.18,0.26125,0.472222,0.4,0,0.2,0,0,0,0.00956938,0,0,0,0
0,2,60,1,0.06,0.075,0.391667,0.2,0,0,0,0,0,0.0166667,0,0,0,0.125
0,2,60,2,0.065,0.075,0.346154,0.2,0,0,0,0,0,0.0166667,0,0,0,0.25
0,2,60,3,0.035,0.035,0.3,0.2,0,0,0,0,0,0.0357143,0,0,0,0.375
1,2,61,0,0.205,0.23875,0.34878,0,0,0.2,0,0.1,0,0.0157068,0,0,0,0
1,2,61,1,0.495,0.63,0.388889,1,0.2,0.2,0,0.1,0,0.0238095,0,0,0,0.125
0,2,62,0,0.015,0.02125,0.433333,0.2,0,0,0,0,0,0.0588235,0,0,0,0
0,2,62,1,0.03,0.02875,0.3,0,0,0,0,0,0,0.0434783,0,0,0,0.125
0,2,62,2,0.07,0.0875,0.385714,0,0,0,0,0.1,0,0.0428571,0,0,0,0.25
0,2,62,3,0.075,0.095,0.393333,0,0,0,0,0.1,0,0.0263158,0,0,0,0.375
0,2,63,0,0.055,0.06875,0.390909,0.2,0,0,0,0,0,0.0181818,0,0,0,0
0,2,63,1,0.075,0.0925,0.393333,0,0,0,0,0,0,0.027027,0,0,0,0.125
0,2,63,2,0.055,0.07375,0.436364,0,0,0,0,0,0,0.0169492,0,0,0,0.25
1,2,64,0,0.16,0.21125,0.41875,0.2,0,0,0,0,0,0.0236686,0,0,0,0
1,2,64,1,0.165,0.24875,0.493939,0,0,0,0,0,0,0.0351759,0,0,0,0.125
0,2,65,0,0.1,0.1225,0.375,0.4,0,0,0,0,0,0.0306122,0,0,0,0
0,2,65,1,0.015,0.01625,0.333333,0.2,0,0,0,0,0,0.0769231,0,0,0,0.125
1,2,65,2,0.15,0.1925,0.406667,0.4,0,0.2,0,0.1,0,0.025974,0,0,0,0.25
0,2,66,0,0.125,0.14875,0.368,0.2,0,0,0,0,0,0.0168067,0,0,0,0
1,2,66,1,0.26,0.3175,0.378846,0,0,0,0,0.1,0,0.019685,0,0,0,0.125
0,2,67,0,0.055,0.06375,0.354545,0.4,0,0,0,0,0,0.0392157,0,0,0,0
0,2,67,1,0.045,0.05,0.344444,0.2,0,0,0,0,0,0.025,0,0,0,0.125
0,2,67,2,0.075,0.0925,0.386667,0,0,0,0,0,0,0.0135135,0,0,0,0.25
0,2,67,3,0.03,0.0325,0.333333,0.2,0,0,0,0,0,0.0384615,0,0,0,0.375
0,2,67,4,0.055,0.06375,0.354545,0.4,0,0,0,0,0,0.0392157,0,0,0,0.5
0,2,68,0,0.06,0.09,0.483333,0.2,0,0,0,0.1,0,0.0416667,0,0,0,0
0,2,68,1,0.075,0.08625,0.34,0.2,0.2,0,0,0.1,0,0.0434783,0,0,0,0.125
1,2,68,2,0.175,0.22875,0.408571,0.2,0,0,0,0.1,0,0.0218579,0,0,0,0.25
1,2,68,3,0.18,0.225,0.383333,0.4,0,0,0,0.3,0,0.0333333,0.333333,0,0,0.375
0,2,69,0,0.06,0.07,0.35,0.2,0,0,0,0,0,0.0178571,0,0,0,0
1,2,69,1,0.205,0.26625,0.407317,0,0,0.2,0,0.2,0,0.0234742,0,0,0,0.125
0,2,70,0,0.03,0.045,0.5,0.2,0,0,0,0,0,0.0277778,0,0,0,0
1,2,70,1,0.255,0.2925,0.345098,0.2,0.2,0,0,0.5,0,0.025641,0,0,0,0.125
0,2,70,2,0.08,0.10375,0.4125,0,0,0,0,0.1,0,0.0240964,0,0,0,0.25
1,2,70,3,0.175,0.21125,0.374286,0,0,0,0,0.1,0,0.0177515,0,0,0,0.375
0,2,70,4,0.115,0.14625,0.4,0.2,0,0,0,0,0,0.017094,0,0,0,0.5
1,2,71,0,0.225,0.33375,0.473333,0,0,0.4,0,0,0,0.011236,0,0,0,0
0,2,71,1,0.12,0.16625,0.445833,0,0,0.2,0,0,0,0.0150376,0,0,0,0.125
0,2,72,0,0.03,0.0375,0.4,0,0,0,0,0,0,0.0666667,0,0,0,0
1,2,72,1,0.19,0.2225,0.365789,0,0,0,0.2,0.1,0,0.0168539,0,0,0,0.125
1,2,72,2,0.18,0.2225,0.386111,0.2,0,0,0,0.2,0,0.0168539,0,0,0,0.25
0,2,73,0,0.06,0.085,0.416667,0.2,0,0,0,0,0,0.0441176,0,0,0,0
0,2,73,1,0.055,0.075,0.427273,0,0,0.4,0,0.1,0,0.0333333,0,0,0,0.125
0,2,73,2,0.06,0.07,0.366667,0,0,0.2,0,0,0,0.0178571,0,0,0,0.25
0,2,73,3,0.07,0.09,0.414286,0,0,0,0,0,0,0.0138889,0,0,0,0.375
0,2,74,0,0.08,0.095,0.375,0.2,0,0,0,0,0,0.0131579,0,0,0,0
0,2,74,1,0.08,0.0975,0.38125,0.2,0,0,0,0,0,0.0128205,0,0,0,0.125
0,2,74,2,0.03,0.0275,0.266667,0,0,0,0,0,0,0.0454545,0,0,0,0.25
1,2,75,0,0.115,0.195,0.573913,0,0,0,0,0,0,0.00641026,0,0,0,0
1,2,75,1,0.165,0.26375,0.533333,0,0,0,0,0,0,0.00473934,0,0,0,0.125
1,2,76,0,0.33,0.48125,0.471212,0,0,0,0,0,0,0.00779221,0,0,0,0
1,2,76,1,0.26,0.36125,0.446154,0,0,0,0,0,0,0.00692042,0,0,0,0.125
0,2,77,0,0.1,0.135,0.435,0.2,0,0,0,0,0,0.00925926,0,0,0,0
0,2,77,1,0.045,0.06125,0.433333,0.2,0,0,0,0,0,0.0204082,0,0,0,0.125
0,2,77,2,0.07,0.10375,0.492857,0,0,0,0,0,0,0.0240964,0,0,0,0.25
1,2,77,3,0.39,0.55875,0.464103,0,0,0,0,0,0,0.0111857,0,0,0,0.375
0,2,78,0,0.125,0.15875,0.384,0,0,0.4,0,0.1,0,0.0314961,0,0,0,0
0,2,78,1,0.085,0.10375,0.382353,0,0,0.2,0,0,0,0.0120482,0,0,0,0.125
1,2,78,2,0.335,0.4475,0.422388,0,0,0.4,0,0.1,0,0.0111732,0,0,0,0.25
1,2,79,0,0.305,0.3975,0.403279,0,0.4,0,0,0.3,0,0.0251572,0,0,0,0
1,2,79,1,0.515,0.73125,0.456311,0.2,0,0.4,0,0,0.1,0.00854701,0,0,0,0.125
0,2,80,0,0.06,0.06875,0.341667,0.2,0,0,0,0,0,0.0545455,0,0,0,0
0,3,80,1,0.08,0.11125,0.45,0.4,0,0,0,0,0,0.0224719,0,0,0,0.125
0,3,80,2,0.135,0.1625,0.377778,0,0,0,0,0,0,0.0307692,0,0,0,0.25
1,3,80,3,0.155,0.21125,0.441935,0,0,0.2,0,0.2,0,0.0177515,0,0,0,0.375
1,3,81,0,0.185,0.2075,0.335135,0.2,0,0.2,0,0,0,0.0240964,0,0,0,0
0,3,81,1,0.105,0.135,0.4,0.2,0,0,0,0.1,0,0.0277778,0,0,0,0.125
1,3,81,2,0.145,0.1775,0.375862,0.2,0,0,0,0,0,0.0140845,0,0,0,0.25
1,3,82,0,0.61,0.755,0.384426,0.2,0.2,0,0,0.1,0,0.0149007,0,0,0,0
1,3,82,1,0.195,0.22375,0.346154,0.2,0.2,0,0,0.1,0,0.0167598,0,0,0,0.125
1,3,82,2,0.295,0.3875,0.381356,0.6,0,0.4,0,0,0,0.016129,0,0,0,0.25
1,3,83,0,0.68,0.91125,0.427206,0,0,0,0,0,0,0.00685871,0,0,0,0
1,3,83,1,0.57,0.79,0.445614,0,0,0,0,0,0,0.00949367,0,0,0,0.125
0,3,83,2,0.085,0.10875,0.405882,0,0,0,0,0.1,0,0.0344828,0.333333,0,0,0.25
0,3,84,0,0,0.0075,0,0,0,0,0,0,0,0,0,0,0,0
0,3,84,1,0,0.0125,0,0,0,0,0,0,0,0,0,0,0,0.125
0,3,84,2,0.08,0.10625,0.41875,0,0,0,0,0.3,0,0.0470588,0,0,0,0.25
0,3,85,0,0.09,0.11125,0.377778,0,0,0,0,0.1,0,0.0561798,0,0,0,0
0,3,85,1,0.03,0.0375,0.4,0.2,0,0,0,0,0,0.0333333,0,0,0,0.125
0,3,86,0,0.055,0.0725,0.418182,0.2,0,0,0,0,0,0.0172414,0,0,0,0
0,3,86,1,0.07,0.09875,0.457143,0.2,0,0.2,0,0,0,0.0253165,0,0,0,0.125
0,3,86,2,0.045,0.0475,0.322222,0,0,0,0,0,0,0.0263158,0,0,0,0.25
0,3,87,0,0.065,0.0825,0.4,0.2,0,0,0,0,0,0.0151515,0,0,0,0
0,3,87,1,0.025,0.0225,0.26,0.2,0,0,0,0,0,0.166667,0,0,0,0.125
0,3,88,0,0.08,0.10375,0.4125,0.2,0,0,0,0,0,0.0120482,0,0,0,0
0,3,88,1,0.05,0.08,0.54,0.2,0,0,0,0,0,0.015625,0,0,0,0.125
1,3,89,0,0.15,0.18625,0.396667,0,0,0,0,0,0,0.00671141,0,0,0,0
1,3,89,1,0.16,0.22875,0.459375,0,0,0.2,0,0,0,0.0273224,0,0,0,0.125
1,3,89,2,0.21,0.26875,0.409524,0,0,0,0,0,0,0.0186047,0,0,0,0.25
0,3,90,0,0.085,0.17625,0.652941,0,0,0,0,0,0,0.113475,0,0,0,0
1,3,90,1,0.15,0.205,0.436667,0,0,0,0,0,0,0.0121951,0,0,0,0.125
0,3,90,2,0.05,0.0675,0.43,0,0,0,0,0,0,0.0185185,0,0,0,0.25
1,3,91,0,0.4,0.56625,0.44875,0,0,0.2,0,0,0,0.00662252,0,0,0,0
1,3,91,1,0.37,0.485,0.405405,0,0.2,0.2,0,0.1,0.2,0.0103093,0,0,0,0.125
1,3,92,0,0.2,0.26,0.3875,0,0,0,0,0,0,0.0144231,0,0,0,0
