feature,mean_early,mean_late,delta,abs_delta,sign
on,0.03822608110930937,0.035880933887217074,-0.0023451472220922948,0.0023451472220922948,-1
illumination,0.0022745618022377975,0.004611143510404365,0.002336581708166568,0.002336581708166568,1
photography,0.011506816118915028,0.013832053649475427,0.0023252375305603985,0.0023252375305603985,1
bright,0.002710297936623077,0.005021265235546815,0.0023109672989237383,0.0023109672989237383,1
space,0.00988271083848191,0.007571899400369721,-0.002310811438112189,0.002310811438112189,-1
shot,0.008753616053929674,0.011059399742889456,0.002305783688959782,0.002305783688959782,1
looking,0.005859822555373202,0.0035559764229290873,-0.0023038461324441147,0.0023038461324441147,-1
soft,0.0043819095198590705,0.006678829565014997,0.0022969200451559268,0.0022969200451559268,1
stanley,0.00398335200798622,0.001701330207879942,-0.002282021800106278,0.002282021800106278,-1
hyper detailed,0.004270090165407978,0.006544749892343744,0.002274659726935766,0.002274659726935766,1
watercolor,0.0017530367307564798,0.004024462827918436,0.0022714260971619564,0.0022714260971619564,1
evil,0.0013014115251065326,0.0035633101001772806,0.002261898575070748,0.002261898575070748,1
at the,0.005692697286106567,0.0034388893430947263,-0.002253807943011841,0.002253807943011841,-1
digital,0.021115157746056237,0.023368271034542924,0.002253113288486687,0.002253113288486687,1
with,0.036728725883031124,0.03447765918439707,-0.0022510666986340563,0.0022510666986340563,-1
artgerm,0.011893649257035193,0.014142390109785522,0.0022487408527503295,0.0022487408527503295,1
it,0.0054646675676670265,0.0032353808860033947,-0.002229286681663632,0.002229286681663632,-1
art smooth,0.00627952787843513,0.004060239954497657,-0.002219287923937473,0.002219287923937473,-1
painted,0.0035173216412233803,0.005725909598110494,0.0022085879568871135,0.0022085879568871135,1
very,0.013189708136995664,0.011001303980559214,-0.0021884041564364503,0.0021884041564364503,-1
peter,0.0035831597203309167,0.0057516924102139905,0.0021685326898830738,0.0021685326898830738,1
makoto,0.0033973779165618924,0.005557899994216318,0.002160522077654425,0.002160522077654425,1
makoto shinkai,0.0033720246128924433,0.005523899796048922,0.0021518751831564784,0.0021518751831564784,1
global,0.0021086194837739063,0.004254229387869637,0.0021456099040957303,0.0021456099040957303,1
shinkai,0.0034013787403244958,0.005517373085056137,0.0021159943447316416,0.0021159943447316416,1
image,0.0055773300640493935,0.0034709294511761175,-0.002106400612873276,0.002106400612873276,-1
cinematic lighting,0.007165660263712725,0.009267093892828395,0.00210143362911567,0.00210143362911567,1
shaded,0.0016059688269722643,0.003705525341769018,0.0020995565147967537,0.0020995565147967537,1
ornate,0.0025764081659302744,0.0046513968996045605,0.002074988733674286,0.002074988733674286,1
elegant highly,0.005250109079923546,0.003190107243214061,-0.0020600018367094852,0.0020600018367094852,-1
highly detailed,0.020626098130979216,0.02268576281697869,0.0020596646859994752,0.0020596646859994752,1
studio lighting,0.0025229895381057472,0.004557063264735583,0.002034073726629836,0.002034073726629836,1
peter mohrbacher,0.0017589730498996498,0.0037885869315027612,0.0020296138816031113,0.0020296138816031113,1
detailed intricate,0.0017464207739062967,0.0037420402168251423,0.0019956194429188454,0.0019956194429188454,1
global illumination,0.0021190289128900958,0.004107208219059334,0.0019881793061692385,0.0019881793061692385,1
ultra,0.011471749398808368,0.009488342186615508,-0.00198340721219286,0.00198340721219286,-1
on artstation,0.019224244950304125,0.01724401977189098,-0.001980225178413144,0.001980225178413144,-1
glowing,0.00499248396111967,0.006966758689555292,0.0019742747284356224,0.0019742747284356224,1
photo of,0.01115911330845408,0.009198134902186279,-0.001960978406267801,0.001960978406267801,-1
camera,0.004134819530863554,0.002175943367384094,-0.00195887616347946,0.00195887616347946,-1
fantasy art,0.002436098814946947,0.004389244839679141,0.001953146024732194,0.001953146024732194,1
portrait of,0.0199578830961991,0.021883776291654042,0.0019258931954549419,0.0019258931954549419,1
design,0.006034723996576493,0.007958243618968807,0.0019235196223923142,0.0019235196223923142,1
magic,0.0031564071765754712,0.005078745483588782,0.0019223383070133106,0.0019223383070133106,1
abstract,0.0029296325688149155,0.004850355658542612,0.0019207230897276962,0.0019207230897276962,1
contrast,0.001833656259362975,0.003750361327087567,0.0019167050677245919,0.0019167050677245919,1
ray tracing,0.0017134732607859483,0.003625973661469671,0.0019125004006837227,0.0019125004006837227,1
for,0.007199989549537899,0.005311008629509507,-0.0018889809200283922,0.0018889809200283922,-1
james,0.006188781340521984,0.008077451211267728,0.0018886698707457445,0.0018886698707457445,1
giger,0.002577287945319306,0.004460396837048221,0.0018831088917289148,0.0018831088917289148,1
wayne,0.002037516613379097,0.003918806327691396,0.001881289714312299,0.001881289714312299,1
from,0.017825996910461217,0.015978742526415686,-0.001847254384045531,0.001847254384045531,-1
hyper,0.009482542307286755,0.011322087941040487,0.0018395456337537315,0.0018395456337537315,1
oil,0.010005065186039011,0.01183007500328537,0.001825009817246358,0.001825009817246358,1
shadows,0.0014366324540252345,0.0032557797138395073,0.0018191472598142729,0.0018191472598142729,1
smooth,0.009376387378711383,0.011168549255547198,0.0017921618768358145,0.0017921618768358145,1
character,0.009609861118262715,0.011392151292011219,0.001782290173748504,0.001782290173748504,1
tracing,0.0018342438956850593,0.003610764683984194,0.001776520788299135,0.001776520788299135,1
dark,0.012021567306495524,0.013794908927606394,0.0017733416211108705,0.0017733416211108705,1
style,0.022199084034648427,0.023965277463712166,0.0017661934290637386,0.0017661934290637386,1
digital illustration,0.0014976193674470048,0.003262146784461597,0.001764527417014592,0.001764527417014592,1
detail,0.009800897711489854,0.011559740477992226,0.001758842766502372,0.001758842766502372,1
rendered,0.002327496144145511,0.004085196552187996,0.0017577004080424848,0.0017577004080424848,1
clear,0.0016316008456183889,0.003387371055444808,0.0017557702098264193,0.0017557702098264193,1
and intricate,0.001328104085298482,0.003080417381165506,0.0017523132958670242,0.0017523132958670242,1
color,0.007429618092263858,0.009158554984988652,0.0017289368927247946,0.0017289368927247946,1
high,0.01663600315720663,0.018363757083800596,0.0017277539265939668,0.0017277539265939668,1
purple,0.004000609319334303,0.002274820821506996,-0.0017257884978273074,0.0017257884978273074,-1
city,0.008392675584587258,0.006678623208754782,-0.0017140523758324751,0.0017140523758324751,-1
new,0.00439401551987849,0.0026835218437119604,-0.0017104936761665299,0.0017104936761665299,-1
armor,0.005447129232384183,0.0037420327088497404,-0.001705096523534443,0.001705096523534443,-1
painting by,0.007158382035925174,0.008858187658433315,0.001699805622508141,0.001699805622508141,1
white,0.0150522006668578,0.01335752318194441,-0.0016946774849133893,0.0016946774849133893,-1
inspired,0.004028629287217202,0.0023343144637515576,-0.0016943148234656443,0.0016943148234656443,-1
by wlop,0.0017877749533555306,0.003477536828533979,0.0016897618751784485,0.0016897618751784485,1
suit,0.0033357763776965875,0.005011650077941707,0.0016758737002451197,0.0016758737002451197,1
flying,0.004359453042443572,0.002694807236826647,-0.0016646458056169254,0.0016646458056169254,-1
of the,0.013400905815245044,0.011738607599297643,-0.0016622982159474019,0.0016622982159474019,-1
masterpiece,0.008733680783809141,0.01036445041105728,0.0016307696272481378,0.0016307696272481378,1
volumetric lighting,0.005219976147000885,0.006832082401775357,0.0016121062547744718,0.0016121062547744718,1
artwork,0.008011841483947351,0.006420011799019951,-0.0015918296849274007,0.0015918296849274007,-1
by james,0.0016721642044329576,0.003261824960339434,0.0015896607559064762,0.0015896607559064762,1
very very,0.0026952930552367796,0.0011111156432646208,-0.0015841774119721588,0.0015841774119721588,-1
photorealistic,0.011830979994848095,0.010247588186739485,-0.0015833918081086095,0.0015833918081086095,-1
bussiere,0.0015360175477151796,0.003103127198633553,0.0015671096509183734,0.0015671096509183734,1
flowers,0.0032951136292960316,0.004846862570023187,0.0015517489407271554,0.0015517489407271554,1
painting trending,0.0019182189256495015,0.003456726608194928,0.0015385076825454264,0.0015385076825454264,1
painting artstation,0.007757249548355325,0.0062237054673221475,-0.001533544081033177,0.001533544081033177,-1
beautiful,0.021918170227241365,0.02344920592134234,0.0015310356941009746,0.0015310356941009746,1
film,0.007632636480303009,0.00915812647762134,0.0015254899973183318,0.0015254899973183318,1
concept,0.01931312191278388,0.020838538529536845,0.0015254166167529663,0.0015254166167529663,1
ray,0.0029339010950933655,0.0044426495920955635,0.001508748497002198,0.001508748497002198,1
michael,0.0033970735890426693,0.004904386998803526,0.001507313409760857,0.001507313409760857,1
detailed and,0.0021270564496204142,0.0036182655719755328,0.0014912091223551185,0.0014912091223551185,1
beksinski,0.004084253501105619,0.005564726434613666,0.001480472933508047,0.001480472933508047,1
post,0.003618323578609618,0.002142096782517932,-0.0014762267960916858,0.0014762267960916858,-1
human,0.0036813211564345927,0.005147039343892022,0.0014657181874574289,0.0014657181874574289,1
disney,0.002400192908306558,0.0038623595891598087,0.0014621666808532505,0.0014621666808532505,1
man,0.012114737569644101,0.010658842774911366,-0.0014558947947327355,0.0014558947947327355,-1
angle,0.0061443000380360544,0.0046896109613608445,-0.00145468907667521,0.00145468907667521,-1
painting,0.030754857995950877,0.03219778198963347,0.0014429239936825898,0.0014429239936825898,1
vibrant,0.004709280266189188,0.006148434492414074,0.0014391542262248867,0.0014391542262248867,1
hdr,0.0036135954042161972,0.005043039966946523,0.0014294445627303256,0.0014294445627303256,1
picture,0.003900488306365063,0.002475041067854492,-0.001425447238510571,0.001425447238510571,-1
van baarle,0.0017461642171110734,0.0031636589516729698,0.0014174947345618964,0.0014174947345618964,1
lois,0.0017461642171110734,0.0031636589516729698,0.0014174947345618964,0.0014174947345618964,1
lois van,0.0017461642171110734,0.0031636589516729698,0.0014174947345618964,0.0014174947345618964,1
baarle,0.0017461642171110734,0.0031636589516729698,0.0014174947345618964,0.0014174947345618964,1
concept art,0.01756601105669765,0.018980556695558617,0.0014145456388609673,0.0014145456388609673,1
clean,0.001856640909903581,0.003262798213579728,0.001406157303676147,0.001406157303676147,1
style of,0.013461868016989252,0.014854242837035535,0.0013923748200462827,0.0013923748200462827,1
jesper ejsing,0.0011139715854283732,0.0025017413636807917,0.0013877697782524185,0.0013877697782524185,1
ejsing,0.0011139715854283732,0.0025017413636807917,0.0013877697782524185,0.0013877697782524185,1
jesper,0.0011139715854283732,0.0025017413636807917,0.0013877697782524185,0.0013877697782524185,1
gaston,0.0014561608485783072,0.002838544879785853,0.0013823840312075456,0.0013823840312075456,1
gaston bussiere,0.0014561608485783072,0.002838544879785853,0.0013823840312075456,0.0013823840312075456,1
vibrant colors,0.0012881305794100303,0.002666778311353948,0.0013786477319439178,0.0013786477319439178,1
around,0.003344912263328778,0.001969926402875141,-0.0013749858604536367,0.0013749858604536367,-1
krenz cushart,0.0027249707750441475,0.0013556116796939724,-0.0013693590953501751,0.0013693590953501751,-1
james jean,0.003411714901311015,0.004771270000003302,0.0013595550986922871,0.0013595550986922871,1
side,0.001960004457465488,0.0033195440456019127,0.0013595395881364249,0.0013595395881364249,1
unreal engine,0.008916410470663952,0.010272916611716552,0.0013565061410526005,0.0013565061410526005,1
big,0.005998258490441064,0.004650172522187914,-0.0013480859682531501,0.0013480859682531501,-1
cover,0.006501760102119022,0.005156007118753738,-0.0013457529833652837,0.0013457529833652837,-1
ruan,0.0023749670585874374,0.0037108882204121953,0.001335921161824758,0.001335921161824758,1
an,0.0205850716293079,0.01925666885863742,-0.0013284027706704817,0.0013284027706704817,-1
cyberpunk,0.010980774531470219,0.00965315358802842,-0.0013276209434417985,0.0013276209434417985,-1
krenz,0.003010733176939949,0.0016831721996159953,-0.0013275609773239537,0.0013275609773239537,-1
high contrast,0.0015358679915522917,0.0028621176168771396,0.001326249625324848,0.001326249625324848,1
ruan jia,0.002347425794076172,0.003672421707907729,0.0013249959138315567,0.0013249959138315567,1
rutkowski and,0.007002101503532264,0.008323744110560482,0.001321642607028218,0.001321642607028218,1
female,0.007300179628830288,0.005985207324390444,-0.0013149723044398433,0.0013149723044398433,-1
trending on,0.020326400001133282,0.019012025850348963,-0.0013143741507843192,0.0013143741507843192,-1
are,0.0037358954444526257,0.002422839737925596,-0.0013130557065270296,0.0013130557065270296,-1
oil painting,0.0072621941454144604,0.00857431404339842,0.0013121198979839594,0.0013121198979839594,1
down,0.0035146601474573065,0.0022083761863848942,-0.0013062839610724123,0.0013062839610724123,-1
pixiv,0.0027751088642249365,0.00407385813525848,0.0012987492710335438,0.0012987492710335438,1
golden ratio,0.001487500239497903,0.002780447426921026,0.001292947187423123,0.001292947187423123,1
jia,0.0023794386173236095,0.0036654627383800958,0.0012860241210564862,0.0012860241210564862,1
ultra detailed,0.004701844670809094,0.0034194505195922946,-0.0012823941512167996,0.0012823941512167996,-1
artstation concept,0.008476840766533442,0.007196041448809231,-0.0012807993177242107,0.0012807993177242107,-1
station,0.0035520604877613236,0.002276003337027914,-0.0012760571507334098,0.0012760571507334098,-1
still,0.008783857902243538,0.010034372491529723,0.0012505145892861853,0.0012505145892861853,1
metal,0.00258326640508009,0.0038322946767613314,0.0012490282716812414,0.0012490282716812414,1
like,0.005360472948224984,0.0041432877430013755,-0.001217185205223608,0.001217185205223608,-1
ratio,0.0015695830536759834,0.00277373162945613,0.0012041485757801468,0.0012041485757801468,1
dynamic,0.004213688805508132,0.005416525912016402,0.00120283710650827,0.00120283710650827,1
hyperrealism,0.0032682396450109856,0.004470023201559658,0.0012017835565486723,0.0012017835565486723,1
out of,0.004380334560927896,0.0031842713212295957,-0.0011960632396983,0.0011960632396983,-1
scifi,0.0016919680112415048,0.002880644653034609,0.0011886766417931042,0.0011886766417931042,1
body,0.008607523101840313,0.0097938093778044,0.0011862862759640866,0.0011862862759640866,1
queen,0.0020715605623347413,0.003257700337157063,0.0011861397748223219,0.0011861397748223219,1
over,0.004402117331613267,0.0032166998752451294,-0.0011854174563681375,0.0011854174563681375,-1
giant,0.005860815738339204,0.007041839169284586,0.0011810234309453816,0.0011810234309453816,1
cute,0.006486791769203329,0.007667780768995127,0.001180988999791798,0.001180988999791798,1
out,0.006056687844533692,0.004879069308129265,-0.001177618536404427,0.001177618536404427,-1
blue,0.008748101170306305,0.009924655173870018,0.0011765540035637134,0.0011765540035637134,1
moon,0.003081675926895457,0.0042534793438389834,0.0011718034169435265,0.0011718034169435265,1
intricate elegant,0.005813666021591851,0.00464347408571111,-0.001170191935880741,0.001170191935880741,-1
mask,0.0028372927365177235,0.004004681391404885,0.001167388654887161,0.001167388654887161,1
lightning,0.001794490635143985,0.002961133568940684,0.0011666429337966989,0.0011666429337966989,1
no,0.002822903666275623,0.003985015946035026,0.001162112279759403,0.001162112279759403,1
artwork by,0.004252902199288099,0.003095016955445217,-0.001157885243842882,0.001157885243842882,-1
cushart,0.0029281533011283707,0.0017714671262121472,-0.0011566861749162235,0.0011566861749162235,-1
red,0.01015805848785914,0.011311871303017706,0.0011538128151585662,0.0011538128151585662,1
animation,0.001986211503760948,0.0031376053539245758,0.0011513938501636276,0.0011513938501636276,1
movie still,0.002487920240423103,0.0036338938274700938,0.0011459735870469907,0.0011459735870469907,1
retro,0.0024088854334047734,0.003547835216156572,0.0011389497827517985,0.0011389497827517985,1
hyperdetailed,0.003467717603961434,0.004604224403551009,0.001136506799589575,0.001136506799589575,1
painted by,0.002807778366937965,0.003941715852005746,0.0011339374850677804,0.0011339374850677804,1
engine,0.010165349925986363,0.011298826819101021,0.0011334768931146582,0.0011334768931146582,1
her,0.0039021673564397503,0.0027731435049210278,-0.0011290238515187226,0.0011290238515187226,-1
leyendecker,0.0021431199973999176,0.003267316876130628,0.0011241968787307102,0.0011241968787307102,1
detailed face,0.0021329763192487233,0.0032402785805068055,0.0011073022612580821,0.0011073022612580821,1
life,0.002194904910076266,0.0032944502555952585,0.0010995453455189923,0.0010995453455189923,1
small,0.004658679692969398,0.0035753035874746095,-0.0010833761054947883,0.0010833761054947883,-1
eyes,0.009142853077610215,0.010223784013105934,0.0010809309354957199,0.0010809309354957199,1
insanely,0.001881218154841572,0.0029618393489350826,0.0010806211940935107,0.0010806211940935107,1
unreal,0.009890111752400255,0.01096766761279225,0.0010775558603919946,0.0010775558603919946,1
water,0.0037255919222065345,0.004801012583598041,0.0010754206613915063,0.0010754206613915063,1
aesthetic,0.0021906250199594844,0.0032659522057113767,0.0010753271857518922,0.0010753271857518922,1
pastel,0.002361971100757492,0.003436415922445535,0.001074444821688043,0.001074444821688043,1
in style,0.0025167733361864007,0.003587634773141246,0.0010708614369548453,0.0010708614369548453,1
pink,0.003807387397059289,0.00487741746523028,0.001070030068170991,0.001070030068170991,1
fantasy intricate,0.0027559681649681465,0.0016867025624501242,-0.0010692656025180223,0.0010692656025180223,-1
walking,0.00392947166980646,0.0028604007680901474,-0.0010690709017163124,0.0010690709017163124,-1
grey,0.0024765784415195706,0.0035414302172706597,0.0010648517757510891,0.0010648517757510891,1
sun,0.0029120156656726125,0.003974881626306101,0.0010628659606334886,0.0010628659606334886,1
hd,0.009374226332212066,0.008318969954043314,-0.0010552563781687525,0.0010552563781687525,-1
inspired by,0.0030475571551650303,0.0019958280642567335,-0.001051729090908297,0.001051729090908297,-1
inside,0.003927056113578936,0.004972171552935666,0.00104511543935673,0.00104511543935673,1
hopper,0.0020386456677144458,0.003079282028035418,0.0010406363603209724,0.0010406363603209724,1
of an,0.007376824915911215,0.006342405204942271,-0.0010344197109689434,0.0010344197109689434,-1
loish,0.0015603961796177685,0.0025728267605259745,0.001012430580908206,0.001012430580908206,1
gold,0.0032535064946559943,0.004263130284983288,0.001009623790327294,0.001009623790327294,1
portrait painting,0.003498463147036128,0.0025004452475510864,-0.0009980178994850415,0.0009980178994850415,-1
field,0.005074288677245712,0.006064828364302501,0.0009905396870567885,0.0009905396870567885,1
blonde,0.0017904948601672702,0.0027772205055127124,0.0009867256453454422,0.0009867256453454422,1
photograph of,0.004362659236015536,0.005332743926538823,0.0009700846905232874,0.0009700846905232874,1
art sharp,0.0024859821803082955,0.0034549285508521242,0.0009689463705438287,0.0009689463705438287,1
clouds,0.0035533159908725793,0.004519625052184438,0.0009663090613118591,0.0009663090613118591,1
thomas,0.002860556063344076,0.003818756842215612,0.000958200778871536,0.000958200778871536,1
top,0.0034933754109941753,0.004430856642175026,0.0009374812311808509,0.0009374812311808509,1
dramatic,0.009861851333887442,0.008926656583550277,-0.0009351947503371642,0.0009351947503371642,-1
rossdraws,0.004030379866891105,0.0030959089431467413,-0.0009344709237443633,0.0009344709237443633,-1
fine,0.0035234293724910356,0.0044575938764572914,0.0009341645039662558,0.0009341645039662558,1
texture,0.001955034344032926,0.002887537549309857,0.0009325032052769312,0.0009325032052769312,1
photograph,0.008394274186211068,0.009323965043011756,0.0009296908568006881,0.0009296908568006881,1
cosmic,0.0020726861025034964,0.003001059795403662,0.0009283736929001658,0.0009283736929001658,1
quality,0.008185216053294234,0.009101587623204701,0.0009163715699104669,0.0009163715699104669,1
very detailed,0.005035935349507629,0.0041207685522558395,-0.0009151667972517891,0.0009151667972517891,-1
centered,0.0022749650686715024,0.003185621839516538,0.0009106567708450355,0.0009106567708450355,1
full body,0.005310115994635585,0.006220665324553123,0.0009105493299175387,0.0009105493299175387,1
wide angle,0.004189866507464551,0.0032842873569402385,-0.0009055791505243123,0.0009055791505243123,-1
digital painting,0.012266164897920708,0.013168471408403612,0.0009023065104829045,0.0009023065104829045,1
fog,0.0022949743443518166,0.0031967515105127903,0.0009017771661609737,0.0009017771661609737,1
head,0.005804432760580825,0.006704594633720384,0.0009001618731395589,0.0009001618731395589,1
rhads,0.0020732840596255735,0.0029708834517568256,0.0008975993921312522,0.0008975993921312522,1
vivid,0.0029337409080783133,0.0038264775317226334,0.0008927366236443201,0.0008927366236443201,1
coherent,0.0018627500437806818,0.002744782277648459,0.0008820322338677774,0.0008820322338677774,1
anthropomorphic,0.0027703728741410596,0.0036425046403711398,0.0008721317662300802,0.0008721317662300802,1
people,0.0029013499282120343,0.0037723528154091335,0.0008710028871970993,0.0008710028871970993,1
ultra realistic,0.005208547470436681,0.004353541151825965,-0.0008550063186107161,0.0008550063186107161,-1
night,0.007306401494315081,0.008159498106609597,0.0008530966122945165,0.0008530966122945165,1
comic,0.003153318317213078,0.004004042421279479,0.0008507241040664015,0.0008507241040664015,1
smooth sharp,0.007158437536675926,0.006314381772286665,-0.0008440557643892609,0.0008440557643892609,-1
psychedelic,0.0027796864108898998,0.003623503576954168,0.0008438171660642684,0.0008438171660642684,1
that,0.004426597870661715,0.003585210657007409,-0.0008413872136543055,0.0008413872136543055,-1
ilya kuvshinov,0.004654194069344032,0.0054950742327245505,0.0008408801633805188,0.0008408801633805188,1
by ilya,0.0019608563752247,0.002799828640415111,0.0008389722651904112,0.0008389722651904112,1
magical,0.002210768395972537,0.0030493655726396927,0.0008385971766671557,0.0008385971766671557,1
and alphonse,0.005813836159810331,0.004977590176226632,-0.0008362459835836991,0.0008362459835836991,-1
gorgeous,0.0030179466609066103,0.0021914640566758977,-0.0008264826042307127,0.0008264826042307127,-1
real,0.0021588060821640925,0.0029794921671994806,0.0008206860850353882,0.0008206860850353882,1
realism,0.004460232481526961,0.0036430593654505246,-0.0008171731160764367,0.0008171731160764367,-1
lens,0.004842259566313944,0.00403095994664693,-0.0008112996196670145,0.0008112996196670145,-1
realistic,0.020919682301270698,0.02011310393934796,-0.0008065783619227371,0.0008065783619227371,-1
david,0.004497510697322029,0.003694001847492153,-0.0008035088498298758,0.0008035088498298758,-1
kuvshinov,0.004864480910969307,0.0056675936332237255,0.0008031127222544185,0.0008031127222544185,1
scene,0.00512101000174739,0.0043205373372795985,-0.0008004726644677915,0.0008004726644677915,-1
focus illustration,0.00781503054944272,0.007015608812665357,-0.000799421736777362,0.000799421736777362,-1
amano,0.0030603358877743375,0.002264585474292108,-0.0007957504134822294,0.0007957504134822294,-1
short,0.0026005571278804583,0.0033903623242191924,0.0007898051963387341,0.0007898051963387341,1
