channel,first_touch,last_touch,linear_touch,first_touch_share,last_touch_share,linear_touch_share
8500991,0.0,4.0,0.4111012352345496,0.0,0.0028328611898017,0.00029114818359387364
4992249,1.0,0.0,0.40385311206206725,0.000708215297450425,0.0,0.00028601495188531673
2385329,0.0,1.0,0.4,0.0,0.000708215297450425,0.00028328611898017
5673234,0.0,1.0,0.3982671696687414,0.0,0.000708215297450425,0.00028205890203168656
14865351,0.0,1.0,0.3807359074745788,0.0,0.000708215297450425,0.00026964299396216627
8906013,0.0,2.0,0.379632534876596,0.0,0.00141643059490085,0.00026886156860948725
7279489,0.0,1.0,0.3781063858231387,0.0,0.000708215297450425,0.0002677807265036393
6644751,0.0,0.0,0.3722141472868217,0.0,0.0,0.0002636077530359927
13509949,0.0,2.0,0.3666666666666667,0.0,0.00141643059490085,0.00025967894239848916
3171531,0.0,1.0,0.36363322225134603,0.0,0.000708215297450425,0.0002575306106595935
4953201,0.0,0.0,0.35955862469329825,0.0,0.0,0.0002546449183380299
13880554,0.0,0.0,0.35857196798172564,0.0,0.0,0.00025394615296156205
15526206,2.0,0.0,0.35449404746845614,0.00141643059490085,0.0,0.0002510581072722777
6929332,0.0,1.0,0.3520815051382399,0.0,0.000708215297450425,0.00024934950788827186
2624811,1.0,1.0,0.3505747126436781,0.000708215297450425,0.000708215297450425,0.0002482823743935397
4534696,1.0,1.0,0.3471246425576181,0.000708215297450425,0.000708215297450425,0.00024583898198131594
27693,0.0,1.0,0.34456928838951306,0.0,0.000708215297450425,0.00024402924106906024
5639832,1.0,0.0,0.3374849593940928,0.000708215297450425,0.0,0.000239012010902332
7109103,0.0,1.0,0.3348029188169487,0.0,0.000708215297450425,0.00023711254873721578
11170952,0.0,0.0,0.33348369038370257,0.0,0.0,0.00023617825097995934
8560009,1.0,0.0,0.3333333333333333,0.000708215297450425,0.0,0.0002360717658168083
7245505,1.0,0.0,0.3333333333333333,0.000708215297450425,0.0,0.0002360717658168083
1405699,1.0,0.0,0.3333333333333333,0.000708215297450425,0.0,0.0002360717658168083
13152367,0.0,0.0,0.3333333333333333,0.0,0.0,0.0002360717658168083
5324762,0.0,0.0,0.3333333333333333,0.0,0.0,0.0002360717658168083
12274210,1.0,0.0,0.3333333333333333,0.000708215297450425,0.0,0.0002360717658168083
4993314,0.0,1.0,0.3333333333333333,0.0,0.000708215297450425,0.0002360717658168083
7782621,0.0,1.0,0.3333333333333333,0.0,0.000708215297450425,0.0002360717658168083
7510491,0.0,0.0,0.3333333333333333,0.0,0.0,0.0002360717658168083
9259763,1.0,0.0,0.3333333333333333,0.000708215297450425,0.0,0.0002360717658168083
6892754,0.0,1.0,0.3333333333333333,0.0,0.000708215297450425,0.0002360717658168083
14547807,0.0,1.0,0.3333333333333333,0.0,0.000708215297450425,0.0002360717658168083
6447679,0.0,0.0,0.3333333333333333,0.0,0.0,0.0002360717658168083
13463877,1.0,0.0,0.3333333333333333,0.000708215297450425,0.0,0.0002360717658168083
5873566,0.0,0.0,0.3333333333333333,0.0,0.0,0.0002360717658168083
13509092,1.0,0.0,0.3333333333333333,0.000708215297450425,0.0,0.0002360717658168083
4398552,1.0,0.0,0.3333333333333333,0.000708215297450425,0.0,0.0002360717658168083
11404100,0.0,1.0,0.3333333333333333,0.0,0.000708215297450425,0.0002360717658168083
13779630,0.0,0.0,0.3333333333333333,0.0,0.0,0.0002360717658168083
4748242,0.0,1.0,0.3333333333333333,0.0,0.000708215297450425,0.0002360717658168083
3447371,0.0,0.0,0.3333333333333333,0.0,0.0,0.0002360717658168083
7623996,0.0,1.0,0.3333333333333333,0.0,0.000708215297450425,0.0002360717658168083
14285850,0.0,1.0,0.3090259063954176,0.0,0.000708215297450425,0.00021885687421771785
3123307,1.0,0.0,0.3070954471958776,0.000708215297450425,0.0,0.00021748969348149973
3280289,0.0,0.0,0.3015193538354103,0.0,0.0,0.00021354061886360502
3357596,1.0,0.0,0.3006203229486245,0.000708215297450425,0.0,0.0002129039114367029
5082634,0.0,0.0,0.29674777997312435,0.0,0.0,0.0002101613172614195
3817023,0.0,0.0,0.29654538933148056,0.0,0.0,0.00021001798111294656
230245,0.0,0.0,0.2957889735639091,0.0,0.0,0.00020948227589511975
12377375,0.0,0.0,0.2897963219963476,0.0,0.0,0.00020523818838268242
4872285,0.0,1.0,0.2863636363636364,0.0,0.000708215297450425,0.00020280710790625806
3079322,0.0,1.0,0.28604406346341826,0.0,0.000708215297450425,0.000202580781489673
10836619,0.0,0.0,0.2857772033211861,0.0,0.0,0.0002023917870546644
7372431,0.0,1.0,0.28,0.0,0.000708215297450425,0.000198300283286119
6847359,0.0,3.0,0.27734951255725776,0.0,0.002124645892351275,0.00019642316753346866
12841036,0.0,1.0,0.276496873594986,0.0,0.000708215297450425,0.00019581931557718555
9874912,0.0,0.0,0.271780551832734,0.0,0.0,0.00019247914435746032
6037141,0.0,1.0,0.2699766357852812,0.0,0.000708215297450425,0.00019120158341733796
6683141,1.0,0.0,0.26972697324519274,0.000708215297450425,0.0,0.00019102476858724697
9514180,0.0,0.0,0.2692307692307692,0.0,0.0,0.00019067334931357593
12683313,0.0,0.0,0.26515151515151514,0.0,0.0,0.00018778435917246114
11877524,0.0,1.0,0.26492537313432835,0.0,0.000708215297450425,0.00018762420193649317
1684456,0.0,0.0,0.2644470062892765,0.0,0.0,0.00018728541521903432
10264459,0.0,0.0,0.2642857142857143,0.0,0.0,0.00018717118575475517
11144288,0.0,0.0,0.26406038016788175,0.0,0.0,0.00018701160068546865
6579456,0.0,0.0,0.26279611239122475,0.0,0.0,0.00018611622690596654
13480991,0.0,1.0,0.2621869859869444,0.0,0.000708215297450425,0.00018568483426837422
4321439,0.0,0.0,0.26148191846453495,0.0,0.0,0.00018518549466326836
2538159,0.0,0.0,0.26096675524992874,0.0,0.0,0.00018482064819400052
2986377,0.0,1.0,0.25506803389820304,0.0,0.000708215297450425,0.00018064308349731092
2277642,0.0,0.0,0.25448937081930945,0.0,0.0,0.00018023326545276873
8055497,0.0,0.0,0.2543848585746477,0.0,0.0,0.0001801592482823284
10376544,2.0,0.0,0.2538833087746131,0.00141643059490085,0.0,0.00017980404304151072
7700424,0.0,1.0,0.25148709315375983,0.0,0.000708215297450425,0.00017810700648283274
2888110,0.0,0.0,0.25,0.0,0.0,0.00017705382436260624
14580159,1.0,0.0,0.25,0.000708215297450425,0.0,0.00017705382436260624
4423904,0.0,0.0,0.25,0.0,0.0,0.00017705382436260624
9367991,1.0,0.0,0.25,0.000708215297450425,0.0,0.00017705382436260624
764593,0.0,0.0,0.25,0.0,0.0,0.00017705382436260624
15457343,0.0,0.0,0.25,0.0,0.0,0.00017705382436260624
13594287,1.0,0.0,0.25,0.000708215297450425,0.0,0.00017705382436260624
2705733,0.0,0.0,0.25,0.0,0.0,0.00017705382436260624
3970982,0.0,0.0,0.25,0.0,0.0,0.00017705382436260624
14539427,0.0,1.0,0.25,0.0,0.000708215297450425,0.00017705382436260624
5104446,0.0,0.0,0.25,0.0,0.0,0.00017705382436260624
13675551,0.0,0.0,0.25,0.0,0.0,0.00017705382436260624
7861269,0.0,0.0,0.25,0.0,0.0,0.00017705382436260624
11912275,0.0,0.0,0.25,0.0,0.0,0.00017705382436260624
15724455,1.0,0.0,0.25,0.000708215297450425,0.0,0.00017705382436260624
5505880,1.0,0.0,0.25,0.000708215297450425,0.0,0.00017705382436260624
8121983,0.0,0.0,0.25,0.0,0.0,0.00017705382436260624
14234903,0.0,0.0,0.25,0.0,0.0,0.00017705382436260624
19279,0.0,1.0,0.25,0.0,0.000708215297450425,0.00017705382436260624
13860362,1.0,0.0,0.25,0.000708215297450425,0.0,0.00017705382436260624
7038080,0.0,1.0,0.25,0.0,0.000708215297450425,0.00017705382436260624
6272445,0.0,1.0,0.25,0.0,0.000708215297450425,0.00017705382436260624
1633491,0.0,0.0,0.25,0.0,0.0,0.00017705382436260624
13382322,1.0,0.0,0.25,0.000708215297450425,0.0,0.00017705382436260624
2195933,0.0,0.0,0.25,0.0,0.0,0.00017705382436260624
2904916,0.0,1.0,0.25,0.0,0.000708215297450425,0.00017705382436260624
7229852,1.0,0.0,0.25,0.000708215297450425,0.0,0.00017705382436260624
14906177,0.0,0.0,0.25,0.0,0.0,0.00017705382436260624
178622,0.0,1.0,0.25,0.0,0.000708215297450425,0.00017705382436260624
6516899,0.0,0.0,0.24668244128316297,0.0,0.0,0.00017470427852915224
6297260,0.0,0.0,0.2464226775989816,0.0,0.0,0.0001745203099142929
11460624,1.0,0.0,0.2451702990496094,0.000708215297450425,0.0,0.00017363335626742875
1473875,0.0,0.0,0.24509545248519596,0.0,0.0,0.00017358034878554954
9626548,0.0,1.0,0.24500902506990413,0.0,0.000708215297450425,0.00017351913956792077
9374064,0.0,0.0,0.24426450742240213,0.0,0.0,0.00017299186078073805
95746,0.0,1.0,0.24408978277257726,0.0,0.000708215297450425,0.0001728681181108904
14460452,0.0,0.0,0.24146839507609524,0.0,0.0,0.0001710116112436935
12482145,0.0,0.0,0.24043600562587908,0.0,0.0,0.000170280457242124
6344877,0.0,1.0,0.2400202207431123,0.0,0.000708215297450425,0.00016998599202769994
6746597,0.0,0.0,0.239427134775972,0.0,0.0,0.000169565959473068
5509662,0.0,0.0,0.2389600648773149,0.0,0.0,0.0001692351734258604
3735275,0.0,0.0,0.23794343323230147,0.0,0.0,0.0001685151793429897
9798912,0.0,0.0,0.23668914882299505,0.0,0.0,0.00016762687593696533
10774194,2.0,0.0,0.23664297889907648,0.00141643059490085,0.0,0.00016759417769056408
4251059,0.0,0.0,0.2365548150454709,0.0,0.0,0.00016753173870075842
10378285,1.0,0.0,0.2351877738715564,0.000708215297450425,0.0,0.00016656357922914758
2425777,0.0,0.0,0.2325741525423729,0.0,0.0,0.00016471257262207713
14640327,0.0,0.0,0.23030303030303031,0.0,0.0,0.00016310412910979484
6881755,0.0,0.0,0.22829811158866944,0.0,0.0,0.00016168421500613984
3546949,0.0,1.0,0.22666648471350095,0.0,0.000708215297450425,0.00016052867189341428
8659768,0.0,0.0,0.2237050475846928,0.0,0.0,0.00015843133681635467
8080954,0.0,1.0,0.22348930542016232,0.0,0.000708215297450425,0.0001582785449151291
8037568,0.0,1.0,0.22249919663408363,0.0,0.000708215297450425,0.00015757733472668813
1334601,0.0,2.0,0.2220773356345331,0.0,0.00141643059490085,0.00015727856631340872
11959711,1.0,0.0,0.22096348364052398,0.000708215297450425,0.0,0.00015648971929215578
7025836,0.0,1.0,0.22088744588744588,0.0,0.000708215297450425,0.00015643586819224213
10811347,0.0,1.0,0.2194962690393853,0.0,0.000708215297450425,0.00015545061546698674
9874971,1.0,0.0,0.21812955373406193,0.000708215297450425,0.0,0.0001544826867804971
3577524,0.0,0.0,0.21728188922663644,0.0,0.0,0.00015388235780923262
10498595,0.0,0.0,0.21685531620093618,0.0,0.0,0.00015358025226695196
7225847,0.0,0.0,0.21639344262295082,0.0,0.0,0.00015325314633353457
13864732,0.0,0.0,0.21587735720701773,0.0,0.0,0.0001528876467471797
6112463,0.0,0.0,0.21587606374279925,0.0,0.0,0.00015288673069603346
1948393,0.0,1.0,0.21570104031680204,0.0,0.000708215297450425,0.00015276277642833005
2584636,0.0,0.0,0.21528433939374614,0.0,0.0,0.00015246766246016015
5373544,0.0,1.0,0.21464659302577332,0.0,0.000708215297450425,0.00015201600072646835
9107126,0.0,0.0,0.21462990409825045,0.0,0.0,0.00015200418137269862
9773433,0.0,1.0,0.21456251592914036,0.0,0.000708215297450425,0.00015195645604046767
3509000,0.0,0.0,0.214442630067965,0.0,0.0,0.00015187155103963526
13727409,0.0,0.0,0.21390690734964088,0.0,0.0,0.0001514921440153264
2768627,0.0,0.0,0.21339587869933752,0.0,0.0,0.0001511302257077461
6992549,0.0,0.0,0.2130622062415617,0.0,0.0,0.00015089391376881138
6019172,0.0,0.0,0.21278081618912348,0.0,0.0,0.00015069462902912427
9578151,0.0,0.0,0.21250000000000002,0.0,0.0,0.00015049575070821532
12652248,0.0,0.0,0.21248163123428787,0.0,0.0,0.00015048274166734268
11215719,0.0,0.0,0.21225003348550026,0.0,0.0,0.00015031872059879622
7513157,0.0,1.0,0.21177632169574967,0.0,0.000708215297450425,0.00014998323066271223
2773146,0.0,1.0,0.21136363636363636,0.0,0.000708215297450425,0.00014969096059747617
5012070,0.0,0.0,0.210752688172043,0.0,0.0,0.00014925827774224008
7342406,0.0,0.0,0.21007363476171112,0.0,0.0,0.00014877736172925717
13048934,0.0,0.0,0.2088594276094276,0.0,0.0,0.00014791744164973627
12787048,1.0,0.0,0.20810102905761574,0.000708215297450425,0.0,0.00014738033219377885
11471904,0.0,1.0,0.2077778065345421,0.0,0.000708215297450425,0.00014715142105845756
158117,0.0,0.0,0.20764361574824933,0.0,0.0,0.00014705638509082813
15838199,1.0,1.0,0.20742134136337192,0.000708215297450425,0.000708215297450425,0.00014689896697122658
8524848,0.0,0.0,0.20566110887006409,0.0,0.0,0.00014565234339239665
3142316,0.0,2.0,0.20561390401273263,0.0,0.00141643059490085,0.00014561891219032057
12144610,0.0,0.0,0.20487186424686427,0.0,0.0,0.00014509338827681606
4958691,0.0,0.0,0.20443562735090798,0.0,0.0,0.0001447844386337875
4782075,0.0,0.0,0.2039851440430557,0.0,0.0,0.00014446539946392047
7794759,0.0,0.0,0.2038399318859089,0.0,0.0,0.00014436255799285332
3091818,0.0,0.0,0.20238095238095238,0.0,0.0,0.00014332928638877647
2052265,0.0,0.0,0.20040796513591727,0.0,0.0,0.00014193198664016804
11904679,0.0,0.0,0.2003831417624521,0.0,0.0,0.00014191440634734567
3504999,0.0,1.0,0.20018037518037515,0.0,0.000708215297450425,0.00014177080395210706
3171415,0.0,0.0,0.2,0.0,0.0,0.000141643059490085
14368230,0.0,0.0,0.2,0.0,0.0,0.000141643059490085
14209643,1.0,0.0,0.2,0.000708215297450425,0.0,0.000141643059490085
12667688,0.0,1.0,0.2,0.0,0.000708215297450425,0.000141643059490085
13568218,1.0,0.0,0.2,0.000708215297450425,0.0,0.000141643059490085
4143414,1.0,0.0,0.2,0.000708215297450425,0.0,0.000141643059490085
1722203,0.0,0.0,0.2,0.0,0.0,0.000141643059490085
12886646,0.0,0.0,0.2,0.0,0.0,0.000141643059490085
8089538,0.0,0.0,0.2,0.0,0.0,0.000141643059490085
13196549,0.0,0.0,0.2,0.0,0.0,0.000141643059490085
937395,0.0,0.0,0.2,0.0,0.0,0.000141643059490085
10999318,1.0,0.0,0.2,0.000708215297450425,0.0,0.000141643059490085
8273615,1.0,0.0,0.2,0.000708215297450425,0.0,0.000141643059490085
11749082,0.0,0.0,0.2,0.0,0.0,0.000141643059490085
14543610,0.0,0.0,0.2,0.0,0.0,0.000141643059490085
10654777,1.0,0.0,0.2,0.000708215297450425,0.0,0.000141643059490085
11323529,1.0,0.0,0.2,0.000708215297450425,0.0,0.000141643059490085
15536848,0.0,0.0,0.2,0.0,0.0,0.000141643059490085
15749063,0.0,0.0,0.2,0.0,0.0,0.000141643059490085
10567212,0.0,0.0,0.1993014167316939,0.0,0.0,0.0001411483121329277
2990916,0.0,0.0,0.19808038157791852,0.0,0.0,0.00014028355635829925
8854909,0.0,0.0,0.19793217535153015,0.0,0.0,0.0001401785944415936
5663766,0.0,0.0,0.19696969696969696,0.0,0.0,0.000139496952528114
7797314,0.0,0.0,0.1962394223341539,0.0,0.0,0.00013897976085988235
15606470,0.0,0.0,0.1945821508478653,0.0,0.0,0.00013780605584126437
9238585,0.0,0.0,0.19386906020215908,0.0,0.0,0.00013730103413750643
9284317,0.0,0.0,0.19275067750677508,0.0,0.0,0.00013650897840423163
7866080,0.0,1.0,0.19247812352811816,0.0,0.000708215297450425,0.00013631595150716584
12980325,0.0,0.0,0.19165325411307021,0.0,0.0,0.0001357317663690299
10678568,1.0,0.0,0.1916346943245677,0.000708215297450425,0.0,0.00013571862204289498
11413953,0.0,0.0,0.1910503883283245,0.0,0.0,0.0001353048075979635
10288170,0.0,0.0,0.18956043956043953,0.0,0.0,0.00013424960308812997
1279873,0.0,0.0,0.18883248264868996,0.0,0.0,0.00013373405286734417
14981947,0.0,0.0,0.1879432624113475,0.0,0.0,0.00013310429349245575
13139020,0.0,0.0,0.18747107714857184,0.0,0.0,0.00013276988466612736
10910511,0.0,0.0,0.1874662904988222,0.0,0.0,0.00013276649468755113
9762320,1.0,0.0,0.18707482993197277,0.000708215297450425,0.0,0.00013248925632575976
1441083,1.0,0.0,0.18694127872891433,0.000708215297450425,0.0,0.00013239467332076086
12264300,1.0,0.0,0.18635866049659153,0.000708215297450425,0.0,0.00013198205417605633
1490426,0.0,0.0,0.1852210711870955,0.0,0.0,0.00013117639602485515
3397153,0.0,0.0,0.18455034705034706,0.0,0.0,0.0001307013789308407
9424570,0.0,0.0,0.1845238095238095,0.0,0.0,0.0001306825846485903
9930655,0.0,0.0,0.18411383868280418,0.0,0.0,0.00013039223702748172
13336649,0.0,0.0,0.1840797779000026,0.0,0.0,0.0001303681146600585
1464236,1.0,0.0,0.18405907817672523,0.000708215297450425,0.0,0.00013035345479938046
5154516,0.0,1.0,0.1839080459770115,0.0,0.000708215297450425,0.00013024649148513562
7141721,0.0,0.0,0.18389651510604466,0.0,0.0,0.000130238325145924
2992128,0.0,0.0,0.18388425279432968,0.0,0.0,0.00013022964078918532
8658011,0.0,0.0,0.18253968253968253,0.0,0.0,0.0001292773955663474
7146369,0.0,1.0,0.18137254901960784,0.0,0.000708215297450425,0.00012845081375326335
10163125,0.0,0.0,0.18057163163772968,0.0,0.0,0.0001278835918114233
12544146,0.0,0.0,0.18,0.0,0.0,0.00012747875354107648
754708,0.0,0.0,0.17999663656582032,0.0,0.0,0.00012747637150553847
12417671,0.0,1.0,0.1794871794871795,0.0,0.000708215297450425,0.00012711556620905064
10585284,0.0,0.0,0.17886178861788618,0.0,0.0,0.00012667265482853128
15345026,0.0,0.0,0.1786990160654397,0.0,0.0,0.00012655737681688365
7995092,0.0,0.0,0.17813563075694566,0.0,0.0,0.00012615837872304933
120369,0.0,1.0,0.17790262172284643,0.0,0.000708215297450425,0.0001259933581606561
230197,0.0,0.0,0.17777777777777776,0.0,0.0,0.00012590494176896441
10441354,0.0,0.0,0.17772021592388448,0.0,0.0,0.00012586417558348758
6085649,0.0,1.0,0.1775909973799999,0.0,0.000708215297450425,0.00012577266103399427
15719657,0.0,0.0,0.17746035586585865,0.0,0.0,0.00012568013871519734
5503011,0.0,1.0,0.17728888997376427,0.0,0.000708215297450425,0.00012555870394742512
15404994,2.0,0.0,0.17708333333333331,0.00141643059490085,0.0,0.0001254131255901794
6665288,0.0,1.0,0.17652979066022545,0.0,0.000708215297450425,0.0001250210982012928
4428543,0.0,1.0,0.17634870403857744,0.0,0.000708215297450425,0.00012489284988567807
10967936,0.0,2.0,0.17570597961227083,0.0,0.00141643059490085,0.00012443766261492268
9090463,1.0,0.0,0.17421439897762564,0.000708215297450425,0.0,0.00012338130239208616
8972048,0.0,0.0,0.17417260148773417,0.0,0.0,0.00012335170077034998
5520399,0.0,0.0,0.17344236551944656,0.0,0.0,0.00012283453648686017
1332163,0.0,0.0,0.17239422106180557,0.0,0.0,0.00012209222454802093
11231405,0.0,0.0,0.17181649240547114,0.0,0.0,0.00012168306827582943
10661379,0.0,0.0,0.17123961693621137,0.0,0.0,0.00012127451624377576
1340545,0.0,0.0,0.17083053878828527,0.0,0.0,0.00012098480084156181
14822382,0.0,0.0,0.1705810521502359,0.0,0.0,0.00012080811058798576
474612,0.0,1.0,0.16882705901693246,0.0,0.000708215297450425,0.00011956590581935726
12647694,0.0,0.0,0.16849816849816848,0.0,0.0,0.0001193329805227822
3907891,0.0,0.0,0.16845760233918128,0.0,0.0,0.00011930425094842867
2645711,0.0,0.0,0.16796377776421034,0.0,0.0,0.0001189545168301773
2225246,0.0,0.0,0.16784658177842857,0.0,0.0,0.00011887151684024686
7304106,0.0,0.0,0.16779869546358525,0.0,0.0,0.0001188376030195363
15857619,0.0,0.0,0.16702958976386317,0.0,0.0,0.0001182929105976368
10617486,0.0,0.0,0.16666666666666669,0.0,0.0,0.00011803588290840417
16349376,0.0,0.0,0.16666666666666666,0.0,0.0,0.00011803588290840415
13953070,0.0,0.0,0.16666666666666666,0.0,0.0,0.00011803588290840415
5674763,0.0,0.0,0.16666666666666666,0.0,0.0,0.00011803588290840415
13060698,0.0,1.0,0.16666666666666666,0.0,0.000708215297450425,0.00011803588290840415
6543443,0.0,0.0,0.16666666666666666,0.0,0.0,0.00011803588290840415
10106222,0.0,0.0,0.16666666666666666,0.0,0.0,0.00011803588290840415
12997926,0.0,0.0,0.16666666666666666,0.0,0.0,0.00011803588290840415
14566394,0.0,1.0,0.16666666666666666,0.0,0.000708215297450425,0.00011803588290840415
11217762,0.0,1.0,0.16666666666666666,0.0,0.000708215297450425,0.00011803588290840415
6483990,0.0,0.0,0.16666666666666666,0.0,0.0,0.00011803588290840415
7323973,0.0,0.0,0.16666666666666666,0.0,0.0,0.00011803588290840415
1728066,0.0,0.0,0.16666666666666666,0.0,0.0,0.00011803588290840415
15286562,0.0,0.0,0.16666666666666666,0.0,0.0,0.00011803588290840415
6311032,0.0,0.0,0.16666666666666666,0.0,0.0,0.00011803588290840415
366269,0.0,0.0,0.16666666666666666,0.0,0.0,0.00011803588290840415
8696611,1.0,0.0,0.16666666666666666,0.000708215297450425,0.0,0.00011803588290840415
14872991,0.0,0.0,0.16666666666666666,0.0,0.0,0.00011803588290840415
2243625,0.0,0.0,0.16666666666666666,0.0,0.0,0.00011803588290840415
3718995,1.0,0.0,0.16666666666666666,0.000708215297450425,0.0,0.00011803588290840415
2903776,1.0,0.0,0.16666666666666666,0.000708215297450425,0.0,0.00011803588290840415
11372608,0.0,0.0,0.16666666666666666,0.0,0.0,0.00011803588290840415
5494283,0.0,0.0,0.16666666666666666,0.0,0.0,0.00011803588290840415
10223618,0.0,0.0,0.16666666666666666,0.0,0.0,0.00011803588290840415
12667422,0.0,1.0,0.16666666666666666,0.0,0.000708215297450425,0.00011803588290840415
6979083,0.0,0.0,0.16666666666666666,0.0,0.0,0.00011803588290840415
9706689,0.0,0.0,0.16666666666666666,0.0,0.0,0.00011803588290840415
13878673,0.0,0.0,0.16666666666666666,0.0,0.0,0.00011803588290840415
15623916,0.0,0.0,0.16666666666666666,0.0,0.0,0.00011803588290840415
2790681,1.0,0.0,0.16666666666666666,0.000708215297450425,0.0,0.00011803588290840415
11227431,0.0,0.0,0.16666666666666666,0.0,0.0,0.00011803588290840415
6582617,1.0,0.0,0.16666666666666666,0.000708215297450425,0.0,0.00011803588290840415
11027421,0.0,0.0,0.16666666666666666,0.0,0.0,0.00011803588290840415
8929698,0.0,0.0,0.16666666666666666,0.0,0.0,0.00011803588290840415
7791557,0.0,0.0,0.16666666666666666,0.0,0.0,0.00011803588290840415
15645523,0.0,0.0,0.16666666666666666,0.0,0.0,0.00011803588290840415
15807399,1.0,0.0,0.16666666666666666,0.000708215297450425,0.0,0.00011803588290840415
15216369,0.0,0.0,0.16666666666666666,0.0,0.0,0.00011803588290840415
2082009,1.0,0.0,0.16666666666666666,0.000708215297450425,0.0,0.00011803588290840415
4783311,0.0,0.0,0.16666666666666666,0.0,0.0,0.00011803588290840415
5226178,0.0,1.0,0.16666666666666666,0.0,0.000708215297450425,0.00011803588290840415
680017,0.0,0.0,0.16666666666666666,0.0,0.0,0.00011803588290840415
7235359,1.0,0.0,0.16666666666666666,0.000708215297450425,0.0,0.00011803588290840415
7798973,0.0,0.0,0.16666666666666666,0.0,0.0,0.00011803588290840415
12205406,0.0,0.0,0.16666666666666666,0.0,0.0,0.00011803588290840415
12112490,0.0,1.0,0.16666666666666666,0.0,0.000708215297450425,0.00011803588290840415
8030577,1.0,0.0,0.16666666666666666,0.000708215297450425,0.0,0.00011803588290840415
9967178,1.0,0.0,0.16666666666666666,0.000708215297450425,0.0,0.00011803588290840415
1480561,0.0,0.0,0.16666666666666666,0.0,0.0,0.00011803588290840415
5854942,0.0,0.0,0.16666666666666666,0.0,0.0,0.00011803588290840415
9341373,0.0,0.0,0.16666666666666666,0.0,0.0,0.00011803588290840415
4720370,0.0,0.0,0.16666666666666666,0.0,0.0,0.00011803588290840415
1334795,0.0,0.0,0.16666666666666666,0.0,0.0,0.00011803588290840415
4229814,0.0,0.0,0.16666666666666666,0.0,0.0,0.00011803588290840415
14957960,0.0,0.0,0.16638520380455865,0.0,0.0,0.00011783654660379508
7609134,0.0,0.0,0.165856434990165,0.0,0.0,0.00011746206444062677
11119168,0.0,1.0,0.1658544996946147,0.0,0.000708215297450425,0.00011746069383471295
13034686,0.0,1.0,0.16580417836095968,0.0,0.000708215297450425,0.00011742505549643036
3266360,0.0,1.0,0.16485292064039692,0.0,0.000708215297450425,0.00011675136022691
