y,batch,x_n_toks,x_n_chars,x_avg_word,x_qmark,x_bang,x_hedge,x_formal,x_i_count,x_newlines,x_upper,x_refuse,x_please,x_thank
0,0,4.52,5.62,3.07965,1.6,1.6,4.8,0,1.6,0,0.0996441,0,0,0
0,0,1,1.19,2.88,1.6,0,0,0,0,0,0.134454,0,0,0
1,0,1.72,2.19,3.1814,1.6,0,1.6,0,0,0,0.109589,0,0,0
0,0,6.04,8.3,3.50728,1.6,1.6,4.8,0,0,0,0.0674699,0,0,0
0,0,1.48,1.76,2.94054,3.2,0,0,0,0.8,0,0.136364,0,0,0
1,0,0.96,1.19,3.1,0,0,0,0,0,0,0.201681,0,0,0
1,0,0.36,0.41,2.75556,0,0,0,0,0.8,0,0.390244,0,0,0
0,0,8.08,10.23,3.12871,0,0,1.6,0,3.2,0,0.140762,0,0,0
1,0,0.4,0.54,3.52,0,0,0,0,0,0,0.148148,0,0,0
0,0,3.6,4.82,3.23556,0,0,0,0,0.8,0,0.0995851,0,2,0
0,0,1.92,2.24,2.83333,1.6,0,1.6,0,1.6,0,0.178571,0,0,0
1,0,0.96,1.18,3.1,0,0,0,0,0.8,0,0.135593,0,0,0
0,0,1.52,2.09,3.30526,0,0,1.6,0,1.6,0,0.229665,0,0,0
1,0,0.6,0.79,3.36,0,0,0,0,0,0,0.101266,0,0,0
1,0,2,2.47,3.088,0,0,1.6,0,0.8,0,0.129555,0,0,0
0,0,2.56,3.62,3.6125,0,0,0,0,0,0,0.110497,0,0,0
0,0,1.2,1.48,2.98667,0,0,0,0,2.4,0,0.216216,0,0,0
0,0,0.88,1.14,3.01818,1.6,4.8,0,0,0,0,0.280702,0,0,0
1,0,1.04,1.49,3.72308,0,0,1.6,0,0,0,0.107383,0,0,0
0,0,0.92,1.14,3.13043,0,0,0,0,2.4,0,0.280702,0,0,0
0,0,3.44,4.53,3.27442,0,0,3.2,0,0,0,0.15894,0,0,0
1,0,0.76,0.94,2.94737,0,0,0,0,0,0.8,0.170213,0,0,0
1,0,0.56,0.84,4,0,0,0,0,0,0,0.0952381,0,0,0
1,0,0.32,0.43,3.4,0,0,0,0,0.8,0,0.372093,0,0,0
1,0,2.08,2.47,2.92308,0,0,4.8,0,0,0,0.097166,0,0,0
1,0,0.24,0.29,3.06667,0,0,0,0,0,0,0.275862,0,0,0
0,0,2.68,3.17,2.86567,0,0,0,0,5.6,0,0.302839,0,0,0
1,0,0.52,0.7,3.26154,1.6,0,0,0,0,0,0.228571,0,0,0
1,0,0.32,0.27,1.9,0,0,0,0,0.8,0,0.592593,0,0,0
0,0,1.76,2.44,3.56364,0,0,0,0,0.8,0,0.196721,0,0,0
1,0,0.32,0.4,3.1,0,0,0,0,0,0,0.2,0,0,0
0,0,1.72,2.32,3.44186,0,1.6,0,0,0,0,0.103448,0,0,0
0,0,4.08,5.71,3.55294,0,0,0,1.6,0,0,0.0700525,0,0,0
0,0,1.04,1.37,3.26154,0,0,0,0,1.6,0,0.175182,0,0,0
0,0,0.92,1.02,2.67826,0,0,0,0,1.6,0,0.235294,0,0,0
1,0,1.56,2.1,3.40513,1.6,0,0,0,1.6,0,0.380952,0,0,0
1,0,1.48,1.84,3.00541,0,0,1.6,0,0,0,0.217391,0,2,0
0,0,1.76,2.69,3.90909,0,0,0,0,0.8,0,0.386617,0,0,0
1,0,0.52,0.66,3.2,0,0,0,0,0.8,0,0.242424,0,0,0
1,0,0.8,1.13,3.64,0,0,0,0,0.8,0,0.141593,0,0,0
0,0,0.88,1.02,2.83636,0,0,0,0,1.6,0,0.235294,0,0,0
0,0,2.16,3.16,3.73333,0,0,0,0,0,0,0.227848,0,0,0
0,0,0.96,1.43,3.76667,0,0,0,0,0,0,0.167832,0,0,0
0,0,1.16,1.5,3.28276,1.6,0,0,0,0,0,0.106667,0,0,0
0,0,2.16,2.96,3.15556,0,1.6,1.6,0,0.8,11.2,0.243243,0,0,2
1,0,0.64,0.85,3.35,3.2,0,0,0,0,0,0.188235,0,0,0
0,0,1.56,2.23,3.71282,0,0,0,0,0,0,0.0717489,0,0,0
1,0,0.72,0.91,3.15556,0,0,0,0,0.8,0,0.175824,0,0,0
1,0,0.68,0.87,3.05882,1.6,0,0,0,0,0,0.275862,0,0,0
1,0,0.16,0.2,3.2,1.6,0,0,0,0,0,0.4,0,0,0
0,0,1.32,1.86,3.61212,1.6,0,1.6,0,0,0,0.129032,0,0,0
1,0,2.44,3.44,3.50164,0,0,0,0,0,0,0.139535,0,0,0
0,0,1.84,2.11,2.78261,0,0,1.6,0,0.8,0,0.113744,0,0,0
0,0,5.28,6.83,3.21212,0,0,3.2,0,0.8,0,0.0819912,0,0,0
0,0,2.24,2.86,3.15714,0,1.6,1.6,0,0,0,0.13986,0,0,0
0,0,1.24,1.72,3.56129,0,0,1.6,0,0,0,0.0930233,0,0,0
0,1,1.4,1.71,2.97143,0,0,0,0,0.8,0,0.233918,0,0,0
0,1,2.2,3.05,3.52,0,1.6,0,0,0,0,0.131148,0,0,0
1,1,1.12,1.51,3.42857,4.8,0,3.2,0,0,0,0.211921,0,0,0
1,1,0.28,0.34,2.97143,1.6,0,0,0,0,0,0.235294,0,0,0
1,1,0.44,0.52,2.98182,0,0,0,0,0,0,0,0,0,0
1,1,0.56,0.59,2.45714,0,0,1.6,0,0,0,0.542373,0,0,0
0,1,1.56,1.92,3.0359,0,0,1.6,0,0.8,0,0.166667,0,0,0
0,1,1.72,2.29,3.29302,4.8,0,1.6,0,0.8,0,0.139738,0,0,0
0,1,1.16,1.49,3.17241,0,0,0,0,0.8,0,0.161074,0,0,0
0,1,1.32,1.94,3.73333,0,1.6,0,0,0,0,0.0824742,0,0,0
1,1,0.28,0.33,2.97143,0,0,0,0,0,0,0.242424,0,0,0
0,1,2.68,3.46,3.28358,0,0,1.6,0,1.6,0,0.0924855,0,0,0
0,1,1.2,1.46,2.90667,4.8,0,0,0,0,0,0.164384,0,0,0
1,1,0.88,1.21,3.41818,1.6,0,1.6,0,0.8,0,0.330579,0,0,0
0,1,8.8,13.2,3.90545,0,0,0,0,1.6,0.8,0.0969697,0,0,0
1,1,0.52,0.59,2.64615,0,0,0,0,0,0,0.271186,0,0,0
0,1,1.32,1.73,3.27273,0,0,0,0,0,0,0.0924855,0,0,0
1,1,0.12,0.15,3.2,0,0,0,0,0,0,0.533333,0,0,0
0,1,1.36,1.85,3.48235,1.6,0,0,0,0.8,0,0.302703,0,0,0
1,1,0.48,0.6,3.2,0,0,0,0,0,0,0.133333,0,0,0
0,1,1.28,1.92,3.9,0,0,0,0,0,0,0.0833333,0,0,0
1,1,0.72,1.04,3.73333,0,0,0,0,0,0,0.0769231,0,0,0
1,1,0.24,0.37,4.13333,0,0,0,0,0,0,0.216216,0,0,0
1,1,0.68,0.76,2.72941,0,0,0,0,0,0,0.105263,0,0,0
0,1,3.08,3.61,2.85714,0,0,3.2,0,4.8,0,0.288089,0,0,0
1,1,1,1.05,2.528,0,0,3.2,0,0,0,0.152381,0,0,0
0,1,1.64,2.21,3.45366,1.6,0,1.6,0,0.8,0,0.144796,0,0,0
0,1,4.96,6.75,3.43226,0,0,0,0,0,0,0.082963,0,0,0
0,1,0.92,1.33,3.65217,0,0,0,0,0,0,0.180451,0,0,0
1,1,0.72,0.88,3.06667,0,0,0,0,0,0,0.0909091,0,0,0
0,1,1.4,1.95,3.52,0,0,0,0,0,0,0.0820513,0,0,0
0,1,3.04,3.85,3.14737,0,1.6,1.6,0,3.2,0,0.187013,0,0,0
1,1,0.8,0.89,2.64,1.6,0,0,0,0,0,0.179775,0,0,0
1,1,1.12,1.46,3.34286,0,0,1.6,0,0.8,0,0.109589,0,0,0
1,1,0.28,0.44,4.22857,1.6,0,0,0,0,0,0.181818,0,0,0
0,1,1.48,1.92,3.26486,1.6,0,0,0,0,0,0.125,0,0,0
0,1,0.92,1.2,3.23478,0,0,0,0,0,0,0.0666667,0,0,0
1,1,0.64,0.6,2.2,0,0,0,0,0.8,0,0.266667,0,0,0
0,1,1.52,1.92,3.17895,3.2,0,0,0,0,0,0.125,0,0,0
0,1,1.8,2.07,2.66667,0,1.6,0,0,0.8,0,0.270531,0,0,0
0,1,1.92,2.93,3.96667,0,0,0,0,0,0,0.109215,0,0,0
0,1,1.56,2.31,3.73333,0,0,0,0,0.8,1.6,0.34632,0,0,0
0,1,2.96,4.28,3.72973,0,0,0,0,0,0,0.130841,0,0,0
1,1,0.4,0.6,3.68,0,0,0,0,0,0,0.4,0,0,0
1,1,0.32,0.33,2.5,1.6,0,0,0,0,0,0,0,0,0
0,1,0.84,1.02,2.97143,1.6,0,0,0,0,0,0.235294,0,0,0
0,1,1.56,1.7,2.62564,0,0,0,0,0.8,0,0.0941176,0,0,0
1,1,0.68,0.87,3.01176,0,0,0,0,0,0,0.183908,0,0,0
0,1,7.36,9.06,3,0,0,9.6,0,0,8,0.0883002,0,0,0
0,1,4.36,5.89,3.19266,1.6,0,1.6,0,0,0,0.108659,0,2,0
1,1,1,1.43,3.712,0,0,1.6,0,0,0,0.111888,0,0,0
0,1,0.96,1.03,2.6,0,0,0,0,0,0,0.15534,0,0,0
1,1,2.8,3.8,3.46286,0,0,4.8,0,0,0,0.105263,0,0,0
1,1,0.48,0.7,3.86667,0,0,0,0,0,0,0,0,0,0
0,1,2.56,3.31,3.225,1.6,0,0,0,1.6,0,0.120846,0,0,0
1,1,1.08,1.23,2.78519,4.8,0,0,0,0,0,0.260163,0,0,0
1,1,0.28,0.34,3.08571,1.6,0,0,0,0,0,0.470588,0,0,0
1,1,0.44,0.52,2.90909,0,0,0,0,0,0,0.153846,0,0,0
0,1,1.92,2.36,3.06667,3.2,0,0,0,1.6,0,0.169492,0,0,0
1,1,0.28,0.27,2.17143,0,0,0,0,0,0,0.592593,0,0,0
1,1,0.4,0.45,2.4,1.6,0,0,0,1.6,0,0.711111,0,0,0
1,1,0.04,0.08,5.6,1.6,0,0,0,0,0,1,0,0,0
1,1,1.64,1.98,3.00488,0,0,0,0,0,0,0.0808081,0,0,0
1,1,0.24,0.25,2.4,0,1.6,1.6,0,0.8,0,0.64,0,0,0
0,1,1.84,2.68,3.7913,0,0,0,0,0,0,0.119403,0,0,0
1,1,2.72,3.81,3.45882,0,0,3.2,0,1.6,0,0.0839895,0,0,0
1,1,0.72,0.92,3.11111,1.6,0,1.6,1.6,0.8,0,0.347826,0,0,0
1,1,0.8,0.79,2.32,1.6,0,0,0,0,0,0.101266,0,0,0
0,1,1.88,2.09,2.62128,3.2,0,1.6,0,0,0,0.30622,0,0,0
1,1,2.6,3.69,3.65538,1.6,0,0,0,1.6,0,0.108401,2.66667,0,0
1,1,1.8,2.2,3.07556,0,0,0,0,0,0,0.109091,0,0,0
1,1,0.32,0.43,3.5,0,0,0,0,0,0,0.186047,0,2,0
1,1,0.92,1.44,3.96522,0,0,0,0,0,0,0.222222,0,0,0
1,1,1.44,1.87,3.17778,0,0,0,0,0,0,0.213904,0,0,0
1,1,1.16,1.47,3.17241,0,0,0,0,0.8,0,0.108844,0,0,0
1,1,2.4,3.43,3.66667,0,0,3.2,0,0.8,0,0.209913,2.66667,0,0
1,1,0.76,0.97,3.28421,0,0,1.6,0,0,0,0.164948,0,0,0
0,1,1.36,1.56,2.77647,1.6,0,1.6,0,0,0,0.153846,0,0,0
0,1,1.44,1.78,2.95556,1.6,0,0,0,0,0,0.179775,0,0,0
0,1,1.08,1.22,2.6963,0,0,0,0,2.4,0,0.393443,0,0,0
1,2,0.72,0.84,2.84444,0,0,0,0,0,0,0.190476,0,0,0
1,2,1.36,1.7,3.10588,0,0,0,0,0,0,0.470588,0,0,0
0,2,1.64,2.18,3.3561,0,0,0,0,0,0,0.0733945,0,0,0
1,2,0.56,0.78,3.6,0,0,0,0,0,0,0.205128,0,0,0
1,2,0.48,0.66,3.53333,0,0,0,0,0,0,0.121212,0,0,0
0,2,0.84,1.3,4,0,0,0,0,0,0,0.123077,0,0,0
1,2,0.32,0.35,2.7,0,0,0,0,0.8,0,0.457143,0,0,0
0,2,0.24,0.24,2.4,0,0,0,0,0,0,0.333333,0,0,0
0,2,1.08,1.36,3.14074,0,0,0,0,0.8,0,0.176471,0,0,0
0,2,0.96,1.29,3.3,0,3.2,0,0,0,0,0.248062,0,0,0
0,2,3.92,5.22,3.33878,0,0,0,0,0,0,0.183908,0,0,0
0,2,5.08,7.07,3.54646,0,0,3.2,0,0.8,0.8,0.0792079,0,0,0
0,2,1.72,2.44,3.6093,0,0,0,0,0,0,0.0983607,0,0,0
0,2,2.44,3.05,3.13443,0,1.6,1.6,0,0,0,0.104918,0,0,0
1,2,0.72,0.9,3.15556,1.6,0,0,0,0,0,0.0888889,0,0,0
0,2,0.96,1.21,3.2,0,0,0,0,0,0,0.132231,0,0,0
1,2,0.4,0.44,2.64,0,1.6,0,0,0,0,0.363636,0,0,0
1,2,0.24,0.34,3.73333,0,0,0,0,0,0,0.235294,0,0,0
0,2,1,1.24,3.04,3.2,0,0,0,0,0,0.129032,0,0,0
1,2,0.4,0.45,2.72,0,0,0,0,0,0,0.177778,0,0,0
1,2,1.16,1.53,3.25517,0,0,1.6,0,0.8,0,0.20915,0,0,0
0,2,2.28,2.96,3.24211,0,0,0,0,0.8,0,0.189189,0,0,0
0,2,1.6,1.92,2.94,1.6,0,0,0,0,0,0.0833333,0,0,0
1,2,2.12,2.84,3.29057,3.2,0,0,0,0,0,0.112676,0,0,0
0,2,3.16,4.26,3.37215,1.6,0,1.6,0,1.6,0,0.187793,0,0,0
1,2,0.4,0.52,3.12,1.6,0,0,0,0,0,0.461538,0,0,0
0,2,3.2,3.58,2.69,1.6,0,1.6,0,2.4,0,0.201117,0,0,0
0,2,2.52,3.13,3.12381,0,0,0,0,1.6,0,0.153355,0,0,0
1,2,2.76,3.8,3.51304,0,0,0,0,3.2,0,0.168421,5.33333,0,0
1,2,0.16,0.32,5.6,0,0,0,0,0,0,0.25,0,0,0
0,2,1.28,1.58,3.125,0,0,0,0,0,0,0.0506329,0,0,0
1,2,0.72,0.84,2.66667,1.6,0,1.6,0,0,0,0.285714,0,0,0
1,2,0.68,0.85,3.05882,3.2,0,0,0,0,0,0.188235,0,0,0
1,2,0.24,0.2,1.73333,0,0,0,0,0.8,0,0.8,0,0,0
1,2,0.44,0.43,2.32727,0,0,0,0,0.8,0,0.372093,0,0,0
0,2,1.4,1.83,3.29143,1.6,0,0,0,0,0,0.131148,0,0,0
1,2,0.36,0.35,2.31111,0,0,1.6,0,0,0,0.228571,0,0,0
1,2,0.68,0.73,2.44706,1.6,0,1.6,0,0,0,0.328767,0,0,0
0,2,1.88,2.5,3.31915,0,0,0,0,0,0,0.096,0,0,0
1,2,0.36,0.51,3.64444,0,0,0,0,0,0,0.313725,0,0,2
1,2,0.28,0.28,2.4,0,1.6,0,0,0,0,0.285714,0,0,0
0,2,0.56,0.72,3.25714,0,0,0,0,1.6,0,0.333333,0,0,0
1,2,0.68,0.74,2.63529,1.6,0,0,0,0,0,0.108108,0,0,0
1,2,0.24,0.49,4,0,0,0,0,0,0,0.816327,0,0,0
0,2,6.8,9.58,3.56706,3.2,0,0,0,0,0,0.275574,0,0,0
1,2,0.64,0.65,2.35,0,0,0,0,0,0,0.246154,0,0,0
1,2,0.2,0.19,2.08,0,0,0,0,0.8,0,0.842105,0,0,0
0,2,1.2,1.49,3.04,1.6,0,0,0,0.8,0,0.107383,0,0,0
0,2,0.76,1.01,3.32632,0,0,0,0,0.8,0,0.158416,0,0,0
0,2,4.44,5.38,2.96216,0,0,0,0,3.2,0,0.133829,0,0,0
1,2,1.44,1.78,3.08889,0,0,1.6,0,0.8,0,0.179775,0,0,0
0,2,2.44,2.95,2.91148,0,0,0,0,0.8,0,0.162712,0,0,0
1,2,0.4,0.47,2.8,1.6,0,0,0,0,0,0.340426,0,0,0
1,2,0.76,1.02,3.49474,1.6,0,0,0,0,0,0.0784314,0,0,0
0,2,3.12,3.82,3.0359,0,0,0,0,1.6,0,0.0837696,0,0,0
0,2,1.32,1.67,2.86061,3.2,0,0,0,0,2.4,0.239521,0,0,0
0,2,3.16,4.68,3.80759,0,0,0,0,0,0,0.102564,0,0,0
0,2,2.8,3.41,3.05143,0,0,0,0,0.8,0,0.117302,0,0,0
0,2,5.52,7.39,3.37971,0,0,3.2,0,1.6,0,0.11908,0,0,0
0,2,0.64,0.82,2.9,0,0,0,0,0,0,0.097561,0,0,0
1,2,0.68,0.89,3.2,1.6,0,1.6,0,0,0,0.179775,0,0,0
0,2,2.08,2.93,3.56923,0,0,0,0,0,0,0.273038,0,0,0
0,2,1.12,1.64,3.74286,0,0,0,0,0,0,0.243902,0,0,0
0,2,3.48,5.02,3.65977,0,0,0,0,0,0,0.318725,0,0,0
0,2,1.12,1.23,2.6,0,0,0,0,1.6,0,0.260163,0,0,0
1,2,0.44,0.62,3.41818,1.6,0,0,0,0.8,0,0.516129,0,0,0
0,2,5.16,6.75,3.30543,1.6,0,0,0,0,0,0.082963,0,0,0
1,2,0.76,1,3.24211,0,0,0,0,1.6,0,0.4,0,2,0
1,2,1.88,2.47,3.28511,0,0,4.8,0,2.4,0,0.161943,0,0,0
0,2,1.76,2.14,2.98182,0,0,1.6,0,0.8,0,0.149533,0,0,0
0,2,1.8,2.51,3.55556,0,0,0,0,1.6,0,0.12749,0,0,0
0,2,8.32,11.61,3.51154,0,0,1.6,0,0,1.6,0.124031,0,0,0
0,2,3.24,4.07,3.0716,0,0,0,0,0.8,0,0.157248,0,0,0
1,2,0.28,0.38,3.54286,1.6,0,0,0,0,0,0.210526,0,0,0
0,2,2.2,2.67,2.99636,0,0,0,0,0,0,0.0599251,0,0,0
0,2,2.48,3.41,3.49677,3.2,0,1.6,0,0,0,0.0938416,0,0,0
0,2,1.6,1.97,3,0,0,0,0,0.8,0,0.203046,0,0,0
0,2,1.12,1.59,3.4,1.6,0,0,0,0,0,0.100629,0,0,0
0,2,4,5.4,3.36,4.8,0,0,0,0,0,0.118519,0,0,0
1,2,0.44,0.62,3.70909,0,0,0,0,0,0,0.258065,0,0,0
0,3,1.36,1.76,3.2,0,3.2,0,0,0,0,0.272727,0,0,0
0,3,2.08,2.91,3.56923,0,0,0,0,0,0,0.0824742,0,0,0
0,3,1.28,1.47,2.8,1.6,0,0,0,0,0,0.217687,0,0,0
1,3,0.08,0.15,5.2,0,0,0,0,0,0,0.533333,0,0,0
0,3,0.88,1.14,3.2,0,0,0,0,0,0,0.210526,0,0,0
0,3,1.32,1.65,3.12727,0,0,0,0,0,0,0.242424,0,0,0
1,3,3.92,5.64,3.70612,0,0,0,0,0,0,0.0567376,0,0,0
0,3,1.76,2.45,3.52727,0,0,0,0,0.8,0,0.195918,0,0,0
1,3,0.44,0.63,3.63636,1.6,0,0,0,0.8,0,0.253968,2.66667,0,0
1,3,1.32,1.81,3.51515,1.6,0,1.6,0,0,0,0.132597,0,0,0
1,3,0.12,0.16,3.46667,0,0,0,0,0,0,0.5,0,0,0
0,3,1.76,2.38,3.45455,0,0,0,0,0,0,0.0672269,0,0,0
0,3,3.96,5.22,3.28081,1.6,0,1.6,0,0,0,0.091954,0,0,0
1,3,1.56,2.03,3.26154,1.6,0,0,0,0,0,0.197044,0,0,0
0,3,0.68,0.77,2.77647,0,0,1.6,0,0,0,0.103896,0,0,0
1,3,0.32,0.36,2.6,0,1.6,0,0,0,0,0.444444,0,0,0
0,3,3.2,4.05,3.16,0,0,0,0,0,0,0.118519,0,0,0
0,3,2.12,2.85,3.4566,0,0,0,0,0,0,0.0561404,0,0,0
1,3,0.72,0.89,3.02222,0,0,0,0,0.8,0,0.449438,0,0,0
1,3,0.32,0.49,4,1.6,0,0,0,0,0,0.163265,0,0,0
1,3,0.68,0.82,3.01176,0,0,1.6,0,0,0,0.097561,0,0,0
1,3,0.72,0.88,3.06667,0,0,1.6,0,0,0,0.0909091,0,0,0
1,3,0.16,0.18,2.8,1.6,0,0,0,0,0,0.444444,0,0,0
1,3,0.76,0.96,3.2,0,0,0,0,0,0,0.0833333,0,0,0
0,3,2.16,2.54,2.85926,0,0,0,0,0,0,0.0629921,0,0,0
1,3,0.4,0.4,2.48,0,0,0,0,0,0,0,0,0,0
1,3,0.52,0.54,2.52308,0,0,0,0,0,0,0.148148,0,0,0
0,3,1.32,1.82,3.49091,0,0,1.6,0,0,0,0.0879121,0,0,0
1,3,0.56,0.64,2.74286,0,0,1.6,0,0.8,0,0.25,0,0,0
0,3,1.12,1.47,3.31429,1.6,0,0,0,0,0,0.108844,0,0,0
1,3,1.08,1.29,2.96296,0,0,1.6,0,0.8,0,0.124031,0,0,0
0,3,1.2,1.56,3.17333,1.6,1.6,0,0,0.8,0,0.25641,0,0,0
0,3,1.52,1.8,2.82105,0,0,0,0,1.6,0,0.177778,0,0,0
0,3,1.44,1.88,3.31111,0,0,0,0,0,0,0.0851064,0,0,0
1,3,0.44,0.56,3.27273,1.6,0,0,0,0,0,0.142857,0,0,0
1,3,0.16,0.24,4,1.6,0,0,0,0,0,0.333333,0,0,0
1,3,6.36,8.91,3.58239,0,0,0,0,2.4,3.2,0.143659,0,0,0
1,3,4.8,6.68,3.5,0,0,0,1.6,0,0,0.215569,0,0,0
1,3,1.76,2.36,3.43636,1.6,0,1.6,0,3.2,0,0.271186,0,0,0
0,3,2.64,3.53,3.4303,3.2,0,3.2,0,0,0,0.0906516,0,0,0
0,3,0.76,1.12,3.78947,0,0,0,0,0,0,0.357143,0,0,0
1,3,0.24,0.25,2.53333,1.6,0,0,0,0,0,0.32,0,0,0
0,3,2.08,2.83,3.49231,0,0,0,0,0.8,0,0.113074,0,0,0
0,3,1.2,1.82,3.70667,0,0,0,0,0,0,0.0879121,0,0,0
1,3,0.44,0.57,3.27273,1.6,0,0,0,0,0,0.140351,0,0,0
0,3,0.92,1.03,2.71304,0,0,0,0,2.4,0,0.31068,0,0,0
0,3,1.36,1.87,3.45882,1.6,1.6,0,0,0.8,0,0.128342,0,0,0
1,3,0.6,0.68,2.61333,0,0,0,0,0.8,0,0.470588,0,0,0
0,3,1.4,2.1,3.88571,0,0,0,0,0,0,0.114286,0,0,0
0,3,2.24,3.78,4.22857,0,0,0,0,0.8,5.6,0.169312,0,0,0
0,3,1.04,1.58,4.03077,0,0,0,0,0.8,0,0.101266,0,0,0
0,3,0.32,0.53,4.4,0,0,0,0,0,0,0.301887,0,0,0
1,3,3.24,4.05,3.12099,0,0,9.6,0,3.2,0,0.158025,0,0,0
0,3,1.52,2.05,3.41053,0,0,0,0,0,0,0.117073,0,0,0
1,3,0.76,1.02,3.45263,0,0,0,0,0.8,0,0.235294,0,0,0
0,3,2.84,3.74,3.35775,0,0,3.2,0,1.6,0,0.128342,0,0,0
0,3,0.76,1.1,3.74737,0,0,0,0,0,0,0.145455,0,0,0
0,3,0.8,0.98,2.96,0,0,1.6,0,0.8,0,0.163265,0,0,0
1,3,0.48,0.85,4.73333,0,0,0,0,0.8,0,0.188235,0,0,0
1,3,0.64,0.89,3.65,0,0,0,0,0,0,0.0898876,0,0,0
1,3,0.32,0.44,3.6,0,0,0,0,0,0,0.181818,0,0,0
1,3,0.04,0.06,4,1.6,0,0,0,0,0,1.33333,0,0,0
0,3,4.4,5.16,2.85091,0,0,1.6,0,1.6,0,0.0775194,0,0,0
1,3,2.16,2.46,2.71111,0,0,6.4,0,0,0,0.130081,0,0,0
0,3,0.36,0.48,3.28889,1.6,0,0,0,0,0,0.166667,0,0,0
0,3,1.4,1.51,2.49143,0,1.6,0,0,0,0,0.264901,0,0,0
0,3,1.12,1.45,3.2,1.6,0,0,0,0.8,0,0.165517,0,0,0
1,3,0.8,1.09,3.52,0,0,0,0,0,0,0.220183,2.66667,0,0
1,3,0.36,0.48,3.2,0,1.6,0,0,0,0,0.333333,0,0,0
1,3,0.32,0.39,3.1,1.6,0,0,0,0,0,0.205128,0,0,0
1,3,3.44,4.51,3.31163,0,1.6,0,0,0.8,0,0.10643,0,0,0
1,3,0.68,0.84,3.05882,0,0,0,0,0,0,0.190476,0,0,0
0,3,2.6,3.55,3.42154,0,0,0,0,0,0,0.112676,0,0,0
1,3,0.4,0.47,2.88,0,0,0,0,0,0,0.170213,0,0,0
1,3,1.36,1.73,3.22353,1.6,0,0,0,0,0,0.0462428,0,0,0
0,3,5.92,7.48,3.0973,0,1.6,9.6,0,1.6,0,0.117647,0,0,0
0,3,2.92,4.14,3.59452,0,0,0,1.6,0,0,0.0966184,0,0,0
0,3,1.8,2.02,2.70222,0,0,1.6,0,0,0,0.158416,0,0,0
0,3,3,4.24,3.584,0,0,0,0,0,0,0.0754717,0,0,0
1,3,0.96,1.21,3,3.2,0,3.2,0,0,0,0.198347,0,0,0
1,4,1.6,2.37,3.82,1.6,0,1.6,0,0,0,0.135021,0,0,0
1,4,3.28,4.77,3.74634,0,0,0,1.6,0,0,0.0838574,0,0,0
1,4,1.04,1.24,2.98462,0,0,0,0,0,0,0.0645161,0,0,0
0,4,0.8,0.89,2.72,0,0,0,0,0.8,0,0.269663,0,0,0
1,4,1,1.44,3.616,3.2,0,0,0,0,0,0.166667,0,0,0
1,4,3.64,4.66,3.24396,0,0,3.2,0,0.8,0,0.0686695,0,0,0
1,4,2.08,2.78,3.30769,1.6,0,1.6,0,0,0,0.258993,0,0,0
1,4,2.04,3.02,3.84314,0,0,0,0,0,0.8,0.0529801,0,0,0
0,4,0.36,0.54,3.82222,1.6,0,0,0,0,0,0,0,0,0
0,4,0.24,0.34,3.73333,0,0,0,0,0,0,0.235294,0,0,0
