merchant_id,score,n_leaf,rank,dissolve_how,score_col,selected
1608867,1694.797181550024,98,41,sum,shift_l2,0
4680184,1501.520345665257,85,42,sum,shift_l2,0
1008536,1418.171502400265,91,43,sum,shift_l2,0
741089,1376.5572394880942,76,44,sum,shift_l2,0
4140599,1257.9099677144754,66,45,sum,shift_l2,0
1843266,1223.4630868848083,88,46,sum,shift_l2,0
4704861,1222.5874143560436,81,47,sum,shift_l2,0
1053625,1211.0229250083057,74,48,sum,shift_l2,0
74083,1177.0870086827417,79,49,sum,shift_l2,0
2543388,1176.2269320159603,75,50,sum,shift_l2,0
41284,1147.0199193942844,72,51,sum,shift_l2,0
2292349,1091.0419040085956,66,52,sum,shift_l2,0
4647166,1021.4176648600995,58,53,sum,shift_l2,0
815094,1010.0945774777376,65,54,sum,shift_l2,0
2485705,939.8858575725814,70,55,sum,shift_l2,0
4379422,938.8979682370632,56,56,sum,shift_l2,0
4663721,906.8973108041806,53,57,sum,shift_l2,0
4083005,877.0017833178241,58,58,sum,shift_l2,0
2938817,801.409906479669,48,59,sum,shift_l2,0
12894,777.1523418179228,50,60,sum,shift_l2,0
572389,761.7874530598489,47,61,sum,shift_l2,0
59672,746.7248455953519,49,62,sum,shift_l2,0
12629,644.6195899924695,46,63,sum,shift_l2,0
597124,640.4790015534351,41,64,sum,shift_l2,0
1575787,639.9175300113247,42,65,sum,shift_l2,0
992150,637.8287138296814,44,66,sum,shift_l2,0
59287,637.5473669547412,40,67,sum,shift_l2,0
3161059,623.0967313077094,44,68,sum,shift_l2,0
1534,611.6577271782085,47,69,sum,shift_l2,0
8780,579.84004623186,47,70,sum,shift_l2,0
1160630,549.45185693183,38,71,sum,shift_l2,0
354058,545.3558996113525,39,72,sum,shift_l2,0
2210138,541.5361682905062,41,73,sum,shift_l2,0
2633996,536.4637296758896,40,74,sum,shift_l2,0
580596,524.2210476236405,34,75,sum,shift_l2,0
4210635,505.52560931298103,38,76,sum,shift_l2,0
2210112,489.71080646234606,33,77,sum,shift_l2,0
4441205,466.1659639177207,35,78,sum,shift_l2,0
3971960,448.1617859406946,36,79,sum,shift_l2,0
4255891,446.51829750556414,37,80,sum,shift_l2,0
3144740,442.3450872214882,39,81,sum,shift_l2,0
2028785,436.77935262254556,36,82,sum,shift_l2,0
2514601,433.7621698141044,35,83,sum,shift_l2,0
1921557,414.5166911545632,3,84,sum,shift_l2,0
3926687,411.78994795759365,4,85,sum,shift_l2,0
741522,402.58544937477666,2,86,sum,shift_l2,0
3519220,399.8566043988926,4,87,sum,shift_l2,0
527185,384.3544693226535,1,88,sum,shift_l2,0
1489516,381.32813404985484,1,89,sum,shift_l2,0
1386641,377.9418056221625,2,90,sum,shift_l2,0
1390739,377.20274554950345,2,91,sum,shift_l2,0
3132371,376.9008602096006,1,92,sum,shift_l2,0
2341636,376.4192726490005,7,93,sum,shift_l2,0
255173,376.3236515512895,4,94,sum,shift_l2,0
28878,371.4089350300266,1,95,sum,shift_l2,0
3222899,366.8748464631695,1,96,sum,shift_l2,0
399586,363.7954943155181,2,97,sum,shift_l2,0
9335,363.7939104186774,1,98,sum,shift_l2,0
2880912,362.4897458251364,1,99,sum,shift_l2,0
89407,362.47449764720943,3,100,sum,shift_l2,0
4165389,362.34324132556895,1,101,sum,shift_l2,0
75233,361.65254719220627,6,102,sum,shift_l2,0
761837,361.0143751008708,5,103,sum,shift_l2,0
4190246,360.0197680146282,4,104,sum,shift_l2,0
3115897,355.6076726252327,3,105,sum,shift_l2,0
3585037,346.8540544884664,6,106,sum,shift_l2,0
593032,346.4713614637343,4,107,sum,shift_l2,0
54680,346.38700975990884,5,108,sum,shift_l2,0
3782465,341.58423763656134,29,109,sum,shift_l2,0
51874,333.42133979826554,6,110,sum,shift_l2,0
4066668,324.9515963716011,7,111,sum,shift_l2,0
597096,318.2258849908917,5,112,sum,shift_l2,0
469386,315.6062743033237,29,113,sum,shift_l2,0
4519531,308.5265925053937,9,114,sum,shift_l2,0
1530555,308.2151763380281,5,115,sum,shift_l2,0
1020834,302.1999120139518,24,116,sum,shift_l2,0
1238707,294.6368871508024,25,117,sum,shift_l2,0
2152541,294.14856562172986,8,118,sum,shift_l2,0
880988,283.8337625518911,9,119,sum,shift_l2,0
370858,279.2341423612619,12,120,sum,shift_l2,0
502505,276.4893046282217,3,121,sum,shift_l2,0
3177541,275.363075718368,24,122,sum,shift_l2,0
4737784,272.1999121522441,8,123,sum,shift_l2,0
57593,262.8734047306552,17,124,sum,shift_l2,0
3284369,261.0571720844652,2,125,sum,shift_l2,0
4630710,257.11295084235934,23,126,sum,shift_l2,0
2942932,257.0880151659461,9,127,sum,shift_l2,0
1617208,257.03102858403673,7,128,sum,shift_l2,0
761815,257.0008422266886,14,129,sum,shift_l2,0
152353,253.59895576697312,2,130,sum,shift_l2,0
3259812,248.39934370958088,13,131,sum,shift_l2,0
2292360,247.11487862599046,10,132,sum,shift_l2,0
2300817,246.01211552749538,6,133,sum,shift_l2,0
2572239,242.456886337558,2,134,sum,shift_l2,0
4527711,235.7537647165707,11,135,sum,shift_l2,0
2333454,227.20906530484743,19,136,sum,shift_l2,0
3761757,225.91482414514743,19,137,sum,shift_l2,0
3350267,220.82313135810995,11,138,sum,shift_l2,0
345849,220.18047307739897,20,139,sum,shift_l2,0
111282,217.13620115889168,11,140,sum,shift_l2,0
1452536,213.17744114544846,20,141,sum,shift_l2,0
4741916,208.15022230544923,20,142,sum,shift_l2,0
4433579,204.8732662549518,1,143,sum,shift_l2,0
1900909,204.74163994273042,8,144,sum,shift_l2,0
3914248,204.53966669658607,18,145,sum,shift_l2,0
3013077,200.80510113134196,19,146,sum,shift_l2,0
1357851,193.08737471058106,15,147,sum,shift_l2,0
403698,184.861633606564,17,148,sum,shift_l2,0
29280,182.63483217292486,14,149,sum,shift_l2,0
2926410,181.44522671889027,18,150,sum,shift_l2,0
53533,181.13669872577424,6,151,sum,shift_l2,0
4124326,180.49019148530292,1,152,sum,shift_l2,0
1341428,180.2671192654535,8,153,sum,shift_l2,0
4235374,158.4743226251435,5,154,sum,shift_l2,0
1971102,109.09644770901504,6,155,sum,shift_l2,0
4194222,100.72312171446083,4,156,sum,shift_l2,0
