shift_l2,user_id,item_id,merchant_id,order_id,y_convert,tau2
15.35695643269188,355705,1008536,1008536,355705_1008536_74,0,1.4392524082165274e-09
11.086696084970153,660756,2189611,2189611,660756_2189611_75,0,3.5490392768635904e-07
29.760304894879194,285006,2708068,2708068,285006_2708068_76,0,7.255491959880417e-08
16.956201357797525,406280,354058,354058,406280_354058_77,0,5.301715455563472e-07
31.150216164049294,785718,3383174,3383174,785718_3383174_78,0,6.917676619339812e-09
34.960703773925765,445559,2304650,2304650,445559_2304650_79,0,2.7957436505826914e-10
11.399913610332984,299133,2370398,2370398,299133_2370398_80,0,1.6729405495023599e-09
20.863049140459168,554135,4704858,4704858,554135_4704858_81,0,1.4887663208125726e-09
25.08454702791167,61893,3498634,3498634,61893_3498634_82,0,1.4887663208125726e-09
28.430546768470045,976387,3576787,3576787,976387_3576787_83,0,1.478428944302872e-09
37.016402556483406,182294,226288,226288,182294_226288_84,0,1.6729405495023599e-09
32.53600930242506,164159,1020837,574,164159_1020837_85,0,1.4887663208125726e-09
18.763743647842382,853261,3087177,3087177,853261_3087177_86,0,1.6729405495023599e-09
17.986316524583863,107222,3498634,3498634,107222_3498634_87,0,3.7469930723535715e-09
8.938153378903221,68437,1843266,1843266,68437_1843266_88,0,2.9745715754783293e-07
36.22191466296433,213673,4235248,54415,213673_4235248_89,0,1.2276185528489758e-09
27.254975586809937,89788,2370398,2370398,89788_2370398_90,0,1.402041191524493e-09
20.567141225902464,583184,2304650,2304650,583184_2304650_91,0,4.7313302657970884e-08
16.49500131165072,871079,1053625,1053625,871079_1053625_92,0,2.637713874458522e-08
33.47227607082619,364210,4704858,4704858,364210_4704858_93,0,1.4887663208125726e-09
19.588297729329472,165317,3498634,3498634,165317_3498634_94,0,1.4887663208125726e-09
12.796666374220038,358117,3576787,3576787,358117_3576787_95,0,5.128356418588598e-08
10.781422835504229,842759,3914248,3914248,842759_3914248_96,0,5.452669646046701e-08
32.201722571087664,129296,3498634,3498634,129296_3498634_97,0,1.478428944302872e-09
24.23502754076817,58307,564174,59287,58307_564174_98,0,1.6221903985391157e-05
21.420504302210343,882265,3848343,3848343,882265_3848343_99,0,1.2688142543128947e-09
19.062002800825105,258467,2535188,2535188,258467_2535188_100,0,1.6729405495023599e-09
9.791697963033423,904345,597124,597124,904345_597124_101,0,5.111356288654354e-08
18.38695250144933,850721,2506320,2506320,850721_2506320_102,0,1.4887663208125726e-09
7.687994067590055,166303,1020834,1020834,166303_1020834_103,0,3.3984224761058547e-06
26.990114042103013,205897,1843266,1843266,205897_1843266_104,0,5.206455048066214e-07
24.439111817305886,767234,2304650,2304650,767234_2304650_105,0,1.4887663208125726e-09
27.997099551483583,139321,1020837,574,139321_1020837_106,0,1.4887663208125726e-09
32.40126529719658,122214,226288,226288,122214_226288_107,0,1.6729405495023599e-09
33.91305835092069,75395,119308,119308,75395_119308_108,0,8.827988191214557e-10
30.076073201220822,339528,1538694,1538694,339528_1538694_109,0,5.462277535177781e-10
14.072745315797228,394141,53521,53521,394141_53521_110,0,1.6321132285190505e-07
39.68797254770938,982629,226288,226288,982629_226288_111,0,4.255261265232086e-09
44.060357363080186,331488,2810899,2810899,331488_2810899_112,0,3.871311272178843e-07
36.094818072818526,953149,4235248,54415,953149_4235248_113,0,1.2276185528489758e-09
18.072819070689704,989177,2535188,2535188,989177_2535188_114,0,1.6729405495023599e-09
16.033145806289212,210640,2938817,2938817,210640_2938817_115,0,7.793796529963133e-07
27.29172071227583,424333,4083005,4083005,424333_4083005_116,0,1.1420015398789351e-05
10.14422955997725,351144,3757633,3757633,351144_3757633_117,0,7.674037698631165e-08
26.84524828689244,490863,2304650,2304650,490863_2304650_118,0,1.4887663208125726e-09
34.05047035097379,811300,3885368,3885368,811300_3885368_119,0,5.364363154856664e-07
16.224576780350624,471653,3885368,3885368,471653_3885368_120,0,1.6729405495023599e-09
24.9421713990836,651460,3848343,3848343,651460_3848343_121,0,8.243048781644832e-10
15.390806796365105,453400,3350267,3350267,453400_3350267_122,0,2.1137423453204665e-05
24.138362026898353,327264,1160630,1160630,327264_1160630_123,0,1.4239080466505526e-05
33.12102530368424,394268,226288,226288,394268_226288_124,0,1.6729405495023599e-09
27.217816421726216,611682,4235248,54415,611682_4235248_125,0,1.6729405495023599e-09
8.167349487527952,367054,3761757,3761757,367054_3761757_126,0,4.304008459370325e-05
12.712083383269226,627996,498321,498321,627996_498321_127,0,5.128356418588598e-08
25.694876521138504,985255,4235248,54415,985255_4235248_128,0,1.6729405495023599e-09
30.000982100466334,319411,2535188,2535188,319411_2535188_129,0,1.6619813161306284e-09
34.04606554393603,622408,4235248,54415,622408_4235248_130,0,1.6619813161306284e-09
24.958537173457575,364448,880988,880988,364448_880988_131,0,2.3848365575890106e-05
14.988600828756601,303794,2996490,2996490,303794_2996490_132,0,4.7313302657970884e-08
12.281929200971785,359795,2292349,2292349,359795_2292349_133,0,2.7353575138288705e-07
30.54511128651676,267140,1440054,1440054,267140_1440054_134,0,1.0775192145768429e-07
15.508657366287414,201765,3848343,3848343,201765_3848343_135,0,1.2688142543128947e-09
18.023219455656815,80381,2543388,2543388,80381_2543388_136,0,1.1141180198694007e-09
26.819658074708283,773753,2304650,2304650,773753_2304650_137,0,1.4887663208125726e-09
32.04618215051349,129190,226288,226288,129190_226288_138,0,3.8816149664040366e-08
20.470974904606734,759093,2259399,2259399,759093_2259399_139,0,1.4887663208125726e-09
35.430234535027445,456977,226288,226288,456977_226288_140,0,1.6729405495023599e-09
25.247748333213924,16585,1575787,1575787,16585_1575787_141,0,3.782210733529609e-06
24.477070290692694,728149,1538694,1538694,728149_1538694_142,0,1.4887663208125726e-09
23.64709661641795,355436,490022,490022,355436_490022_143,0,1.6729405495023599e-09
29.519362342988675,834668,119308,119308,834668_119308_144,0,8.827988191214557e-10
18.994108924505035,970151,2996531,2996531,970151_2996531_145,0,4.7313302657970884e-08
27.626293515052815,755179,1020837,574,755179_1020837_146,0,1.4887663208125726e-09
29.148331779173315,471083,2506320,2506320,471083_2506320_147,0,1.478428944302872e-09
30.235076601367094,322082,2996531,2996531,322082_2996531_148,0,1.478428944302872e-09
23.94230948437789,483529,2535188,2535188,483529_2535188_149,0,1.6729405495023599e-09
16.115275288116237,249966,1415412,1415412,249966_1415412_150,0,1.6729405495023599e-09
7.021223821959639,968973,345849,345849,968973_345849_151,0,2.390711142855496e-07
29.77385681973581,806305,3498634,3498634,806305_3498634_152,0,1.478428944302872e-09
23.953358987102053,832130,4235248,54415,832130_4235248_153,0,1.6729405495023599e-09
18.494839293368795,366503,2996490,2996490,366503_2996490_154,0,1.4887663208125726e-09
15.07599298944052,488782,403683,403683,488782_403683_155,0,1.4887663208125726e-09
33.46648690541594,413533,3885368,3885368,413533_3885368_156,0,2.8130623102336345e-07
23.28570954314183,799662,2304650,2304650,799662_2304650_157,0,1.4887663208125726e-09
9.064829769242863,993370,4680184,4680184,993370_4680184_158,0,1.353244058546746e-05
6.98632346401059,572022,4741916,4741916,572022_4741916_159,0,1.4824277399429439e-06
25.034742674218688,921045,2506320,2506320,921045_2506320_160,0,1.4887663208125726e-09
14.156998760552408,145127,53521,53521,145127_53521_161,0,5.128356418588598e-08
16.904573001245442,270969,2370398,2370398,270969_2370398_162,0,1.6729405495023599e-09
21.089673063154386,486034,2304650,2304650,486034_2304650_163,0,1.4887663208125726e-09
106.5392262540051,879496,3926687,3926687,879496_3926687_164,0,6.209301081330825e-07
9.180417927983171,997201,345842,12894,997201_345842_165,0,8.480322705477898e-08
37.68205906207407,763752,119308,119308,763752_119308_166,0,8.748426873512171e-10
12.217753641428203,569518,3848343,3848343,569518_3848343_167,0,1.4422435379375805e-09
28.469270063172516,270881,1020837,574,270881_1020837_168,0,1.4887663208125726e-09
13.730953333103697,131613,4704861,4704861,131613_4704861_169,0,8.554662384364098e-10
15.069710017259075,589272,1863797,1863797,589272_1863797_170,0,1.4887663208125726e-09
30.880980822367892,547507,872698,872698,547507_872698_171,0,6.464432495106096e-08
20.85027510236654,868327,4704858,4704858,868327_4704858_172,0,3.740180548931712e-08
23.62460631540283,199218,3498634,3498634,199218_3498634_173,0,1.4887663208125726e-09
14.659966826101167,250854,4420529,79851,250854_4420529_174,0,1.6729405495023599e-09
24.256556387006768,79326,498321,498321,79326_498321_175,0,1.6729405495023599e-09
8.04948646385237,87500,345849,345849,87500_345849_176,0,5.800243721721412e-07
12.926679252587348,328708,2259399,2259399,328708_2259399_177,0,1.4887663208125726e-09
23.441800318960357,562286,3885368,3885368,562286_3885368_178,0,1.6729405495023599e-09
27.842644088568598,816228,2996490,2996490,816228_2996490_179,0,1.478428944302872e-09
13.603556380452357,723789,2633996,2633996,723789_2633996_180,0,1.4586085620431079e-06
22.403975400090594,784664,3576787,3576787,784664_3576787_181,0,1.4887663208125726e-09
36.46713722146028,14456,4704858,4704858,14456_4704858_182,0,1.4887663208125726e-09
36.66821413128408,322184,119308,119308,322184_119308_183,0,8.748426873512171e-10
37.37224207039044,466269,2810899,2810899,466269_2810899_184,0,4.0683924755033766e-07
19.888686576687956,271060,1863797,1863797,271060_1863797_185,0,1.4887663208125726e-09
27.13656134350163,331393,1020837,574,331393_1020837_186,0,4.7313302657970884e-08
22.818848764622253,461196,2304650,2304650,461196_2304650_187,0,1.4887663208125726e-09
10.464069179041841,72515,2514601,2514601,72515_2514601_188,0,1.1454582213865827e-06
32.85260148605147,761420,119308,119308,761420_119308_189,0,8.827988191214557e-10
31.6781175882617,692434,119308,119308,692434_119308_190,0,8.827988191214557e-10
30.04821707091372,496644,1435913,1435913,496644_1435913_191,0,1.4530290618276852e-09
19.47190078993575,87029,3885368,3885368,87029_3885368_192,0,1.6729405495023599e-09
16.1991874075217,353555,2370398,2370398,353555_2370398_193,0,1.6729405495023599e-09
19.683601981607772,783701,490022,490022,783701_490022_194,0,4.7313302657970884e-08
6.635422610348276,932427,4741916,4741916,932427_4741916_195,0,2.4115833934315072e-05
29.980219180746747,8357,2535188,2535188,8357_2535188_196,0,1.6619813161306284e-09
8.274682776448198,520796,2210138,2210138,520796_2210138_197,0,8.585293563629775e-09
14.233873212826959,926628,498321,498321,926628_498321_198,0,1.6729405495023599e-09
22.106972398975433,595983,41284,41284,595983_41284_199,0,5.317897122254082e-07
24.43975580510635,460651,2535188,2535188,460651_2535188_200,0,1.6729405495023599e-09
13.158000114040178,961486,3087177,3087177,961486_3087177_201,0,5.128356418588598e-08
13.757887508638753,187554,1415412,1415412,187554_1415412_202,0,1.6729405495023599e-09
15.556077924946996,106256,1538694,1538694,106256_1538694_203,0,1.4887663208125726e-09
35.46615263038979,472813,2810899,2810899,472813_2810899_204,0,8.315349503736945e-07
24.6333622283106,762622,2708068,2708068,762622_2708068_205,0,1.6619813161306284e-09
22.37000411838952,562611,53521,53521,562611_53521_206,0,1.4887663208125726e-09
13.72149030846055,462341,1843266,1843266,462341_1843266_207,0,1.5738785634762538e-09
28.515388786404095,374668,3885368,3885368,374668_3885368_208,0,1.6619813161306284e-09
28.479007090553807,593662,3848343,3848343,593662_3848343_209,0,1.377613353267061e-08
42.45014895125332,152531,2810899,2810899,152531_2810899_210,0,5.869666112315036e-07
20.971957331546353,282675,4704858,4704858,282675_4704858_211,0,1.4887663208125726e-09
37.635342054961455,816240,2810899,2810899,816240_2810899_212,0,6.194933320709208e-07
18.949597206734182,181588,2996531,2996531,181588_2996531_213,0,4.7313302657970884e-08
5.637297859095342,373353,3259812,3259812,373353_3259812_214,0,1.8525463012241056e-06
21.365323886251613,534834,2292349,2292349,534834_2292349_215,0,4.643557790206816e-07
14.266282061478835,828815,53521,53521,828815_53521_216,0,1.4887663208125726e-09
15.941814422363205,17294,366512,366512,17294_366512_217,0,1.4887663208125726e-09
34.727760137122104,702318,226288,226288,702318_226288_218,0,1.6729405495023599e-09
12.138723106933822,869383,2259399,2259399,869383_2259399_219,0,1.4887663208125726e-09
24.46422210282652,48941,3757633,3757633,48941_3757633_220,0,7.219309510540693e-10
26.858710120375704,814444,4704858,4704858,814444_4704858_221,0,1.4887663208125726e-09
16.629581248434267,87665,967444,967444,87665_967444_222,0,7.154456026506485e-10
12.73410267589713,436793,370858,370858,436793_370858_223,0,1.5799281207346775e-05
18.781430256886537,376352,3498634,3498634,376352_3498634_224,0,1.4887663208125726e-09
36.99956376736503,1000345,2810899,2810899,1000345_2810899_225,0,4.0683924755033766e-07
11.628159449643478,543004,1613010,1613010,543004_1613010_226,0,5.128356418588598e-08
11.160832715455319,192038,872698,872698,192038_872698_227,0,1.4887663208125726e-09
26.842809808289882,425426,543572,57593,425426_543572_228,0,3.562512076755443e-07
19.067808824746642,416346,872698,872698,416346_872698_229,0,1.4887663208125726e-09
17.70537562012016,242197,1613010,1613010,242197_1613010_230,0,1.6729405495023599e-09
11.281605322129995,184636,4239403,4239403,184636_4239403_231,0,1.4887663208125726e-09
40.92210251726666,627952,119308,119308,627952_119308_232,0,1.2316140012244287e-08
30.953052618527575,540643,2942932,2942932,540643_2942932_233,0,3.4222767119485975e-07
20.273640795039945,992660,2506320,2506320,992660_2506320_234,0,1.4887663208125726e-09
37.63862865324553,235464,2810899,2810899,235464_2810899_235,0,6.194933320709208e-07
35.553201852547,520796,2810899,2810899,520796_2810899_236,0,7.752730884730042e-07
19.900557718654127,145110,2996531,2996531,145110_2996531_237,0,1.4887663208125726e-09
16.316748606258276,315373,3161059,3161059,315373_3161059_238,0,1.730370955590505e-06
26.406792908247468,598739,366512,366512,598739_366512_239,0,1.478428944302872e-09
19.072853224165335,949491,2708068,2708068,949491_2708068_240,0,1.6729405495023599e-09
26.989581664733432,616882,1020837,574,616882_1020837_241,0,3.581375928674325e-08
11.689552904891425,731401,1863797,1863797,731401_1863797_242,0,1.4887663208125726e-09
20.63990344275835,947769,4239403,4239403,947769_4239403_243,0,1.4887663208125726e-09
14.141540037342216,42333,111282,111282,42333_111282_244,0,1.8024608338061155e-05
31.103103269405565,567567,490022,490022,567567_490022_245,0,1.6619813161306284e-09
19.548347606365837,514903,2996531,2996531,514903_2996531_246,0,1.4887663208125726e-09
13.050127773606365,182945,469386,469386,182945_469386_247,0,1.6156055023641056e-07
16.51855277009138,738178,3144740,3144740,738178_3144740_248,0,7.415126546585438e-07
19.578335997496065,870198,872698,872698,870198_872698_249,0,1.4887663208125726e-09
21.78570314524287,397281,1008536,1008536,397281_1008536_250,0,1.2821242270812007e-10
31.938282983337796,214851,4235248,54415,214851_4235248_251,0,1.6729405495023599e-09
9.783744997625924,320934,967444,967444,320934_967444_252,0,1.75453472481082e-05
16.927032121524167,776567,3885368,3885368,776567_3885368_253,0,1.6729405495023599e-09
21.915172222951636,12091,4239403,4239403,12091_4239403_254,0,1.4887663208125726e-09
35.90765685183662,172328,2810899,2810899,172328_2810899_255,0,7.966211457289059e-07
29.700697106328775,84688,3498634,3498634,84688_3498634_256,0,1.478428944302872e-09
32.44858992657217,258189,119308,119308,258189_119308_257,0,8.827988191214557e-10
11.518939737763173,816224,1435913,1435913,816224_1435913_258,0,5.128356418588598e-08
24.411304750059042,481580,366512,366512,481580_366512_259,0,1.4887663208125726e-09
27.2002869329664,340968,1020837,574,340968_1020837_260,0,4.7313302657970884e-08
24.700393634394196,191954,490022,490022,191954_490022_261,0,1.6729405495023599e-09
30.352528073778696,342997,119308,119308,342997_119308_262,0,8.827988191214557e-10
18.512565713736755,789512,2506320,2506320,789512_2506320_263,0,1.4887663208125726e-09
16.822087518124576,569879,53521,53521,569879_53521_264,0,1.4887663208125726e-09
15.074274236363244,304760,2996490,2996490,304760_2996490_265,0,1.4887663208125726e-09
13.866261606400391,236930,1415412,1415412,236930_1415412_266,0,1.6729405495023599e-09
20.750005215044315,633510,2996531,2996531,633510_2996531_267,0,1.4887663208125726e-09
35.09942756294627,150939,226288,226288,150939_226288_268,0,1.6729405495023599e-09
31.979136560301534,527682,2535188,2535188,527682_2535188_269,0,1.6619813161306284e-09
32.08494140858222,273207,119308,119308,273207_119308_270,0,8.827988191214557e-10
25.00355270142157,752122,4647166,4647166,752122_4647166_271,0,2.6462135678657904e-06
8.266661472161003,707968,2292349,2292349,707968_2292349_272,0,7.327051298626346e-06
19.257333491122814,99282,2535188,2535188,99282_2535188_273,0,1.6729405495023599e-09
13.731323495630402,814696,1435913,1435913,814696_1435913_274,0,1.4887663208125726e-09
28.613642503136028,620815,2304650,2304650,620815_2304650_275,0,1.4887663208125726e-09
29.067233597014283,299104,3498634,3498634,299104_3498634_276,0,1.478428944302872e-09
30.708557463861506,670699,1613010,1613010,670699_1613010_277,0,2.4939927679958213e-08
35.03454958485778,45183,226288,226288,45183_226288_278,0,1.6729405495023599e-09
30.805827182017335,260496,119308,119308,260496_119308_279,0,8.827988191214557e-10
44.09448815175884,546641,226288,226288,546641_226288_280,0,4.6841531299986024e-07
26.18496052343884,370258,4235248,54415,370258_4235248_281,0,1.6729405495023599e-09
34.55132896114485,648601,2810899,2810899,648601_2810899_282,0,5.682989266335533e-07
25.32795024473659,963608,1575787,1575787,963608_1575787_283,0,3.558074856380267e-06
32.47409904180062,823994,119308,119308,823994_119308_284,0,8.827988191214557e-10
33.30464272915833,301162,4235248,54415,301162_4235248_285,0,1.6619813161306284e-09
33.47760404021927,41183,226288,226288,41183_226288_286,0,1.6729405495023599e-09
12.888870392182518,418668,3383159,3383159,418668_3383159_287,0,1.6729405495023599e-09
22.852455412270505,213673,1575787,1575787,213673_1575787_288,0,6.148717723282886e-06
22.433828336074072,902021,2996531,2996531,902021_2996531_289,0,1.4887663208125726e-09
22.518332449776285,687241,3848343,3848343,687241_3848343_290,0,5.714326317634219e-10
15.733226268964366,806633,3576787,3576787,806633_3576787_291,0,1.4887663208125726e-09
12.46387298802592,189721,1160630,1160630,189721_1160630_292,0,2.6247272286449985e-07
28.14002641395458,528052,4235248,54415,528052_4235248_293,0,1.6729405495023599e-09
9.900995555063488,817234,2708068,2708068,817234_2708068_294,0,6.915426900172706e-08
33.58546327788482,904509,2304650,2304650,904509_2304650_295,0,1.478428944302872e-09
9.06727103019683,810958,572389,572389,810958_572389_296,0,6.251996689245921e-08
30.225381395433082,494159,53521,53521,494159_53521_297,0,1.23389062465829e-09
15.560677341293616,853116,53521,53521,853116_53521_298,0,1.4887663208125726e-09
7.872116228806109,996573,1575787,1575787,996573_1575787_299,0,1.0167409220486804e-05
26.3049071699114,677755,2543388,2543388,677755_2543388_300,0,4.2489804886202804e-10
19.510683773241496,15419,572389,572389,15419_572389_301,0,1.5615888240397745e-06
21.365851605083314,158343,3498634,3498634,158343_3498634_302,0,1.4887663208125726e-09
30.66464620869997,1676,2370398,2370398,1676_2370398_303,0,5.5703960511836785e-08
25.768117854498165,879982,3498634,3498634,879982_3498634_304,0,1.4887663208125726e-09
141.75325419688912,2675,1921557,1921557,2675_1921557_305,0,1.2884475042537256e-05
38.530197269147386,479788,4704858,4704858,479788_4704858_306,0,1.4887663208125726e-09
27.017603387888528,587127,1863797,1863797,587127_1863797_307,0,1.0032945917883183e-09
25.192598421041406,939636,1415412,1415412,939636_1415412_308,0,7.524754834719176e-10
24.294936426793154,202391,345842,12894,202391_345842_309,0,4.4362643297092045e-06
13.703139185616884,766495,2292349,2292349,766495_2292349_310,0,2.760061945562092e-07
23.166054677189006,748207,3498634,3498634,748207_3498634_311,0,1.4887663208125726e-09
57.88022478719532,970135,2341636,2341636,970135_2341636_312,0,6.059101990507396e-07
19.6322990641612,781903,490022,490022,781903_490022_313,0,3.037129966681207e-08
17.8965178948264,489082,2506320,2506320,489082_2506320_314,0,1.4887663208125726e-09
28.45411474528381,13825,2506320,2506320,13825_2506320_315,0,6.307243168586381e-10
14.154125130191762,966134,3856636,29280,966134_3856636_316,0,4.5227133830894255e-05
28.133423506879232,284998,498321,498321,284998_498321_317,0,1.6619813161306284e-09
11.265801348952461,598010,3757633,3757633,598010_3757633_318,0,1.4887663208125726e-09
11.59641800645621,570122,1238707,1238707,570122_1238707_319,0,1.343356930945148e-07
24.119553558055294,581348,967444,967444,581348_967444_320,0,2.2596261630808192e-10
17.698226723005885,46789,1435913,1435913,46789_1435913_321,0,1.4887663208125726e-09
32.2531035891872,403074,53521,53521,403074_53521_322,0,6.354342330132211e-08
30.391335661573308,338278,119308,119308,338278_119308_323,0,8.827988191214557e-10
29.8157037456299,746138,4235248,54415,746138_4235248_324,0,1.6729405495023599e-09
30.235365020056484,969330,1538694,1538694,969330_1538694_325,0,1.23389062465829e-09
9.372787494553608,235767,3177541,3177541,235767_3177541_326,0,6.119143934971762e-08
38.5761680931182,958855,119308,119308,958855_119308_327,0,8.748426873512171e-10
20.679034959911586,203849,2996531,2996531,203849_2996531_328,0,1.4887663208125726e-09
13.45712090409317,862516,3087177,3087177,862516_3087177_329,0,1.6729405495023599e-09
32.02383982707614,345855,226288,226288,345855_226288_330,0,4.511809506023686e-08
23.33154555189447,690365,2708068,2708068,690365_2708068_331,0,7.524754834719176e-10
19.681692216176142,512914,2708068,2708068,512914_2708068_332,0,1.6729405495023599e-09
14.185048254318605,475140,230418,230418,475140_230418_333,0,1.4887663208125726e-09
21.361613845721013,270087,230418,230418,270087_230418_334,0,1.4887663208125726e-09
8.207242988862038,116517,4663721,4663721,116517_4663721_335,0,1.1310899314732787e-05
14.985547709907568,55355,4239403,4239403,55355_4239403_336,0,1.4887663208125726e-09
35.03710484101118,205551,226288,226288,205551_226288_337,0,1.6729405495023599e-09
28.32761637864289,874562,1020837,574,874562_1020837_338,0,1.4887663208125726e-09
11.840566324787025,231547,1008536,1008536,231547_1008536_339,0,1.6236018277411444e-09
7.5674715319240295,769467,3161059,3161059,769467_3161059_340,0,1.3991419995842867e-05
25.729448453083055,238348,4235248,54415,238348_4235248_341,0,1.6729405495023599e-09
