y,batch,x_q_toks,x_q_chars,x_qmark,x_q_ents,x_n_cand,x_js_overlap,x_rank_corr,x_sparse_margin,x_dense_margin,x_rrf_top1_mass,x_fuse_uniq,x_mean_q_overlap,x_ks,x_kd
0,2,0.55,0.73125,1,0.5,1,0.428571,0.321212,5.95093,0.0882271,0.10717,1,0.115394,5,5
1,2,0.4,0.55625,1,1.5,1,0.111111,-0.212121,3.58743,0.0324387,0.103794,1,0.0808622,5,5
0,2,0.4,0.60625,1,1.16667,1,0.666667,0.660606,0.0572216,0.00455559,0.10717,1,0.138112,5,5
0,2,0.25,0.46875,1,0.333333,1,0.25,-0.0666667,0.62862,0.0395401,0.103873,1,0.132561,5,5
0,2,0.425,0.54375,1,0.5,1,0.666667,0.69697,1.45042,0.0286652,0.105469,1,0.0684807,5,5
0,2,0.4,0.61875,1,0.166667,1,0.111111,-0.769697,0.720733,0.0505529,0.102147,1,0.0768931,5,5
1,2,0.4,0.61875,1,0.5,1,0.25,0.0424242,0.951375,0.0276288,0.106306,1,0.130267,5,5
1,2,0.325,0.5125,1,0.833333,1,0.666667,0.187879,6.08499,0.0474867,0.104658,1,0.162989,5,5
0,2,0.35,0.6125,1,0.5,1,0.25,0.0666667,1.52378,0.106729,0.10717,1,0.265439,5,5
1,2,0.6,0.94375,1,1.83333,1,0.25,0.29697,2.67285,0.101258,0.10717,1,0.118131,5,5
0,2,0.275,0.425,1,0.833333,1,0.25,-0.2,0.12008,0.0666468,0.103873,1,0.063829,5,5
0,2,0.325,0.4125,1,0.5,1,0.428571,-0.00606061,1.57786,0.0426745,0.106306,1,0.134828,5,5
0,2,0.275,0.35,1,1.16667,1,0.25,0.0909091,4.21001,0.133921,0.10717,1,0.0999561,5,5
0,2,0.325,0.475,1,1,1,0.666667,0.854545,0.887968,0.0933732,0.10717,1,0.162723,5,5
1,2,0.325,0.5375,1,1,1,0.428571,0.551515,0.881874,0.0631332,0.106306,1,0.0704561,5,5
1,2,0.625,0.8625,1,1.16667,1,0.428571,0.0787879,0.00178645,0.0216962,0.106306,1,0.150626,5,5
1,2,0.4,0.58125,1,0.5,1,0.428571,0.418182,1.04071,0.0792936,0.106306,1,0.133456,5,5
1,2,0.525,0.7,1,1,1,0.428571,0.575758,2.21502,0.00157932,0.10717,1,0.11685,5,5
0,2,0.3,0.48125,1,1.16667,1,0.428571,0.163636,1.98191,0.0549835,0.105442,1,0.119246,5,5
1,2,0.55,0.73125,1,1.16667,1,0.428571,-0.0181818,2.14497,0.0606802,0.105442,1,0.172475,5,5
0,2,0.25,0.3625,1,1,1,0.428571,0.139394,2.92924,0.0129885,0.105442,1,0.0812026,5,5
1,2,0.375,0.54375,1,0.5,1,0.428571,-0.0666667,0.311412,0.00839081,0.106306,1,0.148106,5,5
0,2,0.375,0.5,1,0.333333,1,0.25,-0.212121,8.06563,0.0457474,0.104658,1,0.112157,5,5
1,2,0.475,0.65,1,0.833333,1,0.428571,0.842424,10.3991,0.296606,0.10717,1,0.219109,5,5
1,2,0.35,0.50625,1,0.5,1,0.25,-0.260606,5.623,0.0382719,0.106306,1,0.131369,5,5
1,2,0.425,0.725,1,0.666667,1,0.25,-0.260606,1.76952,0.0414603,0.104605,1,0.165964,5,5
1,2,0.3,0.5625,1,1,1,0.428571,0.393939,3.81658,0.00473266,0.10717,1,0.139105,5,5
0,2,0.325,0.50625,1,0.666667,1,0.428571,-0.0787879,1.23584,0.0199001,0.105469,1,0.150612,5,5
1,2,0.275,0.40625,1,0.666667,0.5,1,0.1,1.00453,0.0281637,0.203176,1,0.179534,5,5
1,2,0.7,1.1,1,0.666667,1,0.666667,0.709091,5.73464,0.0387476,0.10717,1,0.17124,5,5
1,2,0.375,0.51875,1,0.833333,1,0.428571,0.430303,0.355358,0.0869336,0.106306,1,0.17403,5,5
0,2,0.725,1.0125,1,1,1,0.428571,0.29697,1.06483,0.0367809,0.105469,1,0.124362,5,5
0,2,0.275,0.35,1,1,1,0.428571,0.563636,0.290553,0.0617361,0.105469,1,0.0924034,5,5
1,2,0.4,0.6,1,1,1,0.666667,0.309091,1.3673,0.00248939,0.106306,1,0.145828,5,5
1,2,0.475,0.68125,1,1,1,0.666667,0.563636,8.15464,0.0927318,0.10717,1,0.121662,5,5
1,2,0.35,0.49375,1,0.5,1,0.25,-0.575758,1.23183,0.00929965,0.102372,1,0.125159,5,5
0,2,0.4,0.6375,1,0.833333,1,0.428571,0.672727,0.949544,0.0697762,0.10717,1,0.160366,5,5
1,2,0.375,0.61875,1,0.5,1,0.428571,0.393939,1.56862,0.0598305,0.10717,1,0.133135,5,5
0,2,0.775,1.05625,1,1.16667,1,0.666667,0.90303,10.0205,0.139473,0.10717,1,0.265203,5,5
1,2,0.35,0.51875,1,1.33333,1,0.25,-0.236364,1.49237,0.000721627,0.105442,1,0.114263,5,5
0,2,0.35,0.5,1,0.666667,1,0.428571,0.0666667,2.33611,0.0906836,0.10717,1,0.092318,5,5
1,2,0.475,0.65,1,1.16667,1,0.666667,0.6,2.09077,0.0223006,0.105469,1,0.15088,5,5
0,2,0.65,0.9125,1,0.666667,1,0.428571,0.878788,5.76904,0.00599791,0.106306,1,0.164101,5,5
