user_id,n_events,n_exp,n_clk,n_cnv,n_uniq_items,ctr,cvr,ctcvr,has_convert,span_sec
5608000,100,95,2,3,100,0.021052631578947368,1.5,0.031578947368421054,1,2995471
5880000,100,97,1,2,100,0.010309278350515464,2.0,0.020618556701030927,1,4619334
5534000,100,98,1,1,100,0.01020408163265306,1.0,0.01020408163265306,1,10322226
6916000,100,100,0,0,96,0.0,0.0,0.0,0,4498664
980000,100,87,8,5,100,0.09195402298850575,0.625,0.05747126436781609,1,1782074
5596000,100,97,0,3,100,0.0,0.0,0.030927835051546393,1,4425765
4256000,100,98,1,1,100,0.01020408163265306,1.0,0.01020408163265306,1,3864762
7980000,100,97,1,2,100,0.010309278350515464,2.0,0.020618556701030927,1,4277076
122000,100,96,3,1,100,0.03125,0.3333333333333333,0.010416666666666666,1,9852794
6234000,100,98,0,2,100,0.0,0.0,0.02040816326530612,1,4238586
8524000,100,99,1,0,100,0.010101010101010102,0.0,0.0,0,8729132
4186000,69,57,4,8,69,0.07017543859649122,2.0,0.14035087719298245,1,19497929
4636000,100,99,1,0,100,0.010101010101010102,0.0,0.0,0,8955071
9252000,100,99,1,0,100,0.010101010101010102,0.0,0.0,0,2783298
5336000,100,98,1,1,100,0.01020408163265306,1.0,0.01020408163265306,1,2857291
9224000,100,79,8,13,100,0.10126582278481013,1.625,0.16455696202531644,1,3421527
804000,100,100,0,0,100,0.0,0.0,0.0,0,1890568
4630000,100,96,1,3,100,0.010416666666666666,3.0,0.03125,1,13855085
1196000,100,99,1,0,100,0.010101010101010102,0.0,0.0,0,2965134
5052000,100,92,4,4,100,0.043478260869565216,1.0,0.043478260869565216,1,5312793
3846000,100,99,0,1,100,0.0,0.0,0.010101010101010102,1,4234457
1178000,100,95,4,1,100,0.042105263157894736,0.25,0.010526315789473684,1,4173997
4698000,100,97,0,3,100,0.0,0.0,0.030927835051546393,1,5850715
388000,100,99,0,1,100,0.0,0.0,0.010101010101010102,1,5537775
5426000,100,100,0,0,98,0.0,0.0,0.0,0,2013384
9054000,100,94,2,4,100,0.02127659574468085,2.0,0.0425531914893617,1,5358463
430000,100,100,0,0,98,0.0,0.0,0.0,0,4743063
3050000,100,99,0,1,100,0.0,0.0,0.010101010101010102,1,3081789
4016000,100,95,5,0,100,0.05263157894736842,0.0,0.0,0,4505281
666000,100,95,5,0,100,0.05263157894736842,0.0,0.0,0,3189686
4328000,100,99,1,0,100,0.010101010101010102,0.0,0.0,0,3862084
3948000,100,100,0,0,100,0.0,0.0,0.0,0,9091984
4914000,100,90,2,8,100,0.022222222222222223,4.0,0.08888888888888889,1,9421893
4806000,100,97,3,0,100,0.030927835051546393,0.0,0.0,0,3981407
9952000,95,88,4,3,95,0.045454545454545456,0.75,0.03409090909090909,1,1906604
9422000,100,93,4,3,100,0.043010752688172046,0.75,0.03225806451612903,1,4975720
8878000,100,97,3,0,100,0.030927835051546393,0.0,0.0,0,2295961
8808000,100,100,0,0,99,0.0,0.0,0.0,0,3896097
2634000,100,93,5,2,100,0.053763440860215055,0.4,0.021505376344086023,1,3196618
496000,100,92,8,0,100,0.08695652173913043,0.0,0.0,0,2051595
4390000,100,95,1,4,100,0.010526315789473684,4.0,0.042105263157894736,1,6076363
2766000,100,81,19,0,100,0.2345679012345679,0.0,0.0,0,3391310
3424000,100,100,0,0,100,0.0,0.0,0.0,0,1827292
6126000,100,100,0,0,99,0.0,0.0,0.0,0,1946375
5704000,100,90,4,6,100,0.044444444444444446,1.5,0.06666666666666667,1,10554303
5288000,100,60,16,24,100,0.26666666666666666,1.5,0.4,1,2489481
14000,100,91,7,2,100,0.07692307692307693,0.2857142857142857,0.02197802197802198,1,5112177
4106000,100,93,4,3,100,0.043010752688172046,0.75,0.03225806451612903,1,2507625
3316000,100,79,17,4,100,0.21518987341772153,0.23529411764705882,0.05063291139240506,1,2315854
8000,100,93,2,5,100,0.021505376344086023,2.5,0.053763440860215055,1,2959166
8570000,100,100,0,0,100,0.0,0.0,0.0,0,1984907
5222000,100,90,4,6,100,0.044444444444444446,1.5,0.06666666666666667,1,2827166
9428000,100,83,9,8,100,0.10843373493975904,0.8888888888888888,0.0963855421686747,1,5674308
3556000,100,98,1,1,100,0.01020408163265306,1.0,0.01020408163265306,1,4319604
9536000,100,91,1,8,100,0.01098901098901099,8.0,0.08791208791208792,1,3653595
9910000,100,81,6,13,99,0.07407407407407407,2.1666666666666665,0.16049382716049382,1,2074567
9674000,100,73,9,18,100,0.1232876712328767,2.0,0.2465753424657534,1,15376371
4460000,4,4,0,0,4,0.0,0.0,0.0,0,1174407
4522000,100,92,4,4,100,0.043478260869565216,1.0,0.043478260869565216,1,4058855
5330000,100,100,0,0,100,0.0,0.0,0.0,0,4838431
4540000,38,38,0,0,38,0.0,0.0,0.0,0,2409981
4744000,100,94,5,1,100,0.05319148936170213,0.2,0.010638297872340425,1,3737163
3930000,100,79,11,10,100,0.13924050632911392,0.9090909090909091,0.12658227848101267,1,3946150
3732000,100,99,1,0,100,0.010101010101010102,0.0,0.0,0,4043506
3840000,100,80,5,15,100,0.0625,3.0,0.1875,1,6907008
4214000,100,100,0,0,96,0.0,0.0,0.0,0,2868651
4432000,100,62,34,4,100,0.5483870967741935,0.11764705882352941,0.06451612903225806,1,1856430
3358000,43,43,0,0,43,0.0,0.0,0.0,0,2809324
9144000,100,100,0,0,100,0.0,0.0,0.0,0,2822777
10014000,100,84,2,14,100,0.023809523809523808,7.0,0.16666666666666666,1,9174277
10122000,100,92,1,7,99,0.010869565217391304,7.0,0.07608695652173914,1,6962641
9320000,100,94,1,5,100,0.010638297872340425,5.0,0.05319148936170213,1,4606200
10128000,100,99,1,0,100,0.010101010101010102,0.0,0.0,0,2912406
9844000,100,100,0,0,100,0.0,0.0,0.0,0,3062416
1088000,100,100,0,0,100,0.0,0.0,0.0,0,10480295
298000,100,98,1,1,100,0.01020408163265306,1.0,0.01020408163265306,1,6973484
8632000,35,35,0,0,35,0.0,0.0,0.0,0,4921331
5944000,100,86,2,12,100,0.023255813953488372,6.0,0.13953488372093023,1,3502931
5636000,100,94,1,5,100,0.010638297872340425,5.0,0.05319148936170213,1,3661360
8872000,100,96,2,2,100,0.020833333333333332,1.0,0.020833333333333332,1,9883830
116000,100,98,0,2,100,0.0,0.0,0.02040816326530612,1,2097758
8456000,100,100,0,0,99,0.0,0.0,0.0,0,2329489
7798000,100,100,0,0,99,0.0,0.0,0.0,0,3180389
8450000,100,87,3,10,100,0.034482758620689655,3.3333333333333335,0.11494252873563218,1,5191181
9070000,100,97,1,2,99,0.010309278350515464,2.0,0.020618556701030927,1,4567644
314000,100,88,3,9,100,0.03409090909090909,3.0,0.10227272727272728,1,2852885
8626000,100,99,1,0,100,0.010101010101010102,0.0,0.0,0,5683787
5106000,100,91,2,7,100,0.02197802197802198,3.5,0.07692307692307693,1,8134347
9138000,100,95,5,0,99,0.05263157894736842,0.0,0.0,0,4840150
8172000,100,100,0,0,100,0.0,0.0,0.0,0,2239420
4278000,100,98,1,1,100,0.01020408163265306,1.0,0.01020408163265306,1,3486197
5046000,100,100,0,0,100,0.0,0.0,0.0,0,3536300
9668000,100,97,2,1,100,0.020618556701030927,0.5,0.010309278350515464,1,7681781
9866000,100,84,10,6,100,0.11904761904761904,0.6,0.07142857142857142,1,2486934
9974000,100,93,7,0,99,0.07526881720430108,0.0,0.0,0,5490336
4624000,100,95,5,0,100,0.05263157894736842,0.0,0.0,0,3678770
2760000,100,90,5,5,100,0.05555555555555555,1.0,0.05555555555555555,1,2903559
4074000,100,86,7,7,100,0.08139534883720931,1.0,0.08139534883720931,1,3660598
9832000,100,100,0,0,100,0.0,0.0,0.0,0,2090357
4936000,100,93,4,3,99,0.043010752688172046,0.75,0.03225806451612903,1,3734144
4340000,100,95,5,0,100,0.05263157894736842,0.0,0.0,0,3685265
5414000,100,99,1,0,100,0.010101010101010102,0.0,0.0,0,5871611
5244000,100,99,1,0,100,0.010101010101010102,0.0,0.0,0,5068501
3966000,100,91,7,2,100,0.07692307692307693,0.2857142857142857,0.02197802197802198,1,4202192
4146000,100,98,0,2,100,0.0,0.0,0.02040816326530612,1,3055984
4562000,100,100,0,0,100,0.0,0.0,0.0,0,3365581
4358000,100,93,0,7,100,0.0,0.0,0.07526881720430108,1,3671019
3242000,100,92,3,5,98,0.03260869565217391,1.6666666666666667,0.05434782608695652,1,6830170
484000,100,96,1,3,100,0.010416666666666666,3.0,0.03125,1,4182662
10036000,100,78,11,11,100,0.14102564102564102,1.0,0.14102564102564102,1,3613844
9940000,24,21,3,0,24,0.14285714285714285,0.0,0.0,0,310924
9246000,100,68,11,21,100,0.16176470588235295,1.9090909090909092,0.3088235294117647,1,6769721
4870000,100,98,2,0,100,0.02040816326530612,0.0,0.0,0,4303930
5698000,100,100,0,0,100,0.0,0.0,0.0,0,5152531
5148000,100,100,0,0,100,0.0,0.0,0.0,0,3415792
4032000,100,88,7,5,100,0.07954545454545454,0.7142857142857143,0.056818181818181816,1,4426633
3658000,100,91,1,8,100,0.01098901098901099,8.0,0.08791208791208792,1,4647309
622000,100,92,3,5,100,0.03260869565217391,1.6666666666666667,0.05434782608695652,1,4714140
4250000,100,92,2,6,100,0.021739130434782608,3.0,0.06521739130434782,1,2374299
7750000,100,96,3,1,100,0.03125,0.3333333333333333,0.010416666666666666,1,1616571
8830000,28,28,0,0,28,0.0,0.0,0.0,0,2514990
9492000,100,100,0,0,100,0.0,0.0,0.0,0,2302010
3134000,100,93,0,7,100,0.0,0.0,0.07526881720430108,1,3568291
2868000,100,96,4,0,100,0.041666666666666664,0.0,0.0,0,4478601
9662000,100,76,22,2,98,0.2894736842105263,0.09090909090909091,0.02631578947368421,1,3835602
8980000,100,99,1,0,100,0.010101010101010102,0.0,0.0,0,11627293
3664000,100,92,7,1,100,0.07608695652173914,0.14285714285714285,0.010869565217391304,1,2429091
3374000,100,96,1,3,100,0.010416666666666666,3.0,0.03125,1,2663906
10078000,100,97,3,0,100,0.030927835051546393,0.0,0.0,0,2291917
9838000,100,90,1,9,100,0.011111111111111112,9.0,0.1,1,4200408
9776000,100,94,6,0,100,0.06382978723404255,0.0,0.0,0,3674783
8342000,100,100,0,0,100,0.0,0.0,0.0,0,8298598
8280000,100,100,0,0,100,0.0,0.0,0.0,0,2991118
9042000,100,100,0,0,100,0.0,0.0,0.0,0,2841799
3766000,100,91,8,1,100,0.08791208791208792,0.125,0.01098901098901099,1,4031695
4208000,100,93,2,5,100,0.021505376344086023,2.5,0.053763440860215055,1,2592385
4142000,100,98,2,0,100,0.02040816326530612,0.0,0.0,0,3859694
9240000,100,83,6,11,100,0.07228915662650602,1.8333333333333333,0.13253012048192772,1,4203579
9156000,100,95,4,1,100,0.042105263157894736,0.25,0.010526315789473684,1,12176673
7552000,100,97,3,0,100,0.030927835051546393,0.0,0.0,0,8821830
8388000,100,100,0,0,100,0.0,0.0,0.0,0,3172386
206000,100,93,6,1,100,0.06451612903225806,0.16666666666666666,0.010752688172043012,1,3980921
5154000,100,95,5,0,100,0.05263157894736842,0.0,0.0,0,4485772
5040000,100,99,1,0,100,0.010101010101010102,0.0,0.0,0,3470051
3550000,100,97,1,2,100,0.010309278350515464,2.0,0.020618556701030927,1,2174907
4516000,100,100,0,0,100,0.0,0.0,0.0,0,3723953
9770000,100,96,4,0,100,0.041666666666666664,0.0,0.0,0,2429787
2584000,100,99,1,0,100,0.010101010101010102,0.0,0.0,0,7057107
9572000,100,60,37,3,100,0.6166666666666667,0.08108108108108109,0.05,1,3541432
9354000,100,94,5,1,100,0.05319148936170213,0.2,0.010638297872340425,1,3541036
4732000,100,98,2,0,100,0.02040816326530612,0.0,0.0,0,2585909
3834000,100,94,6,0,100,0.06382978723404255,0.0,0.0,0,15816400
9728000,100,92,3,5,100,0.03260869565217391,1.6666666666666667,0.05434782608695652,1,4158189
2958000,100,95,5,0,100,0.05263157894736842,0.0,0.0,0,2345806
4454000,100,100,0,0,100,0.0,0.0,0.0,0,2529116
9946000,100,96,2,2,100,0.020833333333333332,1.0,0.020833333333333332,1,11133080
3176000,100,97,2,1,100,0.020618556701030927,0.5,0.010309278350515464,1,2412700
9288000,100,93,7,0,100,0.07526881720430108,0.0,0.0,0,3444206
8962000,100,100,0,0,100,0.0,0.0,0.0,0,3192427
8696000,11,11,0,0,11,0.0,0.0,0.0,0,1997453
3060000,100,100,0,0,95,0.0,0.0,0.0,0,2997935
2686000,100,88,3,9,100,0.03409090909090909,3.0,0.10227272727272728,1,2777956
5654000,100,90,8,2,100,0.08888888888888889,0.25,0.022222222222222223,1,2815425
3960000,100,86,12,2,100,0.13953488372093023,0.16666666666666666,0.023255813953488372,1,6647891
8514000,100,98,2,0,100,0.02040816326530612,0.0,0.0,0,5125007
8098000,100,99,1,0,99,0.010101010101010102,0.0,0.0,0,2494566
7370000,100,99,0,1,100,0.0,0.0,0.010101010101010102,1,4374258
7308000,100,85,3,12,100,0.03529411764705882,4.0,0.1411764705882353,1,5348441
7616000,100,100,0,0,100,0.0,0.0,0.0,0,4722651
3278000,100,96,1,3,100,0.010416666666666666,3.0,0.03125,1,2353303
8268000,100,85,2,13,100,0.023529411764705882,6.5,0.15294117647058825,1,11790950
7900000,100,95,0,5,100,0.0,0.0,0.05263157894736842,1,4777019
8798000,100,96,4,0,100,0.041666666666666664,0.0,0.0,0,5970364
7858000,100,97,1,2,100,0.010309278350515464,2.0,0.020618556701030927,1,6166050
4688000,100,100,0,0,96,0.0,0.0,0.0,0,4911014
8444000,100,98,0,2,100,0.0,0.0,0.02040816326530612,1,4175162
8070000,79,78,0,1,79,0.0,0.0,0.01282051282051282,1,19044341
3652000,100,100,0,0,100,0.0,0.0,0.0,0,3085147
7990000,100,93,7,0,100,0.07526881720430108,0.0,0.0,0,3099348
1612000,100,93,5,2,100,0.053763440860215055,0.4,0.021505376344086023,1,4134418
9002000,100,98,1,1,100,0.01020408163265306,1.0,0.01020408163265306,1,4593392
8860000,100,100,0,0,100,0.0,0.0,0.0,0,3015639
9594000,100,93,4,3,100,0.043010752688172046,0.75,0.03225806451612903,1,5691557
3964000,100,89,0,11,100,0.0,0.0,0.12359550561797752,1,6347120
9684000,100,98,1,1,100,0.01020408163265306,1.0,0.01020408163265306,1,2182824
2952000,100,96,0,4,100,0.0,0.0,0.041666666666666664,1,4200671
1504000,100,98,0,2,100,0.0,0.0,0.02040816326530612,1,3278109
1986000,100,100,0,0,100,0.0,0.0,0.0,0,4232398
3590000,100,97,1,2,100,0.010309278350515464,2.0,0.020618556701030927,1,2610230
3066000,100,89,3,8,100,0.033707865168539325,2.6666666666666665,0.0898876404494382,1,4051207
4068000,100,94,4,2,100,0.0425531914893617,0.5,0.02127659574468085,1,2812954
9172000,100,99,1,0,100,0.010101010101010102,0.0,0.0,0,4485125
5762000,100,92,1,7,100,0.010869565217391304,7.0,0.07608695652173914,1,5405103
440000,100,87,10,3,100,0.11494252873563218,0.3,0.034482758620689655,1,6891064
9106000,100,88,6,6,100,0.06818181818181818,1.0,0.06818181818181818,1,4061654
2402000,100,99,0,1,100,0.0,0.0,0.010101010101010102,1,3885096
4442000,100,100,0,0,100,0.0,0.0,0.0,0,3629165
2776000,100,99,1,0,100,0.010101010101010102,0.0,0.0,0,2842179
3236000,100,97,1,2,100,0.010309278350515464,2.0,0.020618556701030927,1,7938917
4864000,100,100,0,0,97,0.0,0.0,0.0,0,2336099
4380000,100,100,0,0,100,0.0,0.0,0.0,0,1650515
3368000,100,95,3,2,100,0.031578947368421054,0.6666666666666666,0.021052631578947368,1,2229266
9418000,100,95,0,5,100,0.0,0.0,0.05263157894736842,1,2674695
9896000,100,88,0,12,100,0.0,0.0,0.13636363636363635,1,6613000
9390000,100,58,22,20,100,0.3793103448275862,0.9090909090909091,0.3448275862068966,1,4596671
2578000,100,78,6,16,100,0.07692307692307693,2.6666666666666665,0.20512820512820512,1,2507221
7200000,100,96,1,3,100,0.010416666666666666,3.0,0.03125,1,9714812
8780000,100,100,0,0,99,0.0,0.0,0.0,0,5312314
4272000,100,93,2,5,100,0.021505376344086023,2.5,0.053763440860215055,1,13348043
24000,100,98,2,0,100,0.02040816326530612,0.0,0.0,0,4081004
8752000,100,99,0,1,100,0.0,0.0,0.010101010101010102,1,2289859
9310000,100,88,7,5,100,0.07954545454545454,0.7142857142857143,0.056818181818181816,1,3665264
4972000,100,90,2,8,100,0.022222222222222223,4.0,0.08888888888888889,1,3100626
5454000,100,61,39,0,100,0.639344262295082,0.0,0.0,0,2277110
8894000,100,99,0,1,99,0.0,0.0,0.010101010101010102,1,4666201
8274000,100,100,0,0,100,0.0,0.0,0.0,0,4026194
4754000,100,97,2,1,100,0.020618556701030927,0.5,0.010309278350515464,1,6034535
3898000,100,81,4,15,100,0.04938271604938271,3.75,0.18518518518518517,1,6963703
2408000,100,90,3,7,100,0.03333333333333333,2.3333333333333335,0.07777777777777778,1,2423633
4176000,100,94,4,2,100,0.0425531914893617,0.5,0.02127659574468085,1,5949142
10138000,100,98,1,1,100,0.01020408163265306,1.0,0.01020408163265306,1,2858608
9656000,100,90,5,5,100,0.05555555555555555,1.0,0.05555555555555555,1,2361880
3892000,100,100,0,0,100,0.0,0.0,0.0,0,13706825
9588000,100,87,4,9,100,0.04597701149425287,2.25,0.10344827586206896,1,3645970
4618000,100,100,0,0,100,0.0,0.0,0.0,0,1998507
3102000,100,100,0,0,100,0.0,0.0,0.0,0,3542119
2510000,100,99,1,0,99,0.010101010101010102,0.0,0.0,0,4622270
8690000,100,100,0,0,100,0.0,0.0,0.0,0,2998875
8406000,100,100,0,0,100,0.0,0.0,0.0,0,6247086
3850000,100,93,7,0,100,0.07526881720430108,0.0,0.0,0,3917752
9064000,100,97,1,2,100,0.010309278350515464,2.0,0.020618556701030927,1,5469901
3784000,100,100,0,0,100,0.0,0.0,0.0,0,2468244
9764000,100,91,7,2,98,0.07692307692307693,0.2857142857142857,0.02197802197802198,1,4947350
4158000,100,95,3,2,100,0.031578947368421054,0.6666666666666666,0.021052631578947368,1,14375644
3476000,51,45,3,3,51,0.06666666666666667,1.0,0.06666666666666667,1,22610890
2994000,100,97,2,1,100,0.020618556701030927,0.5,0.010309278350515464,1,4875508
3482000,100,86,6,8,100,0.06976744186046512,1.3333333333333333,0.09302325581395349,1,4589664
3306000,100,95,5,0,100,0.05263157894736842,0.0,0.0,0,2818379
9480000,100,89,6,5,100,0.06741573033707865,0.8333333333333334,0.056179775280898875,1,5772216
9486000,100,89,7,4,100,0.07865168539325842,0.5714285714285714,0.0449438202247191,1,5164957
1878000,100,96,3,1,100,0.03125,0.3333333333333333,0.010416666666666666,1,3186088
2094000,5,5,0,0,5,0.0,0.0,0.0,0,2605364
8582000,31,31,0,0,31,0.0,0.0,0.0,0,1633586
4550000,26,23,1,2,26,0.043478260869565216,2.0,0.08695652173913043,1,987755
8974000,12,11,1,0,12,0.09090909090909091,0.0,0.0,0,3413745
5062000,19,19,0,0,19,0.0,0.0,0.0,0,962785
4898000,100,100,0,0,100,0.0,0.0,0.0,0,5069648
8990000,100,97,0,3,100,0.0,0.0,0.030927835051546393,1,4857464
3498000,100,97,2,1,100,0.020618556701030927,0.5,0.010309278350515464,1,3088074
8332000,100,97,2,1,100,0.020618556701030927,0.5,0.010309278350515464,1,2598480
3192000,100,92,3,5,100,0.03260869565217391,1.6666666666666667,0.05434782608695652,1,3213519
8930000,100,100,0,0,100,0.0,0.0,0.0,0,5607959
4198000,100,100,0,0,100,0.0,0.0,0.0,0,2438242
8290000,100,100,0,0,100,0.0,0.0,0.0,0,4770642
7916000,100,88,9,3,100,0.10227272727272728,0.3333333333333333,0.03409090909090909,1,3055039
7542000,100,100,0,0,100,0.0,0.0,0.0,0,2597151
7888000,100,96,3,1,100,0.03125,0.3333333333333333,0.010416666666666666,1,5183852
8086000,100,98,2,0,100,0.02040816326530612,0.0,0.0,0,5829957
8508000,100,84,16,0,100,0.19047619047619047,0.0,0.0,0,5534252
8924000,100,97,3,0,100,0.030927835051546393,0.0,0.0,0,9723879
8026000,100,99,1,0,100,0.010101010101010102,0.0,0.0,0,9316572
8134000,100,99,1,0,100,0.010101010101010102,0.0,0.0,0,12060359
3186000,100,96,1,3,100,0.010416666666666666,3.0,0.03125,1,3146434
6644000,82,81,1,0,82,0.012345679012345678,0.0,0.0,0,14675376
8882000,100,100,0,0,100,0.0,0.0,0.0,0,7397609
6336000,100,99,1,0,100,0.010101010101010102,0.0,0.0,0,5296264
8622000,100,100,0,0,100,0.0,0.0,0.0,0,2174839
2884000,89,87,1,1,89,0.011494252873563218,1.0,0.011494252873563218,1,17275612
6596000,100,97,2,1,100,0.020618556701030927,0.5,0.010309278350515464,1,3202713
1696000,100,96,2,2,99,0.020833333333333332,1.0,0.020833333333333332,1,4370361
7808000,100,99,0,1,98,0.0,0.0,0.010101010101010102,1,3631660
2812000,100,84,5,11,100,0.05952380952380952,2.2,0.13095238095238096,1,8641084
1912000,100,96,2,2,99,0.020833333333333332,1.0,0.020833333333333332,1,3713509
7126000,100,98,2,0,100,0.02040816326530612,0.0,0.0,0,3804005
4000000,100,99,0,1,100,0.0,0.0,0.010101010101010102,1,2047864
4090000,100,91,7,2,100,0.07692307692307693,0.2857142857142857,0.02197802197802198,1,2586813
1804000,100,100,0,0,100,0.0,0.0,0.0,0,4627462
7718000,100,72,15,13,100,0.20833333333333334,0.8666666666666667,0.18055555555555555,1,2957011
2878000,100,100,0,0,100,0.0,0.0,0.0,0,4005682
3782000,100,95,1,4,100,0.010526315789473684,4.0,0.042105263157894736,1,8274548
3294000,100,78,17,5,100,0.21794871794871795,0.29411764705882354,0.0641025641025641,1,4325817
3408000,100,98,0,2,100,0.0,0.0,0.02040816326530612,1,2931667
7188000,78,76,2,0,78,0.02631578947368421,0.0,0.0,0,14444580
